Date,Time,Type,Location,Gm #,White,White Score,Dark,Dark Score,GMID
02-May-2026,11:00 AM,V bracket,STANDLEY AQUATIC CENTER,45,V1 - Titans,1,V3 - Trilogy,17,SDC-14u-boys-division-2-45
02-May-2026,11:00 AM,W bracket,TIERRASANTA COMMUNITY POOL,61,W1 - Shore Aquatics,8,W2 - Tsunami Black,5,SDC-14u-boys-division-2-61
02-May-2026,11:45 AM,Q bracket,MESA COLLEGE,30,Q1 - 908 Green,7,Q3 - 908 Blue,10,SDC-14u-boys-division-2-30
02-May-2026,11:45 AM,R bracket,STANDLEY AQUATIC CENTER,46,R1 - Puget Sound,7,R3 - Stanford Black,10,SDC-14u-boys-division-2-46
02-May-2026,11:45 AM,S bracket,TIERRASANTA COMMUNITY POOL,62,S1 - Santa Cruz,8,S2 - OCWPC B,10,SDC-14u-boys-division-2-62
02-May-2026,12:30 PM,M bracket,MESA COLLEGE,31,M1 - San Clemente Red,10,M3 - Santa Barbara,7,SDC-14u-boys-division-2-31
02-May-2026,12:30 PM,N bracket,STANDLEY AQUATIC CENTER,47,N1 - Newport White,4,N3 - Temple City,13,SDC-14u-boys-division-2-47
02-May-2026,12:30 PM,O bracket,TIERRASANTA COMMUNITY POOL,63,O1 - ECA A,8,O2 - Lamorinda B,10,SDC-14u-boys-division-2-63
02-May-2026,1:15 PM,T bracket,MESA COLLEGE,32,T1 - Back Bay,10,T2 - LOWPO,6,SDC-14u-boys-division-2-32
02-May-2026,1:15 PM,P bracket,STANDLEY AQUATIC CENTER,48,P1 - SD Dons Gold,13,P2 - Rose Bowl Red,10,SDC-14u-boys-division-2-48
02-May-2026,1:15 PM,X bracket,TIERRASANTA COMMUNITY POOL,64,X1 - South Coast White,6,X3 - SD Dons D,9,SDC-14u-boys-division-2-64
02-May-2026,2:00 PM,U bracket,MESA COLLEGE,33,U1 - Rain City,9,U2 - North Irvine B,16,SDC-14u-boys-division-2-33
02-May-2026,2:00 PM,V bracket,STANDLEY AQUATIC CENTER,49,V1 - Titans,10,V2 - Foothill,8,SDC-14u-boys-division-2-49
02-May-2026,2:00 PM,W bracket,TIERRASANTA COMMUNITY POOL,65,W1 - Shore Aquatics,9,W3 - Carmel WPC,7,SDC-14u-boys-division-2-65
02-May-2026,2:45 PM,Q bracket,MESA COLLEGE,34,Q2 - SJ Express,5,Q3 - 908 Blue,10,SDC-14u-boys-division-2-34
02-May-2026,2:45 PM,R bracket,STANDLEY AQUATIC CENTER,50,R2 - CCWP,6,R3 - Stanford Black,12,SDC-14u-boys-division-2-50
02-May-2026,2:45 PM,S bracket,TIERRASANTA COMMUNITY POOL,66,S1 - Santa Cruz,1,S3 - Pasadena,5,SDC-14u-boys-division-2-66
02-May-2026,3:30 PM,M bracket,MESA COLLEGE,35,M2 - Greenwich,7,M3 - Santa Barbara,13,SDC-14u-boys-division-2-35
02-May-2026,3:30 PM,N bracket,STANDLEY AQUATIC CENTER,51,N1 - Newport White,7,N2 - Mission B,11,SDC-14u-boys-division-2-51
02-May-2026,3:30 PM,O bracket,TIERRASANTA COMMUNITY POOL,67,O1 - ECA A,11,O3 - SD Shores Gold,8,SDC-14u-boys-division-2-67
02-May-2026,4:15 PM,T bracket,MESA COLLEGE,36,T2 - LOWPO,4,T3 - Patriots Red,12,SDC-14u-boys-division-2-36
02-May-2026,4:15 PM,P bracket,STANDLEY AQUATIC CENTER,52,P2 - Rose Bowl Red,9,P3 - Davis,10,SDC-14u-boys-division-2-52
02-May-2026,4:15 PM,X bracket,TIERRASANTA COMMUNITY POOL,68,X2 - La Jolla United C,2,X3 - SD Dons D,20,SDC-14u-boys-division-2-68
02-May-2026,5:00 PM,U bracket,MESA COLLEGE,37,U2 - North Irvine B,13,U3 - Big Valley,5,SDC-14u-boys-division-2-37
02-May-2026,5:00 PM,V bracket,STANDLEY AQUATIC CENTER,53,V2 - Foothill,0,V3 - Trilogy,18,SDC-14u-boys-division-2-53
02-May-2026,5:00 PM,W bracket,TIERRASANTA COMMUNITY POOL,69,W2 - Tsunami Black,6,W3 - Carmel WPC,2,SDC-14u-boys-division-2-69
02-May-2026,5:45 PM,Q bracket,MESA COLLEGE,38,Q1 - 908 Green,2,Q2 - SJ Express,7,SDC-14u-boys-division-2-38
02-May-2026,5:45 PM,R bracket,STANDLEY AQUATIC CENTER,54,R1 - Puget Sound,7,R2 - CCWP,8,SDC-14u-boys-division-2-54
02-May-2026,5:45 PM,S bracket,TIERRASANTA COMMUNITY POOL,70,S2 - OCWPC B,4,S3 - Pasadena,6,SDC-14u-boys-division-2-70
02-May-2026,6:30 PM,M bracket,MESA COLLEGE,39,M1 - San Clemente Red,12,M2 - Greenwich,3,SDC-14u-boys-division-2-39
02-May-2026,6:30 PM,N bracket,STANDLEY AQUATIC CENTER,55,N2 - Mission B,6,N3 - Temple City,4,SDC-14u-boys-division-2-55
02-May-2026,6:30 PM,O bracket,TIERRASANTA COMMUNITY POOL,71,O2 - Lamorinda B,13,O3 - SD Shores Gold,8,SDC-14u-boys-division-2-71
02-May-2026,7:15 PM,T bracket,MESA COLLEGE,40,T1 - Back Bay,3,T3 - Patriots Red,7,SDC-14u-boys-division-2-40
02-May-2026,7:15 PM,P bracket,STANDLEY AQUATIC CENTER,56,P1 - SD Dons Gold,11,P3 - Davis,4,SDC-14u-boys-division-2-56
02-May-2026,7:15 PM,X bracket,TIERRASANTA COMMUNITY POOL,72,X1 - South Coast White,9,X2 - La Jolla United C,3,SDC-14u-boys-division-2-72
02-May-2026,8:00 AM,A bracket,MESA COLLEGE,25,A1 - San Clemente Red,17,A2 - Rain City,4,SDC-14u-boys-division-2-25
02-May-2026,8:00 AM,L bracket,STANDLEY AQUATIC CENTER,41,L2 - Stanford Black,8,L3 - Trilogy,5,SDC-14u-boys-division-2-41
02-May-2026,8:00 AM,B bracket,TIERRASANTA COMMUNITY POOL,57,B1 - Santa Cruz,6,B2 - ECA A,7,SDC-14u-boys-division-2-57
02-May-2026,8:45 AM,I bracket,MESA COLLEGE,26,I2 - 908 Blue,15,I3 - Big Valley,7,SDC-14u-boys-division-2-26
02-May-2026,8:45 AM,D bracket,STANDLEY AQUATIC CENTER,42,D1 - Newport White,14,D2 - Puget Sound,9,SDC-14u-boys-division-2-42
02-May-2026,8:45 AM,G bracket,TIERRASANTA COMMUNITY POOL,58,G1 - Lamorinda B,12,G3 - OCWPC B,2,SDC-14u-boys-division-2-58
02-May-2026,9:30 AM,C bracket,MESA COLLEGE,27,C1 - Back Bay,5,C3 - SD Dons Gold,8,SDC-14u-boys-division-2-27
02-May-2026,9:30 AM,E bracket,STANDLEY AQUATIC CENTER,43,E1 - Mission B,10,E2 - CCWP,1,SDC-14u-boys-division-2-43
02-May-2026,9:30 AM,J bracket,TIERRASANTA COMMUNITY POOL,59,J1 - SD Shores Gold,17,J2 - Carmel WPC,1,SDC-14u-boys-division-2-59
03-May-2026,10:15 AM,Tournament game,MESA COLLEGE,76,Tsunami Black,2,South Coast White,6,SDC-14u-boys-division-2-76
03-May-2026,10:15 AM,Tournament game,WEST HILLS HS,84,OCWPC B,2,Back Bay,10,SDC-14u-boys-division-2-84
03-May-2026,10:15 AM,Tournament game,TIERRASANTA COMMUNITY POOL,91,Carmel WPC,6,La Jolla United C,4,SDC-14u-boys-division-2-91
03-May-2026,11:00 AM,Tournament game,MESA COLLEGE,77,North Irvine B,4,Trilogy,14,SDC-14u-boys-division-2-77
03-May-2026,11:00 AM,Tournament game,WEST HILLS HS,85,908 Green,8,Puget Sound,10,SDC-14u-boys-division-2-85
03-May-2026,11:00 AM,Tournament game,TIERRASANTA COMMUNITY POOL,92,Santa Cruz,7,LOWPO,6,SDC-14u-boys-division-2-92
03-May-2026,11:45 AM,Tournament game,MESA COLLEGE,78,Shore Aquatics,2,SD Dons D,17,SDC-14u-boys-division-2-78
03-May-2026,11:45 AM,13th,WEST HILLS HS,86,908 Blue,8,Patriots Red,10,SDC-14u-boys-division-2-86
03-May-2026,11:45 AM,5th,TIERRASANTA COMMUNITY POOL,93,Santa Barbara,16,Davis,7,SDC-14u-boys-division-2-93
03-May-2026,12:30 PM,9th,MESA COLLEGE,79,Newport White,8,Rose Bowl Red,6,SDC-14u-boys-division-2-79
03-May-2026,12:30 PM,15th,WEST HILLS HS,87,Stanford Black,5,Pasadena,2,SDC-14u-boys-division-2-87
03-May-2026,12:30 PM,7th,TIERRASANTA COMMUNITY POOL,94,Temple City,7,ECA A,11,SDC-14u-boys-division-2-94
03-May-2026,1:15 PM,11th,MESA COLLEGE,80,Greenwich,11,SD Shores Gold,4,SDC-14u-boys-division-2-80
03-May-2026,1:20 PM,1st,SOUTHWESTERN COLLEGE 1,97,San Clemente Red,15,SD Dons Gold,11,SDC-14u-boys-division-2-97
03-May-2026,1:35 PM,3rd,SOUTHWESTERN COLLEGE 2,98,Mission B,12,Lamorinda B,8,SDC-14u-boys-division-2-98
03-May-2026,8:00 AM,CC bracket,MESA COLLEGE,73,CC1 - Greenwich,4,CC2 - Newport White,6,SDC-14u-boys-division-2-73
03-May-2026,8:00 AM,EE bracket,WEST HILLS HS,81,EE1 - 908 Blue,9,EE2 - Stanford Black,7,SDC-14u-boys-division-2-81
03-May-2026,8:00 AM,AA bracket,TIERRASANTA COMMUNITY POOL,88,AA1 - Santa Barbara,10,AA2 - Temple City,7,SDC-14u-boys-division-2-88
03-May-2026,8:45 AM,DD bracket,MESA COLLEGE,74,DD1 - SD Shores Gold,8,DD2 - Rose Bowl Red,14,SDC-14u-boys-division-2-74
03-May-2026,8:45 AM,FF bracket,WEST HILLS HS,82,FF1 - Pasadena,6,FF2 - Patriots Red,10,SDC-14u-boys-division-2-82
03-May-2026,8:45 AM,BB bracket,TIERRASANTA COMMUNITY POOL,89,BB1 - ECA A,7,BB2 - Davis,11,SDC-14u-boys-division-2-89
03-May-2026,8:45 AM,Semifinal,SOUTHWESTERN COLLEGE 1,95,Y1 - San Clemente Red,7,Y2 - Mission B,6,SDC-14u-boys-division-2-95
03-May-2026,8:45 AM,Semifinal,SOUTHWESTERN COLLEGE 2,96,Z1 - Lamorinda B,3,Z2 - SD Dons Gold,9,SDC-14u-boys-division-2-96
03-May-2026,9:30 AM,Tournament game,MESA COLLEGE,75,Rain City,13,Titans,4,SDC-14u-boys-division-2-75
03-May-2026,9:30 AM,Tournament game,WEST HILLS HS,83,SJ Express,7,CCWP,3,SDC-14u-boys-division-2-83
03-May-2026,9:30 AM,Tournament game,TIERRASANTA COMMUNITY POOL,90,Big Valley,9,Foothill,3,SDC-14u-boys-division-2-90
