Date,Time,Type,Location,Gm #,White,White Score,Dark,Dark Score,GMID
02-May-2026,10:15 AM,F bracket,HELIX HS,37,F1 - Seaside,4,F2 - Stanford,12,SDC-14u-girls-division-2-37
02-May-2026,11:00 AM,C bracket,STEELE CANYON HS,21,C1 - Patriots Red,16,C2 - North Irvine,2,SDC-14u-girls-division-2-21
02-May-2026,11:00 AM,G bracket,HELIX HS,38,G1 - Back Bay,3,G3 - Foothill Black,9,SDC-14u-girls-division-2-38
02-May-2026,11:45 AM,F bracket,STEELE CANYON HS,22,F4 - Elite,4,F3 - Viking Aquatics,11,SDC-14u-girls-division-2-22
02-May-2026,11:45 AM,T bracket,HELIX HS,39,T1 - Lamorinda C,10,T2 - Norcal,2,SDC-14u-girls-division-2-39
02-May-2026,12:30 PM,Q bracket,STEELE CANYON HS,23,Q1 - San Clemente Black,16,Q2 - Shores White,4,SDC-14u-girls-division-2-23
02-May-2026,12:30 PM,P bracket,HELIX HS,40,P1 - Newport White,5,P2 - SET,6,SDC-14u-girls-division-2-40
02-May-2026,1:15 PM,M bracket,STEELE CANYON HS,24,M1 - Santa Barbara,7,M2 - Lamorinda Gold,4,SDC-14u-girls-division-2-24
02-May-2026,1:15 PM,U bracket,HELIX HS,41,U1 - Big Valley,11,U2 - LOWPO,14,SDC-14u-girls-division-2-41
02-May-2026,2:00 PM,N bracket,STEELE CANYON HS,25,N1 - Rogue 619,13,N2 - Sharks,1,SDC-14u-girls-division-2-25
02-May-2026,2:00 PM,W bracket,HELIX HS,42,W2 - Northwest,10,W3 - Stanford,13,SDC-14u-girls-division-2-42
02-May-2026,2:45 PM,R bracket,STEELE CANYON HS,26,R1 - Innis Arden,9,R2 - ECA,2,SDC-14u-girls-division-2-26
02-May-2026,2:45 PM,W bracket,HELIX HS,43,W1 - Trilogy,11,W4 - CV Premier,10,SDC-14u-girls-division-2-43
02-May-2026,3:30 PM,O bracket,STEELE CANYON HS,27,O1 - Patriots Red,10,O2 - Viking Aquatics,6,SDC-14u-girls-division-2-27
02-May-2026,3:30 PM,U bracket,HELIX HS,44,U1 - Big Valley,4,U3 - Back Bay,11,SDC-14u-girls-division-2-44
02-May-2026,4:15 PM,S bracket,STEELE CANYON HS,28,S1 - North Irvine,6,S2 - Elite,10,SDC-14u-girls-division-2-28
02-May-2026,4:15 PM,V bracket,HELIX HS,45,V1 - CCWP,2,V4 - Seaside,5,SDC-14u-girls-division-2-45
02-May-2026,5:00 PM,Tournament game,STEELE CANYON HS,29,San Clemente Black,10,Lamorinda C,2,SDC-14u-girls-division-2-29
02-May-2026,5:00 PM,V bracket,HELIX HS,46,V2 - Clovis,8,V3 - Foothill Black,7,SDC-14u-girls-division-2-46
02-May-2026,5:45 PM,Tournament game,STEELE CANYON HS,30,Lamorinda Gold,7,Newport White,4,SDC-14u-girls-division-2-30
02-May-2026,5:45 PM,W bracket,HELIX HS,47,W4 - CV Premier,3,W2 - Northwest,9,SDC-14u-girls-division-2-47
02-May-2026,6:30 PM,Tournament game,STEELE CANYON HS,31,Sharks,2,Viking Aquatics,5,SDC-14u-girls-division-2-31
02-May-2026,6:30 PM,W bracket,HELIX HS,48,W1 - Trilogy,1,W3 - Stanford,14,SDC-14u-girls-division-2-48
02-May-2026,7:15 PM,Tournament game,STEELE CANYON HS,32,Innis Arden,12,Elite,9,SDC-14u-girls-division-2-32
02-May-2026,7:15 PM,U bracket,SANTANA HS,49,U2 - LOWPO,9,U3 - Back Bay,1,SDC-14u-girls-division-2-49
02-May-2026,8:00 AM,A bracket,STEELE CANYON HS,17,A1 - San Clemente Black,15,A3 - Big Valley,1,SDC-14u-girls-division-2-17
02-May-2026,8:00 AM,E bracket,HELIX HS,34,E2 - SET,8,E3 - Norcal,4,SDC-14u-girls-division-2-34
02-May-2026,8:00 PM,V bracket,STEELE CANYON HS,33,V4 - Seaside,7,V2 - Clovis,8,SDC-14u-girls-division-2-33
02-May-2026,8:00 PM,V bracket,SANTANA HS,50,V1 - CCWP,2,V3 - Foothill Black,7,SDC-14u-girls-division-2-50
02-May-2026,8:45 AM,H bracket,STEELE CANYON HS,18,H1 - Lamorinda Gold,10,H3 - Shores White,6,SDC-14u-girls-division-2-18
02-May-2026,8:45 AM,D bracket,HELIX HS,35,D2 - Northwest,6,D3 - Lamorinda C,13,SDC-14u-girls-division-2-35
02-May-2026,9:30 AM,B bracket,STEELE CANYON HS,19,B2 - CCWP,3,B3 - Innis Arden,13,SDC-14u-girls-division-2-19
02-May-2026,9:30 AM,H bracket,HELIX HS,36,H4 - CV Premier,6,H2 - LOWPO,9,SDC-14u-girls-division-2-36
03-May-2026,10:15 AM,9th,STEELE CANYON HS,54,San Clemente Black,9,Innis Arden,7,SDC-14u-girls-division-2-54
03-May-2026,10:15 AM,Tournament game,HELIX HS,63,ECA,10,North Irvine,4,SDC-14u-girls-division-2-63
03-May-2026,11:00 AM,Y bracket,STEELE CANYON HS,55,Y1 - Back Bay,3,Y2 - Seaside,8,SDC-14u-girls-division-2-55
03-May-2026,11:00 AM,26th,HELIX HS,64,CCWP,8,CV Premier,9,SDC-14u-girls-division-2-64
03-May-2026,11:45 AM,X bracket,STEELE CANYON HS,56,X2 - Clovis,6,X3 - Stanford,11,SDC-14u-girls-division-2-56
03-May-2026,11:45 AM,Z bracket,HELIX HS,65,Z1 - Big Valley,9,Z2 - Foothill Black,13,SDC-14u-girls-division-2-65
03-May-2026,12:30 PM,11th,STEELE CANYON HS,57,Lamorinda C,9,Elite,7,SDC-14u-girls-division-2-57
03-May-2026,12:30 PM,13th,HELIX HS,66,Shores White,5,ECA,8,SDC-14u-girls-division-2-66
03-May-2026,12:30 PM,1st,SOUTHWESTERN COLLEGE 1,71,Santa Barbara,6,Rogue 619,4,SDC-14u-girls-division-2-71
03-May-2026,12:45 PM,3rd,SOUTHWESTERN COLLEGE 2,72,SET,5,Patriots Red,9,SDC-14u-girls-division-2-72
03-May-2026,1:15 PM,Y bracket,STEELE CANYON HS,58,Y2 - Seaside,17,Y3 - Trilogy,8,SDC-14u-girls-division-2-58
03-May-2026,1:15 PM,15th,HELIX HS,67,Norcal,2,North Irvine,9,SDC-14u-girls-division-2-67
03-May-2026,2:00 PM,X bracket,STEELE CANYON HS,59,X1 - LOWPO,2,X3 - Stanford,13,SDC-14u-girls-division-2-59
03-May-2026,2:00 PM,Z bracket,HELIX HS,68,Z2 - Foothill Black,12,Z3 - Northwest,9,SDC-14u-girls-division-2-68
03-May-2026,8:00 AM,Y bracket,STEELE CANYON HS,51,Y1 - Back Bay,12,Y3 - Trilogy,2,SDC-14u-girls-division-2-51
03-May-2026,8:00 AM,5th,HELIX HS,60,Lamorinda Gold,11,Viking Aquatics,8,SDC-14u-girls-division-2-60
03-May-2026,8:00 AM,Semifinal,SOUTHWESTERN COLLEGE 1,69,Santa Barbara,7,SET,4,SDC-14u-girls-division-2-69
03-May-2026,8:00 AM,Semifinal,SOUTHWESTERN COLLEGE 2,70,Rogue 619,8,Patriots Red,2,SDC-14u-girls-division-2-70
03-May-2026,8:45 AM,7th,STEELE CANYON HS,52,Newport White,10,Sharks,3,SDC-14u-girls-division-2-52
03-May-2026,8:45 AM,Z bracket,HELIX HS,61,Z1 - Big Valley,5,Z3 - Northwest,8,SDC-14u-girls-division-2-61
03-May-2026,9:30 AM,X bracket,STEELE CANYON HS,53,X1 - LOWPO,3,X2 - Clovis,11,SDC-14u-girls-division-2-53
03-May-2026,9:30 AM,Tournament game,HELIX HS,62,Shores White,12,Norcal,4,SDC-14u-girls-division-2-62
