DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION,SORTKEY
31-Jan,8:00 AM,EL TORO HS 2,10Cau01,D1-TROJAN,13,D3-YOLO YELLOW,15,"D bracket D1,D3",10U_COED_GOLD,202501310800
31-Jan,8:45 AM,EL TORO HS 2,10Cau02,A1-LA JOLLA UNITED,18,A3-LAMORINDA C,8,"A bracket A1,A3",10U_COED_GOLD,202501310845
31-Jan,9:30 AM,EL TORO HS 2,10Cau03,B1-DAVIS,16,B3-DEL MAR WHITE,5,"B bracket B1,B3",10U_COED_GOLD,202601310930
31-Jan,10:15 AM,EL TORO HS 2,10Cau04,C1-SOUTH COAST RED,6,C3-SAN CLEMENTE BLACK,18,"C bracket C1,C3",10U_COED_GOLD,202601311015
31-Jan,11:00 AM,WOOLLETT FAR LEFT,10Cau05,G1-LAMORINDA BLUE (A) (girls),19,G4-SAN CLEMENTE RED (girls),1,girls 1st-4th,10U_COED_GOLD,202601311100
31-Jan,11:00 AM,EL TORO HS 2,10Cau07,D2-PATRIOT WHITE,5,D3-YOLO YELLOW,16,"D bracket D2,D3",10U_COED_GOLD,202601311100
31-Jan,11:45 AM,WOOLLETT FAR LEFT,10Cau06,G2-DEL MAR BLUE (girls),12,G3-680 RED (girls),5,girls 1st-4th,10U_COED_GOLD,202601311145
31-Jan,11:45 AM,EL TORO HS 2,10Cau08,A2-LOYOLA WPC,17,A3-LAMORINDA C,1,"A bracket A2,A3",10U_COED_GOLD,202601311145
31-Jan,12:30 PM,EL TORO HS 2,10Cau09,B2-ORANGE COUNTY WPC RED,19,B3-DEL MAR WHITE,6,"B bracket B2,B3",10U_COED_GOLD,202601311230
31-Jan,1:15 PM,EL TORO HS 2,10Cau10,C2-SOUTH BAY UNITED,11,C3-SAN CLEMENTE BLACK,8,"C bracket C2,C3",10U_COED_GOLD,202601311315
31-Jan,2:00 PM,BECKMAN HS 2,10Cau13,D1-TROJAN,1,D2-PATRIOT WHITE,2,"D bracket D1,D2",10U_COED_GOLD,202601311400
31-Jan,2:45 PM,BECKMAN HS 2,10Cau14,A1-LA JOLLA UNITED,9,A2-LOYOLA WPC,7,"A bracket A1,A2",10U_COED_GOLD,202601311445
31-Jan,3:30 PM,WOOLLETT FAR LEFT,10Cau11,G1-LAMORINDA BLUE (A) (girls),17,G3-680 RED (girls),3,girls 1st-4th,10U_COED_GOLD,202601311530
31-Jan,3:30 PM,BECKMAN HS 2,10Cau15,B1-DAVIS,14,B2-ORANGE COUNTY WPC RED,6,"B bracket B1,B2",10U_COED_GOLD,202601311530
31-Jan,4:15 PM,WOOLLETT FAR LEFT,10Cau12,G2-DEL MAR BLUE (girls),17,G4-SAN CLEMENTE RED (girls),4,girls 1st-4th,10U_COED_GOLD,202601311615
31-Jan,4:15 PM,BECKMAN HS 2,10Cau16,C1-SOUTH COAST RED,10,C2-SOUTH BAY UNITED,14,"C bracket C1,C2",10U_COED_GOLD,202601311615
1-Feb,8:00 AM,WOOLLETT FAR LEFT,10Cau17,G1-LAMORINDA BLUE (A) (girls),8,G2-DEL MAR BLUE (girls),2,girls 1st-4th,10U_COED_GOLD,202602010800
1-Feb,8:00 AM,EL TORO HS 2,10Cau19,2ndA-LOYOLA WPC,18,2ndD-TROJAN,7,5-8 coed semi,10U_COED_GOLD,202602010800
1-Feb,8:45 AM,WOOLLETT FAR LEFT,10Cau18,G3-680 RED (girls),11,G4-SAN CLEMENTE RED (girls),8,girls 1st-4th,10U_COED_GOLD,202602010845
1-Feb,8:45 AM,EL TORO HS 2,10Cau20,2ndB-ORANGE COUNTY WPC RED,13,2ndC-SAN CLEMENTE BLACK,19,5-8 coed semi,10U_COED_GOLD,202602010845
1-Feb,9:30 AM,EL TORO HS 2,10Cau21,1stA-LA JOLLA UNITED,6.3,1stD-YOLO YELLOW,6,1-4 coed semi,10U_COED_GOLD,202602010930
1-Feb,10:15 AM,EL TORO HS 2,10Cau22,1stB-DAVIS,17,1stC-SOUTH BAY UNITED,4,1-4 coed semi,10U_COED_GOLD,202602011015
1-Feb,11:00 AM,BECKMAN HS 2,10Cau23,G1-LAMORINDA BLUE (A) (girls),19,3rdB-DEL MAR WHITE,0,girls-coed interact,10U_COED_GOLD,202602011100
1-Feb,11:00 AM,EL TORO HS 2,10Cau25,G3-680 RED (girls),17,3rdC-SOUTH COAST RED,16,girls-coed interact,10U_COED_GOLD,202602011100
1-Feb,11:45 AM,BECKMAN HS 2,10Cau24,G2-DEL MAR BLUE (girls),15,3rdD-PATRIOT WHITE,2,girls-coed interact,10U_COED_GOLD,202602011145
1-Feb,11:45 AM,EL TORO HS 2,10Cau26,G4-SAN CLEMENTE RED (girls),12,3rdA-LAMORINDA C,7,girls-coed interact,10U_COED_GOLD,202602011145
1-Feb,12:30 PM,EL TORO HS 2,10Cau27,L#19-TROJAN,18,L#20-ORANGE COUNTY WPC RED,12,7th Coed,10U_COED_GOLD,202602011230
1-Feb,12:30 PM,WOOLLETT FAR LEFT,10Cau29,L#21-YOLO YELLOW,11.2,L#22-SOUTH BAY UNITED,11.1,3rd Coed,10U_COED_GOLD,202602011230
1-Feb,1:15 PM,EL TORO HS 2,10Cau28,W#19-LOYOLA WPC,10,W#20-SAN CLEMENTE BLACK,6,5th Coed,10U_COED_GOLD,202602011315
1-Feb,1:15 PM,WOOLLETT FAR LEFT,10Cau30,W#21-LA JOLLA UNITED,7,W#22-DAVIS,13,1st Coed,10U_COED_GOLD,202602011315
1-Feb,2:00 PM,EL TORO HS 2,10Cau31,3rdA-LAMORINDA C,12.3,3rdD-PATRIOT WHITE,12.2,coed 9-12,10U_COED_GOLD,202602011400
1-Feb,2:45 PM,EL TORO HS 2,10Cau32,3rdB-DEL MAR WHITE,,3rdC-SOUTH COAST RED,12,coed 9-12,10U_COED_GOLD,202602011445
31-Jan,8:00 AM,WOOLLETT FAR LEFT,10Cpt01,B1-ORANGE COUNTY WPC BLUE,15,B3-PATRIOT RED,3,"bracket, B1/B3",10U_COED_PLATINUM,202601310800
31-Jan,8:45 AM,WOOLLETT FAR LEFT,10Cpt02,B2-CHULA VISTA PREMIER,17,B4-LAMORINDA GOLD (B),2,"bracket, B2/B4",10U_COED_PLATINUM,202601310845
31-Jan,9:30 AM,WOOLLETT FAR LEFT,10Cpt03,A1-CHANNEL ISLANDS UNITED,10,A3-YOLO BLACK,9,"bracket, A1/A3",10U_COED_PLATINUM,202601310930
31-Jan,10:15 AM,WOOLLETT FAR LEFT,10Cpt04,A2-FOOTHILL RED,2,A4-NORTH IRVINE BLACK,15,"bracket, A2/A4",10U_COED_PLATINUM,202601311015
31-Jan,12:30 PM,WOOLLETT FAR LEFT,10Cpt05,B1-ORANGE COUNTY WPC BLUE,16,B4-LAMORINDA GOLD (B),3,"bracket, B1/B4",10U_COED_PLATINUM,202601311230
31-Jan,1:15 PM,WOOLLETT FAR LEFT,10Cpt06,B2-CHULA VISTA PREMIER,18,B3-PATRIOT RED,8,"bracket, B2/B3",10U_COED_PLATINUM,202601311315
31-Jan,2:00 PM,WOOLLETT FAR LEFT,10Cpt07,A1-CHANNEL ISLANDS UNITED,11,A4-NORTH IRVINE BLACK,12,"bracket, A1/A4",10U_COED_PLATINUM,202601311400
31-Jan,2:45 PM,WOOLLETT FAR LEFT,10Cpt08,A2-FOOTHILL RED,5,A3-YOLO BLACK,11,"bracket, A2/A3",10U_COED_PLATINUM,202601311445
1-Feb,9:30 AM,WOOLLETT FAR LEFT,10Cpt09,B3-PATRIOT RED,21,B4-LAMORINDA GOLD (B),6,"bracket, B3/B4",10U_COED_PLATINUM,202602010930
1-Feb,10:15 AM,WOOLLETT FAR LEFT,10Cpt10,A3-YOLO BLACK,7,A4-NORTH IRVINE BLACK,12,"bracket, A3/A4",10U_COED_PLATINUM,202602011015
1-Feb,11:00 AM,WOOLLETT FAR LEFT,10Cpt11,B1-ORANGE COUNTY WPC BLUE,18,B2-CHULA VISTA PREMIER,10,"bracket, B1/B2",10U_COED_PLATINUM,202602011100
1-Feb,11:45 AM,WOOLLETT FAR LEFT,10Cpt12,A1-CHANNEL ISLANDS UNITED,19,A2-FOOTHILL RED,6,"bracket, A1/A2",10U_COED_PLATINUM,202602011145
1-Feb,2:00 PM,BECKMAN HS 2,10Cpt13,4thA-FOOTHILL RED,15,4thB-LAMORINDA GOLD (B),5,7th,10U_COED_PLATINUM,202602011400
1-Feb,2:45 PM,BECKMAN HS 2,10Cpt14,3rdA-YOLO BLACK,17,3rdB-PATRIOT RED,4,5th,10U_COED_PLATINUM,202602011445
1-Feb,3:30 PM,WOOLLETT FAR LEFT,10Cpt15,2ndA-CHANNEL ISLANDS UNITED,9,2ndB-CHULA VISTA PREMIER,8,3rd,10U_COED_PLATINUM,202602011530
1-Feb,4:15 PM,WOOLLETT FAR LEFT,10Cpt16,1stA-NORTH IRVINE BLACK,8,1stB-ORANGE COUNTY WPC BLUE,4,1st,10U_COED_PLATINUM,202602011615
31-Jan,8:00 AM,BECKMAN HS 2,10B01,B1-CC UNITED BLACK,9,B3-STANFORD RED,8,"bracket, B1/B3",10U_BOYS,202601310800
31-Jan,8:45 AM,BECKMAN HS 2,10B02,B2-SAN CLEMENTE RED,16,B4-680 BLUE,0,"bracket, B2/B4",10U_BOYS,202601310845
31-Jan,9:30 AM,BECKMAN HS 2,10B03,A1-LAMORINDA BLUE (A),10,A3-LA PREMIER,1,"bracket, A1/A3",10U_BOYS,202601310930
31-Jan,10:15 AM,BECKMAN HS 2,10B04,A2-680 RED,14,A4-CC UNITED BLUE,0,"bracket, A2/A4",10U_BOYS,202601311015
31-Jan,11:00 AM,BECKMAN HS 2,10B05,B1-CC UNITED BLACK,21,B4-680 BLUE,0,"bracket, B1/B4",10U_BOYS,202601311100
31-Jan,11:45 AM,BECKMAN HS 2,10B06,B2-SAN CLEMENTE RED,14,B3-STANFORD RED,9,"bracket, B2/B3",10U_BOYS,202601311145
31-Jan,12:30 PM,BECKMAN HS 2,10B07,A1-LAMORINDA BLUE (A),10,A4-CC UNITED BLUE,6,"bracket, A1/A4",10U_BOYS,202601311230
31-Jan,1:15 PM,BECKMAN HS 2,10B08,A2-680 RED,16,A3-LA PREMIER,4,"bracket, A2/A3",10U_BOYS,202601311315
1-Feb,8:00 AM,BECKMAN HS 2,10B09,B3-STANFORD RED,12,B4-680 BLUE,0,"bracket, B3/B4",10U_BOYS,202602010800
1-Feb,8:45 AM,BECKMAN HS 2,10B10,A3-LA PREMIER,2,A4-CC UNITED BLUE,9,"bracket, A3/A4",10U_BOYS,202602010845
1-Feb,9:30 AM,BECKMAN HS 2,10B11,B1-CC UNITED BLACK,8,B2-SAN CLEMENTE RED,7,"bracket, B1/B2",10U_BOYS,202602010930
1-Feb,10:15 AM,BECKMAN HS 2,10B12,A1-LAMORINDA BLUE (A),6,A2-680 RED,16,"bracket, A1/A2",10U_BOYS,202602011015
1-Feb,12:30 PM,BECKMAN HS 2,10B13,4thA-LA PREMIER,11,4thB-680 BLUE,4,7th,10U_BOYS,202602011230
1-Feb,1:15 PM,BECKMAN HS 2,10B14,3rdA-CC UNITED BLUE,1,3rdB-STANFORD RED,8,5th,10U_BOYS,202602011315
1-Feb,2:00 PM,WOOLLETT FAR LEFT,10B15,2ndA-LAMORINDA BLUE (A),6,2ndB-SAN CLEMENTE RED,14,3rd,10U_BOYS,202602011400
1-Feb,2:45 PM,WOOLLETT FAR LEFT,10B16,1stA-680 RED,6,1stB-CC UNITED BLACK,3,1st,10U_BOYS,202602011445
31-Jan,7:00 AM,WOOLLETT FAR RIGHT,12Gpt01,A1-BACK BAY NAVY,18,A3-LAMORINDA C,10,"A bracket A1,A3",12U_GIRLS_PLATINUM,202601310700
31-Jan,7:50 AM,WOOLLETT FAR RIGHT,12Gpt02,D1-SHAQ,12,D3-NORTH IRVINE,9,"D bracket D1,D3",12U_GIRLS_PLATINUM,202601310750
31-Jan,9:30 AM,WOOLLETT FAR RIGHT,12Gpt03,B1-680 RED,14,B2-SOUTH COAST RED,4,"B bracket B1,B2",12U_GIRLS_PLATINUM,202601310930
31-Jan,10:20 AM,WOOLLETT FAR RIGHT,12Gpt04,C2-DAVIS,1,C3-LAMORINDA B,16,"C bracket C2,C3",12U_GIRLS_PLATINUM,202601311020
31-Jan,12:00 PM,WOOLLETT FAR RIGHT,12Gpt05,A1-BACK BAY NAVY,19,A2-GOLD COAST,2,"A bracket A1,A2",12U_GIRLS_PLATINUM,202601311200
31-Jan,12:50 PM,WOOLLETT FAR RIGHT,12Gpt06,D1-SHAQ,11,D2-LA JOLLA UNITED,2,"D bracket D1,D2",12U_GIRLS_PLATINUM,202601311250
31-Jan,2:30 PM,WOOLLETT FAR RIGHT,12Gpt07,B1-680 RED,12,B3-ORANGE COUNTY WPC BLUE,8,"B bracket B1,B3",12U_GIRLS_PLATINUM,202601311430
31-Jan,3:20 PM,WOOLLETT FAR RIGHT,12Gpt09,A2-GOLD COAST,6,A3-LAMORINDA C,15,"A bracket A2,A3",12U_GIRLS_PLATINUM,202601311520
31-Jan,4:10 PM,WOOLLETT FAR RIGHT,12Gpt08,C1-NEWPORT BEACH,8,C3-LAMORINDA B,7,"C bracket C1,C3",12U_GIRLS_PLATINUM,202601311610
31-Jan,5:00 PM,WOOLLETT FAR RIGHT,12Gpt10,D2-LA JOLLA UNITED,7,D3-NORTH IRVINE,2,"D bracket D2,D3",12U_GIRLS_PLATINUM,202601311700
31-Jan,5:50 PM,WOOLLETT FAR RIGHT,12Gpt11,B2-SOUTH COAST RED,11,B3-ORANGE COUNTY WPC BLUE,13,"B bracket B2,B3",12U_GIRLS_PLATINUM,202601311750
31-Jan,6:40 PM,WOOLLETT FAR RIGHT,12Gpt12,C1-NEWPORT BEACH,10,C2-DAVIS,1,"C bracket C1,C2",12U_GIRLS_PLATINUM,202601311840
1-Feb,7:00 AM,WOOLLETT FAR RIGHT,12Gpt15,2ndA-LAMORINDA C,3,"2ndD-LA JOLLA UNITED	",7,5-8 semi 2A/2D,12U_GIRLS_PLATINUM,202602010700
1-Feb,7:50 AM,WOOLLETT FAR RIGHT,12Gpt21,3rdA-GOLD COAST,0,3rdD-NORTH IRVINE,16,9-12 semi 3A/3D,12U_GIRLS_PLATINUM,202602010750
1-Feb,8:40 AM,WOOLLETT FAR RIGHT,12Gpt22,3rdB-SOUTH COAST RED,12,3rdC-DAVIS,2,9-12 semi 3B/3C,12U_GIRLS_PLATINUM,202602010840
1-Feb,9:30 AM,WOOLLETT FAR RIGHT,12Gpt16,"2ndB-ORANGE COUNTY WPC BLUE	",13,2ndC-LAMORINDA B,9,5-8 semi 2B/2C,12U_GIRLS_PLATINUM,202602010930
1-Feb,10:20 AM,WOOLLETT FAR RIGHT,12Gpt13,1stA-BACK BAY NAVY,7,1stD-SHAQ,2,1-4 semi 1A/1D,12U_GIRLS_PLATINUM,202602011020
1-Feb,11:10 AM,WOOLLETT FAR RIGHT,12Gpt14,1stB-680 RED,4,1stC-NEWPORT BEACH,2,1-4 semi 1B/1C,12U_GIRLS_PLATINUM,202602011110
1-Feb,12:00 PM,WOOLLETT FAR RIGHT,12Gpt23,W#21-NORTH IRVINE,6,W#22-SOUTH COAST RED,10,9th,12U_GIRLS_PLATINUM,202602011200
1-Feb,12:50 PM,WOOLLETT FAR RIGHT,12Gpt19,"W#15-LA JOLLA UNITED	",3,"W#16-ORANGE COUNTY WPC BLUE	",13,5th,12U_GIRLS_PLATINUM,202602011250
1-Feb,1:40 PM,WOOLLETT FAR RIGHT,12Gpt24,L#21-GOLD COAST,4,L#22-DAVIS,16,11th,12U_GIRLS_PLATINUM,202602011340
1-Feb,2:30 PM,WOOLLETT FAR RIGHT,12Gpt20,L#15-LAMORINDA C,5,L#16-LAMORINDA B,18,7th,12U_GIRLS_PLATINUM,202602011430
1-Feb,3:20 PM,WOOLLETT FAR RIGHT,12Gpt17,L#13-SHAQ,3,L#14-NEWPORT BEACH,2,3rd,12U_GIRLS_PLATINUM,202602011520
1-Feb,4:10 PM,WOOLLETT FAR RIGHT,12Gpt18,W#13-BACK BAY NAVY,4,W#14-680 RED,13,1st,12U_GIRLS_PLATINUM,202602011610
31-Jan,8:40 AM,COSTA MESA HS 2,12Bau01,A1(1)-ORANGE COUNTY WPC BLUE,11,A2(16)-STANFORD BLACK,5,"A bracket A1,A2",12U_BOYS_GOLD,202601310840
31-Jan,8:40 AM,WOOLLETT FAR RIGHT,12Bau04A,G1(6)-SAN MATEO,22,G3(22)-NORTH IRVINE WHITE,2,"G bracket G1,G3",12U_BOYS_GOLD,202601310840
31-Jan,9:30 AM,COSTA MESA HS 2,12Bau02,C1(5)-BACK BAY,6,C3(21)-MISSION WPC B,16,"C bracket C1,C3",12U_BOYS_GOLD,202601310930
31-Jan,11:10 AM,COSTA MESA HS 2,12Bau01A,E1(2)-TROJAN,15,E3(18)-CC UNITED WHITE,3,"E bracket E1,E3",12U_BOYS_GOLD,202601311110
31-Jan,11:10 AM,TUSTIN HS 2,12Bau03,D1(8)-GOLD COAST,12.3,D3(24)-LAMORINDA B,12.4,"D bracket D1,D3",12U_BOYS_GOLD,202601311110
31-Jan,11:10 AM,WOOLLETT FAR RIGHT,12Bau08A,G1(6)-SAN MATEO,8,G2(11)-SOUTH COAST RED,6,"G bracket G1,G2",12U_BOYS_GOLD,202601311110
31-Jan,12:00 PM,COSTA MESA HS 2,12Bau02A,H1(7)-FOOTHILL RED,12,H3(23)-STANFORD WHITE,2,"H bracket H1,H3",12U_BOYS_GOLD,202601311200
31-Jan,12:00 PM,TUSTIN HS 2,12Bau04,B1(4)-MARIN,12,B3(20)-LAMORINDA C,0,"B bracket B1,B3",12U_BOYS_GOLD,202601311200
31-Jan,12:50 PM,COSTA MESA HS 2,12Bau03A,F1(3)-CMAC,10,F3(19)-PATRIOT 10 NAVY,5,"F bracket F1,F3",12U_BOYS_GOLD,202601311250
31-Jan,12:50 PM,TUSTIN HS 2,12Bau05,A1(1)-ORANGE COUNTY WPC BLUE,18,A3(17)-680 WHITE,1,"A bracket A1,A3",12U_BOYS_GOLD,202601311250
31-Jan,1:40 PM,COSTA MESA HS 2,12Bau05A,E2(15)-LA JOLLA UNITED GOLD,8,E3(18)-CC UNITED WHITE,5,"E bracket E2,E3",12U_BOYS_GOLD,202601311340
31-Jan,1:40 PM,TUSTIN HS 2,12Bau06,C2(12)-CC UNITED BLUE,5,C3(21)-MISSION WPC B,8,"C bracket C2,C3",12U_BOYS_GOLD,202601311340
31-Jan,1:40 PM,WOOLLETT FAR RIGHT,12Bau12A,G2(11)-SOUTH COAST RED,15,G3(22)-NORTH IRVINE WHITE,0,"G bracket G2,G3",12U_BOYS_GOLD,202601311340
31-Jan,2:30 PM,COSTA MESA HS 2,12Bau06A,H2(10)-AMERICAN RIVER BLUE,9,H3(23)-STANFORD WHITE,15,"H bracket H2,H3",12U_BOYS_GOLD,202601311430
31-Jan,2:30 PM,TUSTIN HS 2,12Bau07,D2(9)-NORTH IRVINE RED,5,D3(24)-LAMORINDA B,9,"D bracket D2,D3",12U_BOYS_GOLD,202601311430
31-Jan,3:20 PM,COSTA MESA HS 2,12Bau07A,F2(14)-680 BLUE,10,F3(19)-PATRIOT 10 NAVY,1,"F bracket F2,F3",12U_BOYS_GOLD,202601311520
31-Jan,3:20 PM,TUSTIN HS 2,12Bau08,B2(13)-SAN CLEMENTE BLACK,18,B3(20)-LAMORINDA C,1,"B bracket B2,B3",12U_BOYS_GOLD,202601311520
31-Jan,4:10 PM,TUSTIN HS 2,12Bau09,A2(16)-STANFORD BLACK,16,A3(17)-680 WHITE,2,"A bracket A2,A3",12U_BOYS_GOLD,202601311610
31-Jan,4:10 PM,COSTA MESA HS 2,12Bau09A,E1(2)-TROJAN,12,E2(15)-LA JOLLA UNITED GOLD,1,"E bracket E1,E2",12U_BOYS_GOLD,202601311610
31-Jan,5:00 PM,TUSTIN HS 2,12Bau10,C1(5)-BACK BAY,17,C2(12)-CC UNITED BLUE,4,"C bracket C1,C2",12U_BOYS_GOLD,202601311700
31-Jan,5:00 PM,COSTA MESA HS 2,12Bau10A,H1(7)-FOOTHILL RED,17,H2(10)-AMERICAN RIVER BLUE,4,"H bracket H1,H2",12U_BOYS_GOLD,202601311700
31-Jan,5:50 PM,TUSTIN HS 2,12Bau11,D1(8)-GOLD COAST,8,D2(9)-NORTH IRVINE RED,6,"D bracket D1,D2",12U_BOYS_GOLD,202601311750
31-Jan,5:50 PM,COSTA MESA HS 2,12Bau11A,F1(3)-CMAC,5,F2(14)-680 BLUE,7,"F bracket F1,F2",12U_BOYS_GOLD,202601311750
31-Jan,6:40 PM,TUSTIN HS 2,12Bau12,B1(4)-MARIN,2,B2(13)-SAN CLEMENTE BLACK,15,"B bracket B1,B2",12U_BOYS_GOLD,202601311840
1-Feb,7:50 AM,COSTA MESA HS 2,12Bau17,1stA-ORANGE COUNTY WPC BLUE,13,1stD-LAMORINDA B,5,1-8 cross 1A/1D,12U_BOYS_GOLD,202602010750
1-Feb,8:40 AM,TUSTIN HS 2,12Bau17A,1stE-TROJAN,7,1stH-FOOTHILL RED,9,1-8 cross 1E/1H,12U_BOYS_GOLD,202602010840
1-Feb,8:40 AM,COSTA MESA HS 2,12Bau18,1stB-SAN CLEMENTE BLACK,7,1stC-MISSION WPC B,6,1-8 cross 1B/1C,12U_BOYS_GOLD,202602010840
1-Feb,9:30 AM,COSTA MESA HS 2,12Bau13,3rdA-680 WHITE,2,3rdD-NORTH IRVINE RED,8,17-24 cross 3A/3D,12U_BOYS_GOLD,202602010930
1-Feb,9:30 AM,TUSTIN HS 2,12Bau18A,1stF-680 BLUE,6,1stG-SAN MATEO,5,1-8 cross 1F/1G,12U_BOYS_GOLD,202602010930
1-Feb,10:20 AM,TUSTIN HS 2,12Bau13A,3rdE-CC UNITED WHITE,3,3rdH-AMERICAN RIVER BLUE,5,17-24 cross 3E/3H,12U_BOYS_GOLD,202602011020
1-Feb,10:20 AM,COSTA MESA HS 2,12Bau14,3rdB-LAMORINDA C,5,3rdC-BACK BAY,20,17-24 cross 3B/3C,12U_BOYS_GOLD,202602011020
1-Feb,11:10 AM,COSTA MESA HS 2,12Bau14A,3rdF-PATRIOT 10 NAVY,13,3rdG-NORTH IRVINE WHITE,2,17-24 cross 3F/3G,12U_BOYS_GOLD,202602011110
1-Feb,12:00 PM,COSTA MESA HS 2,12Bau24,W#17-ORANGE COUNTY WPC BLUE,12,W#18-SAN CLEMENTE BLACK,2,overall 1-4 semi,12U_BOYS_GOLD,202602011200
1-Feb,12:50 PM,COSTA MESA HS 2,12Bau24A,W#17A-FOOTHILL RED,9,W#18A-680 BLUE,4,overall 1-4 semi,12U_BOYS_GOLD,202602011250
1-Feb,1:40 PM,COSTA MESA HS 2,12Bau15,2ndA-STANFORD BLACK,9,2ndD-GOLD COAST,4,9-16 cross 2A/2D,12U_BOYS_GOLD,202602011340
1-Feb,2:30 PM,TUSTIN HS 2,12Bau15A,2ndE-LA JOLLA UNITED GOLD,10,2ndH-STANFORD WHITE,7,9-16 cross 2E/2H,12U_BOYS_GOLD,202602011430
1-Feb,2:30 PM,COSTA MESA HS 2,12Bau16,2ndB-MARIN,4,2ndC-CC UNITED BLUE,15,"9-16 cross 2B,2C",12U_BOYS_GOLD,202602011430
1-Feb,3:20 PM,TUSTIN HS 2,12Bau16A,2ndF-CMAC,10.4,2ndG-SOUTH COAST RED,10.1,9-16 cross 2F/2G,12U_BOYS_GOLD,202602011520
1-Feb,3:20 PM,COSTA MESA HS 2,12Bau20A,W#13A-AMERICAN RIVER BLUE,5,W#14A-PATRIOT 10 NAVY,13,tie 17th,12U_BOYS_GOLD,202602011520
1-Feb,3:30 PM,EL TORO HS 2,12Bau20,W#13-NORTH IRVINE RED,7,W#14-BACK BAY,10,tie 17th,12U_BOYS_GOLD,202602011530
1-Feb,4:10 PM,TUSTIN HS 2,12Bau19A,L#13A-CC UNITED WHITE,18,L#14A-NORTH IRVINE WHITE,0,tie 21st,12U_BOYS_GOLD,202602011610
1-Feb,4:10 PM,COSTA MESA HS 2,12Bau23,L#17-LAMORINDA B,5,L#18-MISSION WPC B,16,tie 5th,12U_BOYS_GOLD,202602011610
1-Feb,4:10 PM,BECKMAN HS 1,12Bau25,L#24-SAN CLEMENTE BLACK,8,L#24A-680 BLUE,6,3rd,12U_BOYS_GOLD,202602011610
1-Feb,4:10 PM,ESTANCIA HS 2,12Bau21,L#15-GOLD COAST,13,L#16-MARIN,10,tie 13th,12U_BOYS_GOLD,202602011610
1-Feb,4:20 PM,EL TORO HS 2,12Bau19,L#13-680 WHITE,13,L#14-LAMORINDA C,3,tie 21st,12U_BOYS_GOLD,202602011620
1-Feb,5:00 PM,COSTA MESA HS 2,12Bau22,W#15-STANFORD BLACK,6,W#16-CC UNITED BLUE,9,tie 9th,12U_BOYS_GOLD,202602011700
1-Feb,5:00 PM,TUSTIN HS 2,12Bau23A,L#17A-TROJAN,5,L#18A-SAN MATEO,0,tie 5th,12U_BOYS_GOLD,202602011700
1-Feb,5:00 PM,BECKMAN HS 1,12Bau26,W#24-ORANGE COUNTY WPC BLUE,19,W#24A-FOOTHILL RED,5,1st,12U_BOYS_GOLD,202602011700
1-Feb,5:50 PM,BECKMAN HS 1,12Bau21A,L#15A-STANFORD WHITE,6.3,L#16A-SOUTH COAST RED,6.2,tie 13th,12U_BOYS_GOLD,202602011750
1-Feb,5:00 PM,TUSTIN HS 2,12Bau22A,W#15A-LA JOLLA UNITED GOLD,6,W#16A-CMAC,13,tie 9th,12U_BOYS_GOLD,202602011700
31-Jan,7:00 AM,BECKMAN HS 1,12Bpt01,A1-MISSION WPC A,14,A3-680 RED,0,"A bracket A1,A3",12U_BOYS_PLATINUM,202601310700
31-Jan,7:50 AM,BECKMAN HS 1,12Bpt02,B1-CC UNITED BLACK,7,B2-NORTH IRVINE BLACK,6,"B bracket B1,B2",12U_BOYS_PLATINUM,202601310750
31-Jan,8:40 AM,BECKMAN HS 1,12Bpt03,C1-STANFORD RED,16,C4-DAVIS,3,"C bracket C1,C4",12U_BOYS_PLATINUM,202601310840
31-Jan,9:30 AM,BECKMAN HS 1,12Bpt04,C2-ORWP A,8,C3-SHAQ,4,"C bracket C2,C3",12U_BOYS_PLATINUM,202601310930
31-Jan,12:00 PM,BECKMAN HS 1,12Bpt05,A2-LAMORINDA A,7.2,A3-680 RED,7.4,"A bracket A2,A3",12U_BOYS_PLATINUM,202601311200
31-Jan,12:50 PM,BECKMAN HS 1,12Bpt06,B2-NORTH IRVINE BLACK,15,B3-LA JOLLA UNITED NAVY,4,"B bracket B2,B3",12U_BOYS_PLATINUM,202601311250
31-Jan,4:10 PM,BECKMAN HS 1,12Bpt07,C1-STANFORD RED,10,C2-ORWP A,8,"C bracket C1,C2",12U_BOYS_PLATINUM,202601311610
31-Jan,5:00 PM,BECKMAN HS 1,12Bpt08,C3-SHAQ,9,C4-DAVIS,5,"C bracket C3,C4",12U_BOYS_PLATINUM,202601311700
31-Jan,5:50 PM,BECKMAN HS 1,12Bpt09,A1-MISSION WPC A,18,A2-LAMORINDA A,6,"A bracket A1,A2",12U_BOYS_PLATINUM,202601311750
31-Jan,6:40 PM,BECKMAN HS 1,12Bpt10,B1-CC UNITED BLACK,14,B3-LA JOLLA UNITED NAVY,7,"B bracket B1,B3",12U_BOYS_PLATINUM,202601311840
1-Feb,7:00 AM,BECKMAN HS 1,12Bpt11,C2-ORWP A,6,C4-DAVIS,5,"C bracket C2,C4",12U_BOYS_PLATINUM,202602010700
1-Feb,7:50 AM,BECKMAN HS 1,12Bpt12,C1-STANFORD RED,12,C3-SHAQ,8,"C bracket C1,C3",12U_BOYS_PLATINUM,202602010750
