"12U BOYS D2 HOT! RESULTS BRACKETS A A1-PEGASUS A2-STANFORD B A3-PATRIOT B A4-SAN FRANCISCO SEEDING A","16 TEAMS GOOGLE SCHEDULES LIVE STREAMS B B1-MISSION B B2-PRIDE B3-SOUTH COAST B4-NORCAL B","44 GAMES SUBMIT SCORES LOGIN C C1-LOS ALAMITOS C2-FOOTHILL CLUB C3-TROJAN C4-CCU B C","16+18+10 TICKETS D D1-CARLSBAD D2-ROUTE 66 D3-SAN CLEMENTE B D4-SAN MATEO D","6 minute quarters OFFICIAL MERCHANDISE ","CUSTOM SUITS ","","","","","","","","","","","","","","","","","","","",""
"","","3","4","","","","","","","","","","","","","","","","","","","","","",""
"","","6","5","","","","","","","","","","","","","","","","","","","","","",""
"","","11","12","","","","","","","","","","","","","","","","","","","","","",""
"","","14","13","","","","","","","","","","","","","","","","","","","","","",""
"","","LOCATION","GAME#","WHITE","","DARK","","COMMENTS","DIVISION","","","","","","","","","","","","","","","",""
"26-Jun","8:00 AM","SAN CLEMENTE HS","12BD201","A1-PEGASUS","21","A4-SAN FRANCISCO","4","W/L A1/A4","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","8:55 AM","SAN CLEMENTE HS","12BD202","A2-STANFORD B","5","A3-PATRIOT B","7","W/L A2/A3","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","9:50 AM","SAN CLEMENTE HS","12BD203","D1-CARLSBAD","8","D4-SAN MATEO","9","W/L D1/D4","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","10:45 AM","SAN CLEMENTE HS","12BD204","D2-ROUTE 66","5","D3-SAN CLEMENTE B","9","W/L D2/D3","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","11:40 AM","SAN CLEMENTE HS","12BD209","B1-MISSION B","15","B4-NORCAL","3","W/L B1/B4","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","12:35 PM","SAN CLEMENTE HS","12BD210","B2-PRIDE","0","B3-SOUTH COAST","5","W/L B2/B3","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","1:30 PM","SAN CLEMENTE HS","12BD205","L#1-SAN FRANCISCO","7","L#2-STANFORD B","19","3rd/4thA","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","2:25 PM","SAN CLEMENTE HS","12BD206","W#1-PEGASUS","7","W#2-PATRIOT B","5","1st/2ndA","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","3:20 PM","SAN CLEMENTE HS","12BD207","L#3-CARLSBAD","16","L#4-ROUTE 66","1","3rd/4thD","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","4:15 PM","SAN CLEMENTE HS","12BD208","W#3-SAN MATEO","8","W#4-SAN CLEMENTE B","7","1st/2ndD","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","5:10 PM","SAN CLEMENTE HS","12BD213","L#9-NORCAL","5","L#10-PRIDE","0","3rd/4thB","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","6:05 PM","SAN CLEMENTE HS","12BD214","W#9-MISSION B","14","W#10-SOUTH COAST","3","1st/2ndB","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"","","LOCATION","GAME#","WHITE","","DARK","","COMMENTS","DIVISION","","","","","","","","","","","","","","","",""
"26-Jun","8:00 AM","GARDEN GROVE HS","12BD211","C1-LOS ALAMITOS","15","C4-CCU B","7","W/L C1/C4","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","8:55 AM","GARDEN GROVE HS","12BD212","C2-FOOTHILL CLUB","12","C3-TROJAN","3","W/L C2/C3","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","1:30 PM","GARDEN GROVE HS","12BD215","L#11-CCU B","15","L#12-TROJAN","5","3rd/4thC","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"26-Jun","2:25 PM","GARDEN GROVE HS","12BD216","W#11-LOS ALAMITOS","5","W#12-FOOTHILL CLUB","8","1st/2ndC","12U_BOYS_D2","","","","","","","","","","","","","","","",""
"","","2ndC(L#16)-LOS ALAMITOS","2ndD(L#8)-SAN CLEMENTE B","","","","","","","","","","","","","","","","","","","","","",""
"","","3rdD(W#7)-CARLSBAD","3rdC(W#15)-CCU B","","","","","","","","","","","","","","","","","","","","","",""
"","","","9","12","","","","","","","","","","","","","","","","","","","","",""
"","","","11","10","","","","","","","","","","","","","","","","","","","","",""
"","","","15","14","","","","","","","","","","","","","","","","","","","","",""
"","","","13","16","","","","","","","","","","","","","","","","","","","","",""
