DATE,TIME,LOCATION,GAME#,WHITE,S,DARK,S,COMMENTS,DIVISION,SORTKEY
21-Jun,2:00 PM,SERVITE HS,14GD238,L#31-FOOTHILL CLUB,7,L#32-SAN DIEGO SHORES B,15,3rd,14U_GIRLS_D2,202606211400
21-Jun,3:00 PM,SERVITE HS,14GD239,W#31-MAVERICKS,8.5,W#32-SAN CLEMENTE B,8.4,1st,14U_GIRLS_D2,202606211500
19-Jun,8:00 AM,JSERRA CHS,16GD101,A1-STANFORD,11,A3-680,7,"A bracket A1,A3",16U_GIRLS_D1,202606190800
19-Jun,8:00 AM,WOOLLETT NEAR RIGHT,16GD102,E1-MERIDIAN,8,E3-NORCO,9,"E bracket E1,E3",16U_GIRLS_D1,202606190800
19-Jun,9:00 AM,JSERRA CHS,16GD103,D1-LEGACY,13,D3-PATRIOT,22,"D bracket D1,D3",16U_GIRLS_D1,202606190900
19-Jun,9:00 AM,WOOLLETT NEAR RIGHT,16GD104,H1-CLUB DAYGO,9,H3-CIU,6,"H bracket H1,H3",16U_GIRLS_D1,202606190900
19-Jun,10:00 AM,JSERRA CHS,16GD105,B1-MISSION,14,B3-REGENCY,11,"B bracket B1,B3",16U_GIRLS_D1,202606191000
19-Jun,10:00 AM,WOOLLETT NEAR RIGHT,16GD106,F1-RANCHO TSUNAMI,12,F3-ASPHALT GREEN,6,"F bracket F1,F3",16U_GIRLS_D1,202606191000
19-Jun,11:00 AM,JSERRA CHS,16GD107,C1-SANTA CRUZ,16,C3-GREENWICH,12,"C bracket C1,C3",16U_GIRLS_D1,202606191100
19-Jun,11:00 AM,WOOLLETT NEAR RIGHT,16GD108,G1-ARROYO GRANDE,10,G3-LAMORINDA B,4,"G bracket G1,G3",16U_GIRLS_D1,202606191100
19-Jun,12:00 PM,JSERRA CHS,16GD109,A2-SANTA BARBARA,13,A3-680,4,"A bracket A2,A3",16U_GIRLS_D1,202606191200
19-Jun,12:00 PM,WOOLLETT NEAR RIGHT,16GD110,E2-SAN DIEGO SHORES,12,E3-NORCO,10,"E bracket E2,E3",16U_GIRLS_D1,202606191200
19-Jun,1:00 PM,JSERRA CHS,16GD111,D2-SHAQ,9,D3-PATRIOT,13,"D bracket D2,D3",16U_GIRLS_D1,202606191300
19-Jun,1:00 PM,WOOLLETT NEAR RIGHT,16GD112,H2-DIABLO ALLIANCE,11,H3-CIU,8,"H bracket H2,H3",16U_GIRLS_D1,202606191300
19-Jun,2:00 PM,JSERRA CHS,16GD113,B1-MISSION,16,B2-LAMORINDA A,10,"B bracket B1,B2",16U_GIRLS_D1,202606191400
19-Jun,2:00 PM,WOOLLETT NEAR RIGHT,16GD114,F2-CLOVIS,15,F3-ASPHALT GREEN,10,"F bracket F2,F3",16U_GIRLS_D1,202606191400
19-Jun,3:00 PM,JSERRA CHS,16GD115,C2-NEWPORT BEACH,13,C3-GREENWICH,9,"C bracket C2,C3",16U_GIRLS_D1,202606191500
19-Jun,3:00 PM,WOOLLETT NEAR RIGHT,16GD116,G2-SOUTH COAST,17,G3-LAMORINDA B,5,"G bracket G2,G3",16U_GIRLS_D1,202606191500
19-Jun,4:00 PM,JSERRA CHS,16GD117,A1-STANFORD,4,A2-SANTA BARBARA,13,"A bracket A1,A2",16U_GIRLS_D1,202606191600
19-Jun,4:00 PM,WOOLLETT NEAR RIGHT,16GD118,E1-MERIDIAN,9,E2-SAN DIEGO SHORES,7,"E bracket E1,E2",16U_GIRLS_D1,202606191600
19-Jun,5:00 PM,JSERRA CHS,16GD119,D1-LEGACY,8,D2-SHAQ,10,"D bracket D1,D2",16U_GIRLS_D1,202606191700
19-Jun,5:00 PM,WOOLLETT NEAR RIGHT,16GD120,H1-CLUB DAYGO,9,H2-DIABLO ALLIANCE,11,"H bracket H1,H2",16U_GIRLS_D1,202606191700
19-Jun,6:00 PM,JSERRA CHS,16GD121,B2-LAMORINDA A,8,B3-REGENCY,10,"B bracket B2,B3",16U_GIRLS_D1,202606191800
19-Jun,6:00 PM,WOOLLETT NEAR RIGHT,16GD122,F1-RANCHO TSUNAMI,9,F2-CLOVIS,6,"F bracket F1,F2",16U_GIRLS_D1,202606191800
19-Jun,7:00 PM,JSERRA CHS,16GD123,C1-SANTA CRUZ,10,C2-NEWPORT BEACH,9,"C bracket C1,C2",16U_GIRLS_D1,202606191900
19-Jun,7:00 PM,WOOLLETT NEAR RIGHT,16GD124,G1-ARROYO GRANDE,7,G2-SOUTH COAST,11,"G bracket G1,G2",16U_GIRLS_D1,202606191900
20-Jun,8:00 AM,WOOLLETT NEAR RIGHT,16GD125,3rdA-680,10.4,1stH-DIABLO ALLIANCE,10.5,Cross1 9v16,16U_GIRLS_D1,202606200800
20-Jun,8:00 AM,CHAPMAN UNIVERSITY,16GD126,K1(2ndE)-SAN DIEGO SHORES,12,K4(2ndH)-CLUB DAYGO,8,"17-20 RR K1,K4",16U_GIRLS_D1,202606200800
20-Jun,9:00 AM,WOOLLETT NEAR RIGHT,16GD127,3rdD-LEGACY,8,1stE-MERIDIAN,15,Cross4 12v13,16U_GIRLS_D1,202606200900
20-Jun,9:00 AM,CHAPMAN UNIVERSITY,16GD128,K2(2ndF)-CLOVIS,4,K3(2ndG)-ARROYO GRANDE,10,"17-20 RR K2,K3",16U_GIRLS_D1,202606200900
20-Jun,10:00 AM,WOOLLETT NEAR RIGHT,16GD129,3rdB-LAMORINDA A,6,1stG-SOUTH COAST,9,Cross2 10v15,16U_GIRLS_D1,202606201000
20-Jun,10:00 AM,CHAPMAN UNIVERSITY,16GD130,M1(3rdE)-NORCO,8,M4(3rdH)-CIU,7,"21-24 RR M1,M4",16U_GIRLS_D1,202606201000
20-Jun,11:00 AM,WOOLLETT NEAR RIGHT,16GD131,3rdC-GREENWICH,10,1stF-RANCHO TSUNAMI,14,Cross3 11v14,16U_GIRLS_D1,202606201100
20-Jun,11:00 AM,CHAPMAN UNIVERSITY,16GD132,M2(3rdF)-ASPHALT GREEN,15,M3(3rdG)-LAMORINDA B,14,"21-24 RR M2,M3",16U_GIRLS_D1,202606201100
20-Jun,12:00 PM,WOOLLETT NEAR RIGHT,16GD133,2ndB-REGENCY,16,W#Cross1-DIABLO ALLIANCE,9,Playin3,16U_GIRLS_D1,202606201200
20-Jun,12:00 PM,CHAPMAN UNIVERSITY,16GD134,K1(2ndE)-SAN DIEGO SHORES,12,K3(2ndG)-ARROYO GRANDE,10,"17-20 RR K1,K3",16U_GIRLS_D1,202606201200
20-Jun,1:00 PM,WOOLLETT NEAR RIGHT,16GD135,2ndC-NEWPORT BEACH,7,W#Cross4-MERIDIAN,9,Playin2,16U_GIRLS_D1,202606201300
20-Jun,1:00 PM,CHAPMAN UNIVERSITY,16GD136,K2(2ndF)-CLOVIS,8,K4(2ndH)-CLUB DAYGO,13,"17-20 RR K2,K4",16U_GIRLS_D1,202606201300
20-Jun,2:00 PM,WOOLLETT NEAR RIGHT,16GD137,2ndA-STANFORD,11,W#Cross2-SOUTH COAST,6,Playin4,16U_GIRLS_D1,202606201400
20-Jun,2:00 PM,CHAPMAN UNIVERSITY,16GD138,M1(3rdE)-NORCO,12,M3(3rdG)-LAMORINDA B,8,"21-24 RR M1,M3",16U_GIRLS_D1,202606201400
20-Jun,3:00 PM,WOOLLETT NEAR RIGHT,16GD139,2ndD-SHAQ,10,W#Cross3-RANCHO TSUNAMI,6,Playin1,16U_GIRLS_D1,202606201500
20-Jun,3:00 PM,CHAPMAN UNIVERSITY,16GD140,M2(3rdF)-ASPHALT GREEN,12,M4(3rdH)-CIU,8,"21-24 RR M2,M4",16U_GIRLS_D1,202606201500
20-Jun,4:00 PM,WOOLLETT NEAR RIGHT,16GD141,1stD-PATRIOT,6,W#Playin3-REGENCY,8,QF1,16U_GIRLS_D1,202606201600
20-Jun,4:00 PM,CHAPMAN UNIVERSITY,16GD142,J1(L#Cross1)-680,11,J4(L#Cross4)-LEGACY,8,13-16 semi 16v13,16U_GIRLS_D1,202606201600
20-Jun,5:00 PM,WOOLLETT NEAR RIGHT,16GD143,1stA-SANTA BARBARA,13,W#Playin2-MERIDIAN,1,QF2,16U_GIRLS_D1,202606201700
20-Jun,5:00 PM,CHAPMAN UNIVERSITY,16GD144,J2(L#Cross2)-LAMORINDA A,12,J3(L#Cross3)-GREENWICH,15,13-16 semi 15v14,16U_GIRLS_D1,202606201700
20-Jun,6:00 PM,WOOLLETT NEAR RIGHT,16GD145,1stC-SANTA CRUZ,10,W#Playin4-STANFORD,13,QF3,16U_GIRLS_D1,202606201800
20-Jun,7:00 PM,WOOLLETT NEAR RIGHT,16GD146,1stB-MISSION,14,W#Playin1-SHAQ,5,QF4,16U_GIRLS_D1,202606201900
21-Jun,8:00 AM,WOOLLETT LEFT,16GD147,W#QF2-SANTA BARBARA,9,W#QF1-REGENCY,6,Semi1 1v4,16U_GIRLS_D1,202606210800
21-Jun,8:00 AM,CHAPMAN UNIVERSITY,16GD149,N1(L#Playin3)-DIABLO ALLIANCE,9,N4(L#Playin2)-NEWPORT BEACH,8,9th-12th semi 9v12,16U_GIRLS_D1,202606210800
21-Jun,9:00 AM,WOOLLETT LEFT,16GD150,W#QF4-MISSION,9,W#QF3-STANFORD,3,Semi2 2v3,16U_GIRLS_D1,202606210900
21-Jun,9:00 AM,CAPISTRANO VALLEY HS,16GD151,W#J1/J4-680,12.4,W#J2/J3-GREENWICH,12.5,13th,16U_GIRLS_D1,202606210900
21-Jun,9:00 AM,CHAPMAN UNIVERSITY,16GD152,N2(L#Playin4)-SOUTH COAST,13,N3(L#Playin1)-RANCHO TSUNAMI,11,9th-12th semi 10v11,16U_GIRLS_D1,202606210900
21-Jun,10:00 AM,CAPISTRANO VALLEY HS,16GD153,L#J2/J3-LAMORINDA A,10,L#J1/J4-LEGACY,5,15th,16U_GIRLS_D1,202606211000
21-Jun,10:00 AM,CHAPMAN UNIVERSITY,16GD154,P1(L#QF4)-SHAQ,13,P4(L#QF3)-SANTA CRUZ,14,5th-8th semi 5v8,16U_GIRLS_D1,202606211000
21-Jun,11:00 AM,CHAPMAN UNIVERSITY,16GD156,P2(L#QF2)-MERIDIAN,8,P3(L#QF1)-PATRIOT,9,5th-8th semi 6v7,16U_GIRLS_D1,202606211100
21-Jun,12:00 PM,CAPISTRANO VALLEY HS,16GD155,K1(2ndE)-SAN DIEGO SHORES,13,K2(2ndF)-CLOVIS,6,"17-20 RR K1,K2",16U_GIRLS_D1,202606211200
21-Jun,12:00 PM,CHAPMAN UNIVERSITY,16GD159,W#N1/N4-DIABLO ALLIANCE,10,W#N2/N3-SOUTH COAST,15,9th,16U_GIRLS_D1,202606211200
21-Jun,1:00 PM,CAPISTRANO VALLEY HS,16GD158,K3(2ndG)-ARROYO GRANDE,10,K4(2ndH)-CLUB DAYGO,11,"17-20 RR K3,K4",16U_GIRLS_D1,202606211300
21-Jun,1:00 PM,CHAPMAN UNIVERSITY,16GD162,L#N1/N4-NEWPORT BEACH,15,L#N2/N3-RANCHO TSUNAMI,10,11th,16U_GIRLS_D1,202606211300
21-Jun,1:20 PM,WOOLLETT LEFT,16GD160,W#Semi1-SANTA BARBARA,11,W#Semi2-MISSION,7,1st,16U_GIRLS_D1,202606211320
21-Jun,2:00 PM,CAPISTRANO VALLEY HS,16GD161,M1(3rdE)-NORCO,10,M2(3rdF)-ASPHALT GREEN,5,"21-24 RR M1,M2",16U_GIRLS_D1,202606211400
21-Jun,2:00 PM,CHAPMAN UNIVERSITY,16GD163,W#P1/P4-SANTA CRUZ,14,W#P2/P3-PATRIOT,13,5th,16U_GIRLS_D1,202606211400
21-Jun,3:00 PM,CAPISTRANO VALLEY HS,16GD148,M3(3rdG)-LAMORINDA B,10,M4(3rdH)-CIU,15,"21-24 RR M3,M4",16U_GIRLS_D1,202606211500
21-Jun,3:00 PM,WOOLLETT NEAR RIGHT,16GD157,L#Semi1-REGENCY,6,L#Semi2-STANFORD,9,3rd,16U_GIRLS_D1,202606211500
21-Jun,3:00 PM,CHAPMAN UNIVERSITY,16GD164,L#P2/P3-MERIDIAN,14,L#P1/P4-SHAQ,8,7th,16U_GIRLS_D1,202606211500
19-Jun,8:00 AM,EL MODENA HS,16GD201,A1-SAN JOSE EXPRESS,10,A3-ROSE BOWL,7,"A bracket A1,A3",16U_GIRLS_D2,202606190800
19-Jun,8:00 AM,SAN JUAN HILLS HS,16GD202,B1-TEMPLE CITY,5,B3-OVAC,8,"B bracket B1,B3",16U_GIRLS_D2,202606190800
19-Jun,9:00 AM,EL MODENA HS,16GD203,D1-LB VIKING A,7,D3-CDM,4,"D bracket D1,D3",16U_GIRLS_D2,202606190900
19-Jun,9:00 AM,SAN JUAN HILLS HS,16GD204,C1-BULLDOG,15,C3-SOUTH VALLEY UNITED,3,"C bracket C1,C3",16U_GIRLS_D2,202606190900
19-Jun,10:00 AM,EL MODENA HS,16GD205,F1-LA JOLLA UNITED A,19,F4-LB VIKING B,2,W/L F1/F4,16U_GIRLS_D2,202606191000
19-Jun,10:00 AM,SAN JUAN HILLS HS,16GD206,E1-NORCAL,12,E4-LA JOLLA UNITED B,3,W/L E1/E4,16U_GIRLS_D2,202606191000
19-Jun,11:00 AM,EL MODENA HS,16GD207,F2-STANFORD B,15,F3-VIPER PIGEONS HC,7,W/L F2/F3,16U_GIRLS_D2,202606191100
19-Jun,11:00 AM,SAN JUAN HILLS HS,16GD208,E2-SOCAL,17,E3-MAVERICKS,1,W/L E2/E3,16U_GIRLS_D2,202606191100
19-Jun,12:00 PM,EL MODENA HS,16GD209,A2-SAN CLEMENTE,15,A3-ROSE BOWL,10,"A bracket A2,A3",16U_GIRLS_D2,202606191200
19-Jun,12:00 PM,SAN JUAN HILLS HS,16GD210,B2-AMERICAN RIVER,3,B3-OVAC,17,"B bracket B2,B3",16U_GIRLS_D2,202606191200
19-Jun,1:00 PM,EL MODENA HS,16GD211,D2-VIPER PIGEON,9,D3-CDM,10,"D bracket D2,D3",16U_GIRLS_D2,202606191300
19-Jun,1:00 PM,SAN JUAN HILLS HS,16GD212,C2-OLYMPUS,18,C3-SOUTH VALLEY UNITED,2,"C bracket C2,C3",16U_GIRLS_D2,202606191300
19-Jun,2:00 PM,EL MODENA HS,16GD213,L#F1/F4-LB VIKING B,9,L#F2/F3-VIPER PIGEONS HC,8,3rd/4thF,16U_GIRLS_D2,202606191400
19-Jun,2:00 PM,SAN JUAN HILLS HS,16GD214,L#E1/E4-LA JOLLA UNITED B,2,L#E2/E3-MAVERICKS,9,3rd/4thE,16U_GIRLS_D2,202606191400
19-Jun,3:00 PM,EL MODENA HS,16GD215,W#F1/F4-LA JOLLA UNITED A,14,W#F2/F3-STANFORD B,7,1st/2ndF,16U_GIRLS_D2,202606191500
19-Jun,3:00 PM,SAN JUAN HILLS HS,16GD216,W#E1/E4-NORCAL,4,W#E2/E3-SOCAL,15,1st/2ndE,16U_GIRLS_D2,202606191500
19-Jun,4:00 PM,EL MODENA HS,16GD217,A1-SAN JOSE EXPRESS,7,A2-SAN CLEMENTE,16,"A bracket A1,A2",16U_GIRLS_D2,202606191600
19-Jun,4:00 PM,SAN JUAN HILLS HS,16GD218,B1-TEMPLE CITY,17,B2-AMERICAN RIVER,6,"B bracket B1,B2",16U_GIRLS_D2,202606191600
19-Jun,5:00 PM,EL MODENA HS,16GD219,D1-LB VIKING A,19,D2-VIPER PIGEON,10,"D bracket D1,D2",16U_GIRLS_D2,202606191700
19-Jun,5:00 PM,SAN JUAN HILLS HS,16GD220,C1-BULLDOG,9.3,C2-OLYMPUS,9.4,"C bracket C1,C2",16U_GIRLS_D2,202606191700
20-Jun,8:00 AM,WESTMINSTER HS,16GD221,J1(2ndA)-SAN JOSE EXPRESS,8,J3(2ndE)-NORCAL,7,"J bracket J1,J3",16U_GIRLS_D2,202606200800
20-Jun,8:00 AM,EL MODENA HS,16GD222,K1(2ndB)-TEMPLE CITY,12,K3(2ndF)-STANFORD B,9,"K bracket K1,K3",16U_GIRLS_D2,202606200800
20-Jun,9:00 AM,WESTMINSTER HS,16GD223,G1(1stA)-SAN CLEMENTE,15,G3(1stE)-SOCAL,13,"G bracket G1,G3",16U_GIRLS_D2,202606200900
20-Jun,9:00 AM,EL MODENA HS,16GD224,M1(3rdA)-ROSE BOWL,11,M4(4thF)-VIPER PIGEONS HC,7,W/L M1/M4,16U_GIRLS_D2,202606200900
20-Jun,10:00 AM,WESTMINSTER HS,16GD225,H1(1stB)-OVAC,9.3,H3(1stF)-LA JOLLA UNITED A,9.4,"H bracket H1,H3",16U_GIRLS_D2,202606201000
20-Jun,10:00 AM,EL MODENA HS,16GD226,M2(3rdD)-VIPER PIGEON,13,M3(3rdE)-MAVERICKS,9,W/L M2/M3,16U_GIRLS_D2,202606201000
20-Jun,11:00 AM,WESTMINSTER HS,16GD227,J2(2ndD)-CDM,10,J3(2ndE)-NORCAL,5,"J bracket J2,J3",16U_GIRLS_D2,202606201100
20-Jun,11:00 AM,EL MODENA HS,16GD228,K2(2ndC)-BULLDOG,11,K3(2ndF)-STANFORD B,9,"K bracket K2,K3",16U_GIRLS_D2,202606201100
20-Jun,12:00 PM,WESTMINSTER HS,16GD229,G2(1stD)-LB VIKING A,7,G3(1stE)-SOCAL,5,"G bracket G2,G3",16U_GIRLS_D2,202606201200
20-Jun,12:00 PM,EL MODENA HS,16GD230,N1(3rdB)-AMERICAN RIVER,12,N4(4thE)-LA JOLLA UNITED B,10,W/L N1/N4,16U_GIRLS_D2,202606201200
20-Jun,1:00 PM,WESTMINSTER HS,16GD231,H2(1stC)-OLYMPUS,6,H3(1stF)-LA JOLLA UNITED A,9,"H bracket H2,H3",16U_GIRLS_D2,202606201300
20-Jun,1:00 PM,EL MODENA HS,16GD232,N2(3rdC)-SOUTH VALLEY UNITED,7,N3(3rdF)-LB VIKING B,11,W/L N2/N3,16U_GIRLS_D2,202606201300
20-Jun,2:00 PM,WESTMINSTER HS,16GD233,J1(2ndA)-SAN JOSE EXPRESS,13,J2(2ndD)-CDM,2,"J bracket J1,J2",16U_GIRLS_D2,202606201400
20-Jun,2:00 PM,EL MODENA HS,16GD234,K1(2ndB)-TEMPLE CITY,12,K2(2ndC)-BULLDOG,11,"K bracket K1,K2",16U_GIRLS_D2,202606201400
20-Jun,3:00 PM,WESTMINSTER HS,16GD235,G1(1stA)-SAN CLEMENTE,12,G2(1stD)-LB VIKING A,9,"G bracket G1,G2",16U_GIRLS_D2,202606201500
20-Jun,3:00 PM,EL MODENA HS,16GD238,W#M1/M4-ROSE BOWL,13,W#M2/M3-VIPER PIGEON,10,1st/2ndM,16U_GIRLS_D2,202606201500
20-Jun,4:00 PM,WESTMINSTER HS,16GD237,H1(1stB)-OVAC,13,H2(1stC)-OLYMPUS,10,"H bracket H1,H2",16U_GIRLS_D2,202606201600
20-Jun,4:00 PM,EL MODENA HS,16GD239,L#N1/N4-LA JOLLA UNITED B,16,L#N2/N3-SOUTH VALLEY UNITED,8,3rd/4thN,16U_GIRLS_D2,202606201600
20-Jun,5:00 PM,WESTMINSTER HS,16GD236,L#M1/M4-VIPER PIGEONS HC,5,L#M2/M3-MAVERICKS,13,3rd/4thM,16U_GIRLS_D2,202606201700
20-Jun,5:00 PM,EL MODENA HS,16GD240,W#N1/N4-AMERICAN RIVER,20,W#N2/N3-LB VIKING B,12,1st/2ndN,16U_GIRLS_D2,202606201700
21-Jun,8:00 AM,BECKMAN HS,16GD241,3rdK-STANFORD B,8,3rdJ-NORCAL,10,11th,16U_GIRLS_D2,202606210800
21-Jun,9:00 AM,BECKMAN HS,16GD242,2ndJ-CDM,5,2ndK-BULLDOG,12,9th,16U_GIRLS_D2,202606210900
21-Jun,10:00 AM,BECKMAN HS,16GD243,1stK-TEMPLE CITY,5,1stJ-SAN JOSE EXPRESS,11,7th,16U_GIRLS_D2,202606211000
21-Jun,10:00 AM,WOOLLETT NEAR RIGHT,16GD249,2ndH-OVAC,7,2ndG-LB VIKING A,9,3rd,16U_GIRLS_D2,202606211000
21-Jun,11:00 AM,BECKMAN HS,16GD244,3rdG-SOCAL,12,3rdH-OLYMPUS,8,5th,16U_GIRLS_D2,202606211100
21-Jun,11:00 AM,WOOLLETT NEAR RIGHT,16GD250,1stG-SAN CLEMENTE,11,1stH-LA JOLLA UNITED A,9,1st,16U_GIRLS_D2,202606211100
21-Jun,12:00 PM,BECKMAN HS,16GD245,1stM-ROSE BOWL,14,1stN-AMERICAN RIVER,6,13th,16U_GIRLS_D2,202606211200
21-Jun,1:00 PM,BECKMAN HS,16GD248,4thM-VIPER PIGEONS HC,12,4thN-SOUTH VALLEY UNITED,5,19th,16U_GIRLS_D2,202606211300
21-Jun,2:00 PM,BECKMAN HS,16GD246,2ndN-LB VIKING B,7,2ndM-VIPER PIGEON,18,15th,16U_GIRLS_D2,202606211400
21-Jun,3:00 PM,BECKMAN HS,16GD247,3rdM-MAVERICKS,7,3rdN-LA JOLLA UNITED B,2,17th,16U_GIRLS_D2,202606211500
19-Jun,8:00 AM,WOOLLETT LEFT,18GD101,B2-REGENCY,12,B3-LEGACY,7,"B bracket B2,B3",18U_GIRLS_D1,202606190800
19-Jun,8:00 AM,CAPISTRANO VALLEY HS,18GD102,G2-MISSION,13,G3-OVAC,6,"G bracket G2,G3",18U_GIRLS_D1,202606190800
19-Jun,9:00 AM,WOOLLETT LEFT,18GD103,C1-SAN DIEGO SHORES,11,C3-680,8,"C bracket C1,C3",18U_GIRLS_D1,202606190900
19-Jun,9:00 AM,CAPISTRANO VALLEY HS,18GD104,E1-SANTA CRUZ,5,E2-SANTA BARBARA B,12,"E bracket E1,E2",18U_GIRLS_D1,202606190900
19-Jun,10:00 AM,WOOLLETT LEFT,18GD105,D1-CLOVIS,10.5,D3-LA JOLLA UNITED A,10.3,"D bracket D1,D3",18U_GIRLS_D1,202606191000
19-Jun,10:00 AM,CAPISTRANO VALLEY HS,18GD106,H1-SOCAL,20,H3-SEASIDE,4,"H bracket H1,H3",18U_GIRLS_D1,202606191000
19-Jun,11:00 AM,WOOLLETT LEFT,18GD107,A1-SANTA BARBARA A,13,A3-LB VIKING A,8,"A bracket A1,A3",18U_GIRLS_D1,202606191100
19-Jun,11:00 AM,CAPISTRANO VALLEY HS,18GD108,F1-ROSE BOWL,13,F3-SAN CLEMENTE,7,"F bracket F1,F3",18U_GIRLS_D1,202606191100
19-Jun,12:00 PM,WOOLLETT LEFT,18GD109,B1-DIABLO ALLIANCE,11,B3-LEGACY,6,"B bracket B1,B3",18U_GIRLS_D1,202606191200
19-Jun,12:00 PM,CAPISTRANO VALLEY HS,18GD110,G1-BULLDOG,10,G2-MISSION,11,"G bracket G1,G2",18U_GIRLS_D1,202606191200
19-Jun,1:00 PM,WOOLLETT LEFT,18GD111,C2-LAMORINDA,13,C3-680,10,"C bracket C2,C3",18U_GIRLS_D1,202606191300
19-Jun,1:00 PM,CAPISTRANO VALLEY HS,18GD112,E2-SANTA BARBARA B,6,E3-CDM,5,"E bracket E2,E3",18U_GIRLS_D1,202606191300
19-Jun,2:00 PM,WOOLLETT LEFT,18GD113,D2-NEWPORT BEACH,13,D3-LA JOLLA UNITED A,7,"D bracket D2,D3",18U_GIRLS_D1,202606191400
19-Jun,2:00 PM,CAPISTRANO VALLEY HS,18GD114,H2-THUNDER,6,H3-SEASIDE,16,"H bracket H2,H3",18U_GIRLS_D1,202606191400
19-Jun,3:00 PM,WOOLLETT LEFT,18GD115,A2-STANFORD,8,A3-LB VIKING A,11,"A bracket A2,A3",18U_GIRLS_D1,202606191500
19-Jun,3:00 PM,CAPISTRANO VALLEY HS,18GD116,F2-ASPHALT GREEN,4,F3-SAN CLEMENTE,8,"F bracket F2,F3",18U_GIRLS_D1,202606191500
19-Jun,4:00 PM,WOOLLETT LEFT,18GD117,B1-DIABLO ALLIANCE,9,B2-REGENCY,15,"B bracket B1,B2",18U_GIRLS_D1,202606191600
19-Jun,4:00 PM,CAPISTRANO VALLEY HS,18GD118,G1-BULLDOG,8,G3-OVAC,11,"G bracket G1,G3",18U_GIRLS_D1,202606191600
19-Jun,5:00 PM,WOOLLETT LEFT,18GD119,C1-SAN DIEGO SHORES,12,C2-LAMORINDA,14,"C bracket C1,C2",18U_GIRLS_D1,202606191700
19-Jun,5:00 PM,CAPISTRANO VALLEY HS,18GD120,E1-SANTA CRUZ,7,E3-CDM,12,"E bracket E1,E3",18U_GIRLS_D1,202606191700
19-Jun,6:00 PM,WOOLLETT LEFT,18GD121,D1-CLOVIS,1,D2-NEWPORT BEACH,19,"D bracket D1,D2",18U_GIRLS_D1,202606191800
19-Jun,6:00 PM,CAPISTRANO VALLEY HS,18GD122,H1-SOCAL,18,H2-THUNDER,2,"H bracket H1,H2",18U_GIRLS_D1,202606191800
19-Jun,7:00 PM,WOOLLETT LEFT,18GD123,A1-SANTA BARBARA A,12,A2-STANFORD,6,"A bracket A1,A2",18U_GIRLS_D1,202606191900
19-Jun,7:00 PM,CAPISTRANO VALLEY HS,18GD124,F1-ROSE BOWL,16,F2-ASPHALT GREEN,8,"F bracket F1,F2",18U_GIRLS_D1,202606191900
20-Jun,8:00 AM,WOOLLETT LEFT,18GD125,3rdA-STANFORD,7,1stH-SOCAL,9,Cross1 9v16,18U_GIRLS_D1,202606200800
20-Jun,8:00 AM,CAPISTRANO VALLEY HS,18GD126,K1(2ndE)-CDM,14,K4(2ndH)-SEASIDE,7,"17-20 RR K1,K4",18U_GIRLS_D1,202606200800
20-Jun,9:00 AM,WOOLLETT LEFT,18GD127,3rdD-LA JOLLA UNITED A,2,1stE-SANTA BARBARA B,7,Cross4 12v13,18U_GIRLS_D1,202606200900
20-Jun,9:00 AM,CAPISTRANO VALLEY HS,18GD128,K2(2ndF)-SAN CLEMENTE,6,K3(2ndG)-OVAC,10,"17-20 RR K2,K3",18U_GIRLS_D1,202606200900
20-Jun,10:00 AM,WOOLLETT LEFT,18GD129,3rdB-LEGACY,13,1stG-MISSION,7,Cross2 10v15,18U_GIRLS_D1,202606201000
20-Jun,10:00 AM,CAPISTRANO VALLEY HS,18GD130,M1(3rdE)-SANTA CRUZ,15,M4(3rdH)-THUNDER,7,"21-24 RR M1,M4",18U_GIRLS_D1,202606201000
20-Jun,11:00 AM,WOOLLETT LEFT,18GD131,3rdC-680,5,1stF-ROSE BOWL,8,Cross3 11v14,18U_GIRLS_D1,202606201100
20-Jun,11:00 AM,CAPISTRANO VALLEY HS,18GD132,M2(3rdF)-ASPHALT GREEN,9,M3(3rdG)-BULLDOG,12,"21-24 RR M2,M3",18U_GIRLS_D1,202606201100
20-Jun,12:00 PM,WOOLLETT LEFT,18GD133,2ndB-DIABLO ALLIANCE,9,W#Cross1-SOCAL,11,Playin3,18U_GIRLS_D1,202606201200
20-Jun,12:00 PM,CAPISTRANO VALLEY HS,18GD134,K1(2ndE)-CDM,13,K3(2ndG)-OVAC,9,"17-20 RR K1,K3",18U_GIRLS_D1,202606201200
20-Jun,1:00 PM,WOOLLETT LEFT,18GD135,2ndC-SAN DIEGO SHORES,7,W#Cross4-SANTA BARBARA B,5,Playin2,18U_GIRLS_D1,202606201300
20-Jun,1:00 PM,CAPISTRANO VALLEY HS,18GD136,K2(2ndF)-SAN CLEMENTE,8,K4(2ndH)-SEASIDE,7,"17-20 RR K2,K4",18U_GIRLS_D1,202606201300
20-Jun,2:00 PM,WOOLLETT LEFT,18GD137,2ndA-LB VIKING A,10.3,W#Cross2-LEGACY,10.5,Playin4,18U_GIRLS_D1,202606201400
20-Jun,2:00 PM,CAPISTRANO VALLEY HS,18GD138,M1(3rdE)-SANTA CRUZ,9,M3(3rdG)-BULLDOG,6,"21-24 RR M1,M3",18U_GIRLS_D1,202606201400
