source_page,element,label,href_or_action,classes,status,issue_type,target_type,notes
club/shaq.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/shaq.html,a,Methodology,../methodology.html,,OK,,internal,
club/shaq.html,a,Legacy Club View,../club.html?club=shaq,club-btn,OK,,internal,
club/shaq.html,a,SHAQ A,../team.html?team=shaq-a,,OK,,internal,
club/shaq.html,a,SHAQ B,../team.html?team=shaq-b,,OK,,internal,
club/sharks.html,a,CPI,../index.html,brand,OK,,internal,
club/sharks.html,a,Home,../index.html,,OK,,internal,
club/sharks.html,a,Rankings,../rankings.html,,OK,,internal,
club/sharks.html,a,Clubs,../clubs.html,,OK,,internal,
club/sharks.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/sharks.html,a,Methodology,../methodology.html,,OK,,internal,
club/sharks.html,a,Legacy Club View,../club.html?club=sharks,club-btn,OK,,internal,
club/sharks.html,a,Sharks A,../team.html?team=sharks-a,,OK,,internal,
club/shore-aquatics.html,a,CPI,../index.html,brand,OK,,internal,
club/shore-aquatics.html,a,Home,../index.html,,OK,,internal,
club/shore-aquatics.html,a,Rankings,../rankings.html,,OK,,internal,
club/shore-aquatics.html,a,Clubs,../clubs.html,,OK,,internal,
club/shore-aquatics.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/shore-aquatics.html,a,Methodology,../methodology.html,,OK,,internal,
club/shore-aquatics.html,a,Legacy Club View,../club.html?club=shore-aquatics,club-btn,OK,,internal,
club/shore-aquatics.html,a,Shore Aquatics A,../team.html?team=shore-aquatics-a,,OK,,internal,
club/sj-express.html,a,CPI,../index.html,brand,OK,,internal,
club/sj-express.html,a,Home,../index.html,,OK,,internal,
club/sj-express.html,a,Rankings,../rankings.html,,OK,,internal,
club/sj-express.html,a,Clubs,../clubs.html,,OK,,internal,
club/sj-express.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/sj-express.html,a,Methodology,../methodology.html,,OK,,internal,
club/sj-express.html,a,Legacy Club View,../club.html?club=sj-express,club-btn,OK,,internal,
club/sj-express.html,a,SJ Express A,../team.html?team=sj-express-a,,OK,,internal,
club/sj-foundation.html,a,CPI,../index.html,brand,OK,,internal,
club/sj-foundation.html,a,Home,../index.html,,OK,,internal,
club/sj-foundation.html,a,Rankings,../rankings.html,,OK,,internal,
club/sj-foundation.html,a,Clubs,../clubs.html,,OK,,internal,
club/sj-foundation.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/sj-foundation.html,a,Methodology,../methodology.html,,OK,,internal,
club/sj-foundation.html,a,Legacy Club View,../club.html?club=sj-foundation,club-btn,OK,,internal,
club/sj-foundation.html,a,SJ Foundation A,../team.html?team=sj-foundation-a,,OK,,internal,
club/sj-foundation.html,a,SJ Foundation B,../team.html?team=sj-foundation-b,,OK,,internal,
club/skip.html,a,CPI,../index.html,brand,OK,,internal,
club/skip.html,a,Home,../index.html,,OK,,internal,
club/skip.html,a,Rankings,../rankings.html,,OK,,internal,
club/skip.html,a,Clubs,../clubs.html,,OK,,internal,
club/skip.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/skip.html,a,Methodology,../methodology.html,,OK,,internal,
club/skip.html,a,Legacy Club View,../club.html?club=skip,club-btn,OK,,internal,
club/skip.html,a,Skip A,../team.html?team=skip-a,,OK,,internal,
club/socal.html,a,CPI,../index.html,brand,OK,,internal,
club/socal.html,a,Home,../index.html,,OK,,internal,
club/socal.html,a,Rankings,../rankings.html,,OK,,internal,
club/socal.html,a,Clubs,../clubs.html,,OK,,internal,
club/socal.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/socal.html,a,Methodology,../methodology.html,,OK,,internal,
club/socal.html,a,Legacy Club View,../club.html?club=socal,club-btn,OK,,internal,
club/socal.html,a,Club Website,https://www.socalwaterpolo.org/,club-btn secondary,OK,,external,
club/socal.html,a,SOCAL A,../team.html?team=socal-a,,OK,,internal,
club/south-coast.html,a,CPI,../index.html,brand,OK,,internal,
club/south-coast.html,a,Home,../index.html,,OK,,internal,
club/south-coast.html,a,Rankings,../rankings.html,,OK,,internal,
club/south-coast.html,a,Clubs,../clubs.html,,OK,,internal,
club/south-coast.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/south-coast.html,a,Methodology,../methodology.html,,OK,,internal,
club/south-coast.html,a,Legacy Club View,../club.html?club=south-coast,club-btn,OK,,internal,
club/south-coast.html,a,Club Website,https://www.southcoastaquatics.com/,club-btn secondary,OK,,external,
club/south-coast.html,a,South Coast A,../team.html?team=south-coast-a,,OK,,internal,
club/south-coast.html,a,South Coast B,../team.html?team=south-coast-b,,OK,,internal,
club/south-coast.html,a,South Coast C,../team.html?team=south-coast-c,,OK,,internal,
club/stanford.html,a,CPI,../index.html,brand,OK,,internal,
club/stanford.html,a,Home,../index.html,,OK,,internal,
club/stanford.html,a,Rankings,../rankings.html,,OK,,internal,
club/stanford.html,a,Clubs,../clubs.html,,OK,,internal,
club/stanford.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/stanford.html,a,Methodology,../methodology.html,,OK,,internal,
club/stanford.html,a,Legacy Club View,../club.html?club=stanford,club-btn,OK,,internal,
club/stanford.html,a,Club Website,https://www.stanfordwaterpoloclub.com/,club-btn secondary,OK,,external,
club/stanford.html,a,Stanford A,../team.html?team=stanford-a,,OK,,internal,
club/stanford.html,a,Stanford B,../team.html?team=stanford-b,,OK,,internal,
club/stanford.html,a,Stanford C,../team.html?team=stanford-c,,OK,,internal,
club/supreme.html,a,CPI,../index.html,brand,OK,,internal,
club/supreme.html,a,Home,../index.html,,OK,,internal,
club/supreme.html,a,Rankings,../rankings.html,,OK,,internal,
club/supreme.html,a,Clubs,../clubs.html,,OK,,internal,
club/supreme.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/supreme.html,a,Methodology,../methodology.html,,OK,,internal,
club/supreme.html,a,Legacy Club View,../club.html?club=supreme,club-btn,OK,,internal,
club/supreme.html,a,Supreme A,../team.html?team=supreme-a,,OK,,internal,
club/temple-city.html,a,CPI,../index.html,brand,OK,,internal,
club/temple-city.html,a,Home,../index.html,,OK,,internal,
club/temple-city.html,a,Rankings,../rankings.html,,OK,,internal,
club/temple-city.html,a,Clubs,../clubs.html,,OK,,internal,
club/temple-city.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/temple-city.html,a,Methodology,../methodology.html,,OK,,internal,
club/temple-city.html,a,Legacy Club View,../club.html?club=temple-city,club-btn,OK,,internal,
club/temple-city.html,a,Temple City A,../team.html?team=temple-city-a,,OK,,internal,
club/titans.html,a,CPI,../index.html,brand,OK,,internal,
club/titans.html,a,Home,../index.html,,OK,,internal,
club/titans.html,a,Rankings,../rankings.html,,OK,,internal,
club/titans.html,a,Clubs,../clubs.html,,OK,,internal,
club/titans.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/titans.html,a,Methodology,../methodology.html,,OK,,internal,
club/titans.html,a,Legacy Club View,../club.html?club=titans,club-btn,OK,,internal,
club/titans.html,a,Titans A,../team.html?team=titans-a,,OK,,internal,
club/tri-valley-tritons.html,a,CPI,../index.html,brand,OK,,internal,
club/tri-valley-tritons.html,a,Home,../index.html,,OK,,internal,
club/tri-valley-tritons.html,a,Rankings,../rankings.html,,OK,,internal,
club/tri-valley-tritons.html,a,Clubs,../clubs.html,,OK,,internal,
club/tri-valley-tritons.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/tri-valley-tritons.html,a,Methodology,../methodology.html,,OK,,internal,
club/tri-valley-tritons.html,a,Legacy Club View,../club.html?club=tri-valley-tritons,club-btn,OK,,internal,
club/tri-valley-tritons.html,a,Tri-Valley Tritons A,../team.html?team=tri-valley-tritons-a,,OK,,internal,
club/trilogy.html,a,CPI,../index.html,brand,OK,,internal,
club/trilogy.html,a,Home,../index.html,,OK,,internal,
club/trilogy.html,a,Rankings,../rankings.html,,OK,,internal,
club/trilogy.html,a,Clubs,../clubs.html,,OK,,internal,
club/trilogy.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/trilogy.html,a,Methodology,../methodology.html,,OK,,internal,
club/trilogy.html,a,Legacy Club View,../club.html?club=trilogy,club-btn,OK,,internal,
club/trilogy.html,a,Trilogy A,../team.html?team=trilogy-a,,OK,,internal,
club/triton-gold.html,a,CPI,../index.html,brand,OK,,internal,
club/triton-gold.html,a,Home,../index.html,,OK,,internal,
club/triton-gold.html,a,Rankings,../rankings.html,,OK,,internal,
club/triton-gold.html,a,Clubs,../clubs.html,,OK,,internal,
club/triton-gold.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/triton-gold.html,a,Methodology,../methodology.html,,OK,,internal,
club/triton-gold.html,a,Legacy Club View,../club.html?club=triton-gold,club-btn,OK,,internal,
club/triton-gold.html,a,Triton Gold,../team.html?team=triton-gold,,OK,,internal,
club/trojan.html,a,CPI,../index.html,brand,OK,,internal,
club/trojan.html,a,Home,../index.html,,OK,,internal,
club/trojan.html,a,Rankings,../rankings.html,,OK,,internal,
club/trojan.html,a,Clubs,../clubs.html,,OK,,internal,
club/trojan.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/trojan.html,a,Methodology,../methodology.html,,OK,,internal,
club/trojan.html,a,Legacy Club View,../club.html?club=trojan,club-btn,OK,,internal,
club/trojan.html,a,Trojan A,../team.html?team=trojan-a,,OK,,internal,
club/vanguard.html,a,CPI,../index.html,brand,OK,,internal,
club/vanguard.html,a,Home,../index.html,,OK,,internal,
club/vanguard.html,a,Rankings,../rankings.html,,OK,,internal,
club/vanguard.html,a,Clubs,../clubs.html,,OK,,internal,
club/vanguard.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/vanguard.html,a,Methodology,../methodology.html,,OK,,internal,
club/vanguard.html,a,Legacy Club View,../club.html?club=vanguard,club-btn,OK,,internal,
club/vanguard.html,a,Club Website,https://vanguardaquatics.com/,club-btn secondary,OK,,external,
club/vanguard.html,a,Vanguard A,../team.html?team=vanguard-a,,OK,,internal,
club/vanguard.html,a,Vanguard B,../team.html?team=vanguard-b,,OK,,internal,
club/vanguard.html,a,Vanguard C,../team.html?team=vanguard-c,,OK,,internal,
club/vegas-renegades.html,a,CPI,../index.html,brand,OK,,internal,
club/vegas-renegades.html,a,Home,../index.html,,OK,,internal,
club/vegas-renegades.html,a,Rankings,../rankings.html,,OK,,internal,
club/vegas-renegades.html,a,Clubs,../clubs.html,,OK,,internal,
club/vegas-renegades.html,a,Tournaments,../tournaments.html,,OK,,internal,
club/vegas-renegades.html,a,Methodology,../methodology.html,,OK,,internal,
club/vegas-renegades.html,a,Legacy Club View,../club.html?club=vegas-renegades,club-btn,OK,,internal,
club/vegas-renegades.html,a,Vegas Renegades A,../team.html?team=vegas-renegades-a,,OK,,internal,
clubs.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,cpi-v8-brand,OK,,internal,
clubs.html,a,Home,index.html,,OK,,internal,
clubs.html,a,Rankings,rankings.html,,OK,,internal,
clubs.html,a,Clubs,clubs.html,,OK,,internal,
clubs.html,a,Tournaments,tournaments.html,,OK,,internal,
clubs.html,a,Stories,stories.html,,OK,,internal,
clubs.html,a,Methodology,methodology.html,,OK,,internal,
clubs.html,a,Explore clubs,#club-directory,club-intel-btn,OK,,page_anchor,
clubs.html,a,View rankings,rankings.html,club-intel-btn secondary,OK,,internal,
clubs.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,,OK,,internal,
clubs.html,a,Rankings,rankings.html,,OK,,internal,
clubs.html,a,Clubs,clubs.html,,OK,,internal,
clubs.html,a,Tournaments,tournaments.html,,OK,,internal,
clubs.html,a,Methodology,methodology.html,,OK,,internal,
clubs.html,a,12U Boys,12u-boys.html,,OK,,internal,
clubs.html,a,12U Girls,12u-girls.html,,OK,,internal,
clubs.html,a,14U Boys,14u-boys.html,,OK,,internal,
clubs.html,a,14U Girls,14u-girls.html,,OK,,internal,
clubs.html,a,16U Boys,16u-boys.html,,OK,,internal,
clubs.html,a,16U Girls,16u-girls.html,,OK,,internal,
clubs.html,a,18U Boys,18u-boys.html,,OK,,internal,
clubs.html,a,18U Girls,18u-girls.html,,OK,,internal,
clubs.html,a,Learn More →,methodology.html,,OK,,internal,
clubs.html,button,Search CPI,button,cpi-shell-search cpi-v8-search,OK,,interactive_control,command_palette_button
index.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,cpi-v8-brand,OK,,internal,
index.html,a,Home,index.html,,OK,,internal,
index.html,a,Rankings,rankings.html,,OK,,internal,
index.html,a,Clubs,clubs.html,,OK,,internal,
index.html,a,Tournaments,tournaments.html,,OK,,internal,
index.html,a,Stories,stories.html,,OK,,internal,
index.html,a,Methodology,methodology.html,,OK,,internal,
index.html,a,View Rankings →,rankings.html,primary,OK,,internal,
index.html,a,How CPI Works,methodology.html,secondary,OK,,internal,
index.html,a,Explore Clubs →,clubs.html,primary,OK,,internal,
index.html,a,View 14U Girls,rankings.html?group=14u-girls,secondary,OK,,internal,
index.html,a,Read Methodology →,methodology.html,primary,OK,,internal,
index.html,a,Tournament Coverage,tournaments.html,secondary,OK,,internal,
index.html,a,All Stories →,stories.html,,OK,,internal,
index.html,a,"Tournament Notes Quiksilver Cup adds fresh evidence before JO. New results are now captured across 12U Boys, 14U Boys/Girls, 16U Boys/Girls,",stories/quicksilver-cup-2026.html,cpi-v8-story-card,OK,,internal,
index.html,a,"Ranking Review Alias cleanup comes before rank movement. Quiksilver names such as LB Viking, SD Shores, CIU, and La Jolla need clean CPI ide",data/qa/quiksilver-cup-2026-alias-resolution.csv,cpi-v8-story-card,OK,,internal,
index.html,a,Tournament Coverage Quiksilver is now part of the CPI event layer. The tournament is listed as an intake event while ranking movement waits ,tournaments.html,cpi-v8-story-card,OK,,internal,
index.html,a,Choose →,rankings.html?group=12u-boys,,OK,,internal,
index.html,a,12U 12U Boys Pre-JO live,rankings.html?group=12u-boys,cpi-v8-row,OK,,internal,
index.html,a,12U 12U Girls Pre-JO live,rankings.html?group=12u-girls,cpi-v8-row,OK,,internal,
index.html,a,14U 14U Boys Pre-JO live,rankings.html?group=14u-boys,cpi-v8-row,OK,,internal,
index.html,a,14U 14U Girls Pre-JO live,rankings.html?group=14u-girls,cpi-v8-row,OK,,internal,
index.html,a,16U 16U Boys Pre-JO live,rankings.html?group=16u-boys,cpi-v8-row,OK,,internal,
index.html,a,16U 16U Girls Pre-JO live,rankings.html?group=16u-girls,cpi-v8-row,OK,,internal,
index.html,a,18U 18U Boys Pre-JO live,rankings.html?group=18u-boys,cpi-v8-row,OK,,internal,
index.html,a,18U 18U Girls Pre-JO live,rankings.html?group=18u-girls,cpi-v8-row,OK,,internal,
index.html,a,Open Rankings,rankings.html?group=12u-boys,cta,OK,,internal,
index.html,a,View All →,rankings.html,,OK,,internal,
index.html,a,▲ 17 Skip A 14U Boys,rankings.html?group=14u-boys,cpi-v8-row,OK,,internal,
index.html,a,▲ 11 Rancho Tsunami A 16U Boys,rankings.html?group=16u-boys,cpi-v8-row,OK,,internal,
index.html,a,▲ 10 Devils Gate A 14U Girls,rankings.html?group=14u-girls,cpi-v8-row,OK,,internal,
index.html,a,▲ 8 Vanguard A 12U Boys,rankings.html?group=12u-boys,cpi-v8-row,OK,,internal,
index.html,a,▲ 7 South Coast A 16U Girls,rankings.html?group=16u-girls,cpi-v8-row,OK,,internal,
index.html,a,Open Ranking Groups,rankings.html?group=12u-boys,cta,OK,,internal,
index.html,a,View All →,clubs.html,,OK,,internal,
index.html,a,🔥 Skip ▲ 17,club.html?club=skip,cpi-v8-row,OK,,internal,
index.html,a,🔥 Rancho Tsunami ▲ 11,club.html?club=rancho-tsunami,cpi-v8-row,OK,,internal,
index.html,a,🔥 Devils Gate ▲ 10,club.html?club=devils-gate,cpi-v8-row,OK,,internal,
index.html,a,🔥 NorCal Aquatics ▲ 10,club.html?club=norcal,cpi-v8-row,OK,,internal,
index.html,a,🔥 Vegas Renegades ▲ 9,club.html?club=vegas-renegades,cpi-v8-row,OK,,internal,
index.html,a,Explore Clubs,clubs.html,cta,OK,,internal,
index.html,a,Details →,methodology.html,,OK,,internal,
index.html,a,How CPI Works,methodology.html,cta,OK,,internal,
index.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,,OK,,internal,
index.html,a,Rankings,rankings.html,,OK,,internal,
index.html,a,Clubs,clubs.html,,OK,,internal,
index.html,a,Tournaments,tournaments.html,,OK,,internal,
index.html,a,Methodology,methodology.html,,OK,,internal,
index.html,a,12U Boys,12u-boys.html,,OK,,internal,
index.html,a,12U Girls,12u-girls.html,,OK,,internal,
index.html,a,14U Boys,14u-boys.html,,OK,,internal,
index.html,a,14U Girls,14u-girls.html,,OK,,internal,
index.html,a,16U Boys,16u-boys.html,,OK,,internal,
index.html,a,16U Girls,16u-girls.html,,OK,,internal,
index.html,a,18U Boys,18u-boys.html,,OK,,internal,
index.html,a,18U Girls,18u-girls.html,,OK,,internal,
index.html,a,Learn More →,methodology.html,,OK,,internal,
index.html,button,Search CPI,button,cpi-shell-search cpi-v8-search,OK,,interactive_control,command_palette_button
index.html,button,‹,button,cpi-v8-hero-arrow cpi-v8-hero-prev,OK,,interactive_control,hero_slider_control
index.html,button,›,button,cpi-v8-hero-arrow cpi-v8-hero-next,OK,,interactive_control,hero_slider_control
index.html,button,,button,is-active,OK,,interactive_control,hero_slider_control
index.html,button,,button,,OK,,interactive_control,hero_slider_control
index.html,button,,button,,OK,,interactive_control,hero_slider_control
index.html,button,View Rankings,submit,,OK,,interactive_control,form_submit
index.html,button,Subscribe,button,,Needs Fix,newsletter_subscribe_no_action,interactive_control,Homepage newsletter subscribe button currently has no real action.
launch-checklist.html,a,CPI California Polo Index Launch Checklist,index.html,brand,OK,,internal,
methodology.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,cpi-v8-brand,OK,,internal,
methodology.html,a,Home,index.html,,OK,,internal,
methodology.html,a,Rankings,rankings.html,,OK,,internal,
methodology.html,a,Clubs,clubs.html,,OK,,internal,
methodology.html,a,Tournaments,tournaments.html,,OK,,internal,
methodology.html,a,Methodology,methodology.html,,OK,,internal,
methodology.html,a,View rankings,rankings.html,cpi-polish-btn,OK,,internal,
methodology.html,a,Tournament model,tournaments.html,cpi-polish-btn secondary,OK,,internal,
methodology.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,,OK,,internal,
methodology.html,a,Rankings,rankings.html,,OK,,internal,
methodology.html,a,Clubs,clubs.html,,OK,,internal,
methodology.html,a,Tournaments,tournaments.html,,OK,,internal,
methodology.html,a,Methodology,methodology.html,,OK,,internal,
methodology.html,a,12U Boys,12u-boys.html,,OK,,internal,
methodology.html,a,12U Girls,12u-girls.html,,OK,,internal,
methodology.html,a,14U Boys,14u-boys.html,,OK,,internal,
methodology.html,a,14U Girls,14u-girls.html,,OK,,internal,
methodology.html,a,16U Boys,16u-boys.html,,OK,,internal,
methodology.html,a,16U Girls,16u-girls.html,,OK,,internal,
methodology.html,a,18U Boys,18u-boys.html,,OK,,internal,
methodology.html,a,18U Girls,18u-girls.html,,OK,,internal,
methodology.html,a,Learn More →,methodology.html,,OK,,internal,
methodology.html,button,Search CPI,button,cpi-shell-search cpi-v8-search,OK,,interactive_control,command_palette_button
quicksilver-cup-2026.html,a,Quiksilver Cup 2026,stories/quicksilver-cup-2026.html,,OK,,internal,
rankings-qa.html,a,CPI California Polo Index Data QA,index.html,brand-mark,OK,,internal,
rankings-qa.html,a,Home,index.html,,OK,,internal,
rankings-qa.html,a,Rankings,rankings.html,,OK,,internal,
rankings-qa.html,a,Clubs,clubs.html,,OK,,internal,
rankings-qa.html,a,Stories,stories.html,,OK,,internal,
rankings-qa.html,a,Alias fixes template,data/qa/team-alias-fixes-template-7-31.csv,,OK,,internal,
rankings-qa.html,a,Team alias audit,data/qa/team-alias-age-group-audit-7-31.csv,,OK,,internal,
rankings-qa.html,a,Team-depth review,data/qa/team-depth-review-7-31.csv,,OK,,internal,
rankings-qa.html,a,Quiksilver evidence review,data/qa/quiksilver-evidence-review-7-31.csv,,OK,,internal,
rankings-qa.html,a,Missing official-logo review,data/qa/missing-official-logo-review-7-31.csv,,OK,,internal,
rankings-qa.html,a,Club identity review,data/qa/club-identity-consistency-review-7-31.csv,,OK,,internal,
rankings-qa.html,a,7.33 dashboard summary,data/qa/data-qa-dashboard-summary-7-33.json,,OK,,internal,
rankings-qa.html,button,Reset,,qa-button secondary,OK,,interactive_control,likely_js_button
rankings.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,cpi-v8-brand,OK,,internal,
rankings.html,a,Home,index.html,,OK,,internal,
rankings.html,a,Rankings,rankings.html,,OK,,internal,
rankings.html,a,Clubs,clubs.html,,OK,,internal,
rankings.html,a,Tournaments,tournaments.html,,OK,,internal,
rankings.html,a,Stories,stories.html,,OK,,internal,
rankings.html,a,Methodology,methodology.html,,OK,,internal,
rankings.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,,OK,,internal,
rankings.html,a,Rankings,rankings.html,,OK,,internal,
rankings.html,a,Clubs,clubs.html,,OK,,internal,
rankings.html,a,Tournaments,tournaments.html,,OK,,internal,
rankings.html,a,Methodology,methodology.html,,OK,,internal,
rankings.html,a,12U Boys,12u-boys.html,,OK,,internal,
rankings.html,a,12U Girls,12u-girls.html,,OK,,internal,
rankings.html,a,14U Boys,14u-boys.html,,OK,,internal,
rankings.html,a,14U Girls,14u-girls.html,,OK,,internal,
rankings.html,a,16U Boys,16u-boys.html,,OK,,internal,
rankings.html,a,16U Girls,16u-girls.html,,OK,,internal,
rankings.html,a,18U Boys,18u-boys.html,,OK,,internal,
rankings.html,a,18U Girls,18u-girls.html,,OK,,internal,
rankings.html,a,Learn More →,methodology.html,,OK,,internal,
rankings.html,button,Search CPI,button,cpi-shell-search cpi-v8-search,OK,,interactive_control,command_palette_button
stories.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,cpi-v8-brand,OK,,internal,
stories.html,a,Home,index.html,,OK,,internal,
stories.html,a,Rankings,rankings.html,,OK,,internal,
stories.html,a,Clubs,clubs.html,,OK,,internal,
stories.html,a,Tournaments,tournaments.html,,OK,,internal,
stories.html,a,Stories,stories.html,,OK,,internal,
stories.html,a,Tournament Notes Quiksilver Cup added with capped movement Release 7.30 v2 treats Quiksilver as secondary evidence because fields ranged fro,stories/quicksilver-cup-2026.html,story-card-v728,OK,,internal,
stories.html,a,"Ranking QA Quiksilver adjustment audit Old rank, new rank, field size, event weight, movement cap note, and review flags.",data/qa/quiksilver-cup-2026-ranking-adjustments-7-30-v2.csv,story-card-v728,OK,,internal,
stories.html,a,CPI Notes Pre-JO rankings context CPI still treats these as pre-JO rankings until the full JO validation pass.,methodology.html,story-card-v728,OK,,internal,
stories/quicksilver-cup-2026.html,a,CPI California Polo Index Ranked. Respected. Earned.,../index.html,cpi-v8-brand,OK,,internal,
stories/quicksilver-cup-2026.html,a,Home,../index.html,,OK,,internal,
stories/quicksilver-cup-2026.html,a,Rankings,../rankings.html,,OK,,internal,
stories/quicksilver-cup-2026.html,a,Clubs,../clubs.html,,OK,,internal,
stories/quicksilver-cup-2026.html,a,Tournaments,../tournaments.html,,OK,,internal,
stories/quicksilver-cup-2026.html,a,Stories,../stories.html,,OK,,internal,
stories/quicksilver-cup-2026.html,a,Open the 7.30 v2 ranking adjustment audit,../data/qa/quiksilver-cup-2026-ranking-adjustments-7-30-v2.csv,story-link-v728,OK,,internal,
stories/quicksilver-cup-2026.html,a,View current rankings,../rankings.html,story-link-v728,OK,,internal,
team.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,cpi-v8-brand,OK,,internal,
team.html,a,Home,index.html,,OK,,internal,
team.html,a,Rankings,rankings.html,,OK,,internal,
team.html,a,Clubs,clubs.html,,OK,,internal,
team.html,a,Tournaments,tournaments.html,,OK,,internal,
team.html,a,Stories,stories.html,,OK,,internal,
team.html,a,Methodology,methodology.html,,OK,,internal,
team.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,,OK,,internal,
team.html,a,Rankings,rankings.html,,OK,,internal,
team.html,a,Clubs,clubs.html,,OK,,internal,
team.html,a,Tournaments,tournaments.html,,OK,,internal,
team.html,a,Methodology,methodology.html,,OK,,internal,
team.html,a,12U Boys,12u-boys.html,,OK,,internal,
team.html,a,12U Girls,12u-girls.html,,OK,,internal,
team.html,a,14U Boys,14u-boys.html,,OK,,internal,
team.html,a,14U Girls,14u-girls.html,,OK,,internal,
team.html,a,16U Boys,16u-boys.html,,OK,,internal,
team.html,a,16U Girls,16u-girls.html,,OK,,internal,
team.html,a,18U Boys,18u-boys.html,,OK,,internal,
team.html,a,18U Girls,18u-girls.html,,OK,,internal,
team.html,a,Learn More →,methodology.html,,OK,,internal,
team.html,button,Search CPI,button,cpi-shell-search cpi-v8-search,OK,,interactive_control,command_palette_button
tournaments.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,cpi-v8-brand,OK,,internal,
tournaments.html,a,Home,index.html,,OK,,internal,
tournaments.html,a,Rankings,rankings.html,,OK,,internal,
tournaments.html,a,Clubs,clubs.html,,OK,,internal,
tournaments.html,a,Tournaments,tournaments.html,,OK,,internal,
tournaments.html,a,Stories,stories.html,,OK,,internal,
tournaments.html,a,Methodology,methodology.html,,OK,,internal,
tournaments.html,a,View rankings,rankings.html,cpi-polish-btn,OK,,internal,
tournaments.html,a,How CPI works,methodology.html,cpi-polish-btn secondary,OK,,internal,
tournaments.html,a,CPI California Polo Index Ranked. Respected. Earned.,index.html,,OK,,internal,
tournaments.html,a,Rankings,rankings.html,,OK,,internal,
tournaments.html,a,Clubs,clubs.html,,OK,,internal,
tournaments.html,a,Tournaments,tournaments.html,,OK,,internal,
tournaments.html,a,Methodology,methodology.html,,OK,,internal,
tournaments.html,a,12U Boys,12u-boys.html,,OK,,internal,
tournaments.html,a,12U Girls,12u-girls.html,,OK,,internal,
tournaments.html,a,14U Boys,14u-boys.html,,OK,,internal,
tournaments.html,a,14U Girls,14u-girls.html,,OK,,internal,
tournaments.html,a,16U Boys,16u-boys.html,,OK,,internal,
tournaments.html,a,16U Girls,16u-girls.html,,OK,,internal,
tournaments.html,a,18U Boys,18u-boys.html,,OK,,internal,
tournaments.html,a,18U Girls,18u-girls.html,,OK,,internal,
tournaments.html,a,Learn More →,methodology.html,,OK,,internal,
tournaments.html,button,Search CPI,button,cpi-shell-search cpi-v8-search,OK,,interactive_control,command_palette_button
