DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,7:00 AM,WESTMINSTER HS,16Bau01,A1-SAN JOSE EXPRESS BLUE,11,A3-AMERICAN RIVER GOLD,7,A bracket,16U_BOYS_GOLD
31-Jan,7:00 AM,EDISON HS,16Bau10,D2-CC UNITED BLUE,15,D3-BOA BLUE,2,D bracket,16U_BOYS_GOLD
31-Jan,8:00 AM,WESTMINSTER HS,16Bau02,B1-CMAC,6,B3-SOUTH COAST WHITE (B),14,B bracket,16U_BOYS_GOLD
31-Jan,8:00 AM,EDISON HS,16Bau11,E1-CT PREMIER,8,E3-STANFORD BLACK,6,E bracket,16U_BOYS_GOLD
31-Jan,9:00 AM,WESTMINSTER HS,16Bau03,C1-ST LOUIS AREA POLO,5,C3-TROJAN GOLD,6,C bracket,16U_BOYS_GOLD
31-Jan,9:00 AM,EDISON HS,16Bau12,F1-BIG VALLEY,4,F4-680 BLUE,14,F bracket,16U_BOYS_GOLD
31-Jan,10:00 AM,WESTMINSTER HS,16Bau04,A2-CHANNEL ISLANDS UNITED BLUE,8.4,A3-AMERICAN RIVER GOLD,8.1,A bracket,16U_BOYS_GOLD
31-Jan,10:00 AM,EDISON HS,16Bau13,F2-LA JOLLA UNITED GOLD,8.6,F3-VANGUARD SILVER,8.5,F bracket,16U_BOYS_GOLD
31-Jan,11:00 AM,WESTMINSTER HS,16Bau05,B2-DAVIS BLUE,12,B3-SOUTH COAST WHITE (B),18,B bracket,16U_BOYS_GOLD
31-Jan,11:00 AM,EDISON HS,16Bau14,D1-POWAY VALLEY BLACK,17,D3-BOA BLUE,4,D bracket,16U_BOYS_GOLD
31-Jan,12:00 PM,WESTMINSTER HS,16Bau06,C2-CAL REPUBLIC,12,C3-TROJAN GOLD,8,C bracket,16U_BOYS_GOLD
31-Jan,12:00 PM,EDISON HS,16Bau15,E2-ORANGE COUNTY WPC BLUE,2,E3-STANFORD BLACK,14,E bracket,16U_BOYS_GOLD
31-Jan,1:00 PM,EDISON HS,16Bau16,L#12-BIG VALLEY,5,L#13-VANGUARD SILVER,23,3rd/4thF,16U_BOYS_GOLD
31-Jan,2:00 PM,EDISON HS,16Bau17,W#12-680 BLUE,10,W#13-LA JOLLA UNITED GOLD,11,1st/2ndF,16U_BOYS_GOLD
31-Jan,3:00 PM,WESTMINSTER HS,16Bau07,A1-SAN JOSE EXPRESS BLUE,20,A2-CHANNEL ISLANDS UNITED BLUE,3,A bracket,16U_BOYS_GOLD
31-Jan,3:00 PM,EDISON HS,16Bau18,D1-POWAY VALLEY BLACK,8,D2-CC UNITED BLUE,15,D bracket,16U_BOYS_GOLD
31-Jan,4:00 PM,WESTMINSTER HS,16Bau08,B1-CMAC,11,B2-DAVIS BLUE,13,B bracket,16U_BOYS_GOLD
31-Jan,4:00 PM,EDISON HS,16Bau19,E1-CT PREMIER,16,E2-ORANGE COUNTY WPC BLUE,3,E bracket,16U_BOYS_GOLD
31-Jan,5:00 PM,WESTMINSTER HS,16Bau09,C1-ST LOUIS AREA POLO,10,C2-CAL REPUBLIC,11,C bracket,16U_BOYS_GOLD
1-Feb,7:00 AM,SAN JUAN HILLS HS,16Bau20,G1(1stA)-SAN JOSE EXPRESS BLUE,10,G3(1stC)-CAL REPUBLIC,4,"G bracket G1,G3",16U_BOYS_GOLD
1-Feb,7:00 AM,SADDLEBACK COLLEGE,16Bau31,J1(2ndD)-POWAY VALLEY BLACK,6,J3(2ndF)-680 BLUE,12,"J bracket J1,J3",16U_BOYS_GOLD
1-Feb,8:00 AM,SAN JUAN HILLS HS,16Bau21,H1(1stD)-CC UNITED BLUE,8,H3(1stF)-LA JOLLA UNITED GOLD,7,"H bracket H1,H3",16U_BOYS_GOLD
1-Feb,8:00 AM,SADDLEBACK COLLEGE,16Bau32,K1(3rdA)-AMERICAN RIVER GOLD,4,K3(3rdC)-ST LOUIS AREA POLO,10,"K bracket K1,K3",16U_BOYS_GOLD
1-Feb,9:00 AM,SAN JUAN HILLS HS,16Bau22,I1(2ndA)-CHANNEL ISLANDS UNITED BLUE,2,I3(2ndC)-TROJAN GOLD,10,"I bracket I1,I3",16U_BOYS_GOLD
1-Feb,9:00 AM,SADDLEBACK COLLEGE,16Bau33,L1(3rdD)-BOA BLUE,11,L4(4thF)-BIG VALLEY,18,W/L L1/L4,16U_BOYS_GOLD
1-Feb,10:00 AM,SAN JUAN HILLS HS,16Bau23,G2(1stB)-SOUTH COAST WHITE (B),7,G3(1stC)-CAL REPUBLIC,3,"G bracket G2,G3",16U_BOYS_GOLD
1-Feb,10:00 AM,SADDLEBACK COLLEGE,16Bau34,L2(3rdE)-ORANGE COUNTY WPC BLUE,3,L3(3rdF)-VANGUARD SILVER,18,W/L L2/L3,16U_BOYS_GOLD
1-Feb,11:00 AM,SAN JUAN HILLS HS,16Bau24,H1(1stD)-CC UNITED BLUE,11,H2(1stE)-CT PREMIER,13,"H bracket H1,H2",16U_BOYS_GOLD
1-Feb,11:00 AM,SADDLEBACK COLLEGE,16Bau35,J2(2ndE)-STANFORD BLACK,10,J3(2ndF)-680 BLUE,3,"J bracket J2,J3",16U_BOYS_GOLD
1-Feb,12:00 PM,SAN JUAN HILLS HS,16Bau25,I2(2ndB)-DAVIS BLUE,13,I3(2ndC)-TROJAN GOLD,10,"I bracket I2,I3",16U_BOYS_GOLD
1-Feb,12:00 PM,SADDLEBACK COLLEGE,16Bau36,K2(3rdB)-CMAC,6,K3(3rdC)-ST LOUIS AREA POLO,9,"K bracket K2,K3",16U_BOYS_GOLD
1-Feb,1:00 PM,SAN JUAN HILLS HS,16Bau26,G1(1stA)-SAN JOSE EXPRESS BLUE,5,G2(1stB)-SOUTH COAST WHITE (B),6,"G bracket G1,G2",16U_BOYS_GOLD
1-Feb,1:00 PM,SADDLEBACK COLLEGE,16Bau37,L#33-BOA BLUE,7,L#34-ORANGE COUNTY WPC BLUE,5,3rd/4thL,16U_BOYS_GOLD
1-Feb,2:00 PM,SAN JUAN HILLS HS,16Bau27,H2(1stE)-CT PREMIER,11,H3(1stF)-LA JOLLA UNITED GOLD,14,"H bracket H2,H3",16U_BOYS_GOLD
1-Feb,2:00 PM,SADDLEBACK COLLEGE,16Bau38,W#33-BIG VALLEY,6,W#34-VANGUARD SILVER,14,1st/2ndL,16U_BOYS_GOLD
1-Feb,3:00 PM,SAN JUAN HILLS HS,16Bau28,I1(2ndA)-CHANNEL ISLANDS UNITED BLUE,8,I2(2ndB)-DAVIS BLUE,15,"I bracket I1,I2",16U_BOYS_GOLD
1-Feb,3:00 PM,SADDLEBACK COLLEGE,16Bau39,J1(2ndD)-POWAY VALLEY BLACK,6,J2(2ndE)-STANFORD BLACK,12,"J bracket J1,J2",16U_BOYS_GOLD
1-Feb,4:00 PM,SAN JUAN HILLS HS,16Bau29,N1(2ndG)-SAN JOSE EXPRESS BLUE,8,N2(2ndH)-CT PREMIER,10,3rd 2ndG/2ndH,16U_BOYS_GOLD
1-Feb,4:00 PM,SADDLEBACK COLLEGE,16Bau40,K1(3rdA)-AMERICAN RIVER GOLD,10,K2(3rdB)-CMAC,8,"K bracket K1,K2",16U_BOYS_GOLD
1-Feb,5:00 PM,SAN JUAN HILLS HS,16Bau30,O1(1stG)-SOUTH COAST WHITE (B),4,O2(1stH)-LA JOLLA UNITED GOLD,10,1st 1stG/1stH,16U_BOYS_GOLD
