DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,7:00 AM,BECKMAN HS 1,12Bpt01,A1-MISSION WPC A,14,A3-680 RED,0,"A bracket A1,A3",12U_BOYS_PLATINUM
31-Jan,7:50 AM,BECKMAN HS 1,12Bpt02,B1-CC UNITED BLACK,7,B2-NORTH IRVINE BLACK,6,"B bracket B1,B2",12U_BOYS_PLATINUM
31-Jan,8:40 AM,BECKMAN HS 1,12Bpt03,C1-STANFORD RED,16,C4-DAVIS,3,"C bracket C1,C4",12U_BOYS_PLATINUM
31-Jan,9:30 AM,BECKMAN HS 1,12Bpt04,C2-ORWP A,8,C3-SHAQ,4,"C bracket C2,C3",12U_BOYS_PLATINUM
31-Jan,12:00 PM,BECKMAN HS 1,12Bpt05,A2-LAMORINDA A,7.2,A3-680 RED,7.4,"A bracket A2,A3",12U_BOYS_PLATINUM
31-Jan,12:50 PM,BECKMAN HS 1,12Bpt06,B2-NORTH IRVINE BLACK,15,B3-LA JOLLA UNITED NAVY,4,"B bracket B2,B3",12U_BOYS_PLATINUM
31-Jan,4:10 PM,BECKMAN HS 1,12Bpt07,C1-STANFORD RED,10,C2-ORWP A,8,"C bracket C1,C2",12U_BOYS_PLATINUM
31-Jan,5:00 PM,BECKMAN HS 1,12Bpt08,C3-SHAQ,9,C4-DAVIS,5,"C bracket C3,C4",12U_BOYS_PLATINUM
31-Jan,5:50 PM,BECKMAN HS 1,12Bpt09,A1-MISSION WPC A,18,A2-LAMORINDA A,6,"A bracket A1,A2",12U_BOYS_PLATINUM
31-Jan,6:40 PM,BECKMAN HS 1,12Bpt10,B1-CC UNITED BLACK,14,B3-LA JOLLA UNITED NAVY,7,"B bracket B1,B3",12U_BOYS_PLATINUM
1-Feb,7:00 AM,BECKMAN HS 1,12Bpt11,C2-ORWP A,6,C4-DAVIS,5,"C bracket C2,C4",12U_BOYS_PLATINUM
1-Feb,7:50 AM,BECKMAN HS 1,12Bpt12,C1-STANFORD RED,12,C3-SHAQ,8,"C bracket C1,C3",12U_BOYS_PLATINUM
1-Feb,8:40 AM,BECKMAN HS 1,12Bpt13,2ndA-680 RED,6.3,3rdB-LA JOLLA UNITED NAVY,6,5th-10th 2A/3B,12U_BOYS_PLATINUM
1-Feb,9:30 AM,BECKMAN HS 1,12Bpt14,3rdA-LAMORINDA A,5,2ndB-NORTH IRVINE BLACK,20,5th-10th 3A/2B,12U_BOYS_PLATINUM
1-Feb,10:20 AM,BECKMAN HS 1,12Bpt15,1stA-MISSION WPC A,12,2ndC-ORWP A,3,1-4 semi 1A/2C,12U_BOYS_PLATINUM
1-Feb,11:10 AM,BECKMAN HS 1,12Bpt16,1stB-CC UNITED BLACK,9,1stC-STANFORD RED,12,1-4 semi 1B/1C,12U_BOYS_PLATINUM
1-Feb,12:00 PM,BECKMAN HS 1,12Bpt18,L#13-LA JOLLA UNITED NAVY,7,3rdC-SHAQ,11,7th-10th,12U_BOYS_PLATINUM
1-Feb,12:50 PM,BECKMAN HS 1,12Bpt20,L#15-ORWP A,4,L#16-CC UNITED BLACK,16,3rd,12U_BOYS_PLATINUM
1-Feb,1:40 PM,BECKMAN HS 1,12Bpt21,W#15-MISSION WPC A,18,W#16-STANFORD RED,4,1st,12U_BOYS_PLATINUM
1-Feb,2:30 PM,BECKMAN HS 1,12Bpt17,W#13-680 RED,5,W#14-NORTH IRVINE BLACK,6,5th,12U_BOYS_PLATINUM
1-Feb,3:20 PM,BECKMAN HS 1,12Bpt19,L#14-LAMORINDA A,17,4thC-DAVIS,7,7th-10th,12U_BOYS_PLATINUM
