DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,1:40 PM,TUSTIN HS 1,14Bpt17,C2-LAMORINDA A,8.2,C3-SOUTH COAST RED (A),8.4,C bracket,14U_BOYS_PLATINUM
31-Jan,2:30 PM,EL TORO HS 1,14Bpt11,L#7-ROUTE 66 AQUATICS,8,L#8-SHAQ BLUE,11,3rd/4thF,14U_BOYS_PLATINUM
31-Jan,2:30 PM,TUSTIN HS 1,14Bpt18,D1-LA JOLLA UNITED NAVY,10,D2-PRIDE BLACK,3,D bracket,14U_BOYS_PLATINUM
31-Jan,3:20 PM,EL TORO HS 1,14Bpt04,L#1-DEVIL'S GATE,8,L#2-CC UNITED BLACK,7,3rd/4thE,14U_BOYS_PLATINUM
31-Jan,3:20 PM,TUSTIN HS 1,14Bpt19,B1-NORCAL,8.1,B2-PALOS VERDES A,8.4,B bracket,14U_BOYS_PLATINUM
31-Jan,4:10 PM,EL TORO HS 1,14Bpt06,A1-MISSION WPC A,19,A3-TROJAN CARDINAL,2,A bracket,14U_BOYS_PLATINUM
31-Jan,4:10 PM,TUSTIN HS 1,14Bpt20,C1-VANGUARD BLUE,11.4,C2-LAMORINDA A,11.3,C bracket,14U_BOYS_PLATINUM
31-Jan,5:00 PM,TUSTIN HS 1,14Bpt05,W#1-CHANNEL ISLANDS UNITED GOLD,14,W#2-ORANGE COUNTY WPC BLUE,6,1st/2ndE,14U_BOYS_PLATINUM
31-Jan,5:00 PM,EL TORO HS 1,14Bpt21,J1(1stD)-LA JOLLA UNITED NAVY,14,J3(1stF)-PATRIOT NAVY,9,J bracket,14U_BOYS_PLATINUM
31-Jan,5:50 PM,TUSTIN HS 1,14Bpt22,H2(2ndB)-NORCAL,13,H3(2ndC)-SOUTH COAST RED (A),7,H bracket,14U_BOYS_PLATINUM
31-Jan,5:50 PM,EL TORO HS 1,14Bpt23,K1(2ndD)-PRIDE BLACK,10,K3(2ndF)-LA PREMIER,9,K bracket,14U_BOYS_PLATINUM
31-Jan,6:40 PM,TUSTIN HS 1,14Bpt34,G2(1stB)-PALOS VERDES A,9.3,G3(1stC)-VANGUARD BLUE,9.4,G bracket,14U_BOYS_PLATINUM
1-Feb,7:50 AM,EL TORO HS 1,14Bpt24,H1(2ndA)-TROJAN CARDINAL,7,H3(2ndC)-SOUTH COAST RED (A),8,H bracket,14U_BOYS_PLATINUM
1-Feb,7:50 AM,TUSTIN HS 1,14Bpt33,L1(3rdD)-STANFORD RED,10,L4(4thF)-ROUTE 66 AQUATICS,6,W/L L,14U_BOYS_PLATINUM
1-Feb,8:40 AM,EL TORO HS 1,14Bpt25,G1(1stA)-MISSION WPC A,14,G3(1stC)-VANGUARD BLUE,11,G bracket,14U_BOYS_PLATINUM
1-Feb,8:40 AM,TUSTIN HS 1,14Bpt35,L2(3rdE)-DEVIL'S GATE,13,L3(3rdC)-LAMORINDA A,8,W/L L,14U_BOYS_PLATINUM
1-Feb,10:20 AM,EL TORO HS 1,14Bpt26,J2(1stE)-CHANNEL ISLANDS UNITED GOLD,10.2,J3(1stF)-PATRIOT NAVY,10.4,J bracket,14U_BOYS_PLATINUM
1-Feb,10:20 AM,TUSTIN HS 1,14Bpt36,I1(3rdA)-680 RED,10,I4(4thE)-CC UNITED BLACK,7,W/L I,14U_BOYS_PLATINUM
1-Feb,11:10 AM,EL TORO HS 1,14Bpt27,K2(2ndE)-ORANGE COUNTY WPC BLUE,10,K3(2ndF)-LA PREMIER,12,K bracket,14U_BOYS_PLATINUM
1-Feb,11:10 AM,TUSTIN HS 1,14Bpt37,I2(3rdB)-NORTH IRVINE BLACK,9,I3(3rdF)-SHAQ BLUE,6,W/L I,14U_BOYS_PLATINUM
1-Feb,12:50 PM,EL TORO HS 1,14Bpt28,G1(1stA)-MISSION WPC A,8,G2(1stB)-PALOS VERDES A,7,G bracket,14U_BOYS_PLATINUM
1-Feb,12:50 PM,TUSTIN HS 1,14Bpt40,H1(2ndA)-TROJAN CARDINAL,7,H2(2ndB)-NORCAL,12,H bracket,14U_BOYS_PLATINUM
1-Feb,1:40 PM,EL TORO HS 1,14Bpt30,K1(2ndD)-PRIDE BLACK,6,K2(2ndE)-ORANGE COUNTY WPC BLUE,9,K bracket,14U_BOYS_PLATINUM
1-Feb,1:40 PM,TUSTIN HS 1,14Bpt41,W#33-STANFORD RED,12,W#35-DEVIL'S GATE,7,1st/2ndL,14U_BOYS_PLATINUM
1-Feb,2:30 PM,EL TORO HS 1,14Bpt29,J1(1stD)-LA JOLLA UNITED NAVY,9,J2(1stE)-CHANNEL ISLANDS UNITED GOLD,6,J bracket,14U_BOYS_PLATINUM
1-Feb,2:30 PM,TUSTIN HS 1,14Bpt38,W#36-680 RED,7,W#37-NORTH IRVINE BLACK,10,1st/2ndI,14U_BOYS_PLATINUM
1-Feb,3:20 PM,TUSTIN HS 1,14Bpt39,L#33-ROUTE 66 AQUATICS,10,L#35-LAMORINDA A,14,3rd/4thL,14U_BOYS_PLATINUM
1-Feb,3:20 PM,EL TORO HS 1,14Bpt43,3rdG-PALOS VERDES A,8,3rdJ-CHANNEL ISLANDS UNITED GOLD,7,5th,14U_BOYS_PLATINUM
1-Feb,4:10 PM,EL TORO HS 1,14Bpt31,2ndG-VANGUARD BLUE,8,2ndJ-PATRIOT NAVY,13,3rd,14U_BOYS_PLATINUM
1-Feb,4:10 PM,TUSTIN HS 1,14Bpt42,L#36-CC UNITED BLACK,14,L#37-SHAQ BLUE,9,3rd/4thI,14U_BOYS_PLATINUM
1-Feb,5:00 PM,EL TORO HS 1,14Bpt32,1stG-MISSION WPC A,8,1stJ-LA JOLLA UNITED NAVY,12,1st,14U_BOYS_PLATINUM
