DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,8:40 AM,COSTA MESA HS 2,12Bau01,A1(1)-ORANGE COUNTY WPC BLUE,11,A2(16)-STANFORD BLACK,5,"A bracket A1,A2",12U_BOYS_GOLD
31-Jan,8:40 AM,WOOLLETT FAR RIGHT,12Bau04A,G1(6)-SAN MATEO,22,G3(22)-NORTH IRVINE WHITE,2,"G bracket G1,G3",12U_BOYS_GOLD
31-Jan,9:30 AM,COSTA MESA HS 2,12Bau02,C1(5)-BACK BAY,6,C3(21)-MISSION WPC B,16,"C bracket C1,C3",12U_BOYS_GOLD
31-Jan,11:10 AM,COSTA MESA HS 2,12Bau01A,E1(2)-TROJAN,15,E3(18)-CC UNITED WHITE,3,"E bracket E1,E3",12U_BOYS_GOLD
31-Jan,11:10 AM,TUSTIN HS 2,12Bau03,D1(8)-GOLD COAST,12.3,D3(24)-LAMORINDA B,12.4,"D bracket D1,D3",12U_BOYS_GOLD
31-Jan,11:10 AM,WOOLLETT FAR RIGHT,12Bau08A,G1(6)-SAN MATEO,8,G2(11)-SOUTH COAST RED,6,"G bracket G1,G2",12U_BOYS_GOLD
31-Jan,12:00 PM,COSTA MESA HS 2,12Bau02A,H1(7)-FOOTHILL RED,12,H3(23)-STANFORD WHITE,2,"H bracket H1,H3",12U_BOYS_GOLD
31-Jan,12:00 PM,TUSTIN HS 2,12Bau04,B1(4)-MARIN,12,B3(20)-LAMORINDA C,0,"B bracket B1,B3",12U_BOYS_GOLD
31-Jan,12:50 PM,COSTA MESA HS 2,12Bau03A,F1(3)-CMAC,10,F3(19)-PATRIOT 10 NAVY,5,"F bracket F1,F3",12U_BOYS_GOLD
31-Jan,12:50 PM,TUSTIN HS 2,12Bau05,A1(1)-ORANGE COUNTY WPC BLUE,18,A3(17)-680 WHITE,1,"A bracket A1,A3",12U_BOYS_GOLD
31-Jan,1:40 PM,COSTA MESA HS 2,12Bau05A,E2(15)-LA JOLLA UNITED GOLD,8,E3(18)-CC UNITED WHITE,5,"E bracket E2,E3",12U_BOYS_GOLD
31-Jan,1:40 PM,TUSTIN HS 2,12Bau06,C2(12)-CC UNITED BLUE,5,C3(21)-MISSION WPC B,8,"C bracket C2,C3",12U_BOYS_GOLD
31-Jan,1:40 PM,WOOLLETT FAR RIGHT,12Bau12A,G2(11)-SOUTH COAST RED,15,G3(22)-NORTH IRVINE WHITE,0,"G bracket G2,G3",12U_BOYS_GOLD
31-Jan,2:30 PM,COSTA MESA HS 2,12Bau06A,H2(10)-AMERICAN RIVER BLUE,9,H3(23)-STANFORD WHITE,15,"H bracket H2,H3",12U_BOYS_GOLD
31-Jan,2:30 PM,TUSTIN HS 2,12Bau07,D2(9)-NORTH IRVINE RED,5,D3(24)-LAMORINDA B,9,"D bracket D2,D3",12U_BOYS_GOLD
31-Jan,3:20 PM,COSTA MESA HS 2,12Bau07A,F2(14)-680 BLUE,10,F3(19)-PATRIOT 10 NAVY,1,"F bracket F2,F3",12U_BOYS_GOLD
31-Jan,3:20 PM,TUSTIN HS 2,12Bau08,B2(13)-SAN CLEMENTE BLACK,18,B3(20)-LAMORINDA C,1,"B bracket B2,B3",12U_BOYS_GOLD
31-Jan,4:10 PM,TUSTIN HS 2,12Bau09,A2(16)-STANFORD BLACK,16,A3(17)-680 WHITE,2,"A bracket A2,A3",12U_BOYS_GOLD
31-Jan,4:10 PM,COSTA MESA HS 2,12Bau09A,E1(2)-TROJAN,12,E2(15)-LA JOLLA UNITED GOLD,1,"E bracket E1,E2",12U_BOYS_GOLD
31-Jan,5:00 PM,TUSTIN HS 2,12Bau10,C1(5)-BACK BAY,17,C2(12)-CC UNITED BLUE,4,"C bracket C1,C2",12U_BOYS_GOLD
31-Jan,5:00 PM,COSTA MESA HS 2,12Bau10A,H1(7)-FOOTHILL RED,17,H2(10)-AMERICAN RIVER BLUE,4,"H bracket H1,H2",12U_BOYS_GOLD
31-Jan,5:50 PM,TUSTIN HS 2,12Bau11,D1(8)-GOLD COAST,8,D2(9)-NORTH IRVINE RED,6,"D bracket D1,D2",12U_BOYS_GOLD
31-Jan,5:50 PM,COSTA MESA HS 2,12Bau11A,F1(3)-CMAC,5,F2(14)-680 BLUE,7,"F bracket F1,F2",12U_BOYS_GOLD
31-Jan,6:40 PM,TUSTIN HS 2,12Bau12,B1(4)-MARIN,2,B2(13)-SAN CLEMENTE BLACK,15,"B bracket B1,B2",12U_BOYS_GOLD
1-Feb,7:50 AM,COSTA MESA HS 2,12Bau17,1stA-ORANGE COUNTY WPC BLUE,13,1stD-LAMORINDA B,5,1-8 cross 1A/1D,12U_BOYS_GOLD
1-Feb,8:40 AM,TUSTIN HS 2,12Bau17A,1stE-TROJAN,7,1stH-FOOTHILL RED,9,1-8 cross 1E/1H,12U_BOYS_GOLD
1-Feb,8:40 AM,COSTA MESA HS 2,12Bau18,1stB-SAN CLEMENTE BLACK,7,1stC-MISSION WPC B,6,1-8 cross 1B/1C,12U_BOYS_GOLD
1-Feb,9:30 AM,COSTA MESA HS 2,12Bau13,3rdA-680 WHITE,2,3rdD-NORTH IRVINE RED,8,17-24 cross 3A/3D,12U_BOYS_GOLD
1-Feb,9:30 AM,TUSTIN HS 2,12Bau18A,1stF-680 BLUE,6,1stG-SAN MATEO,5,1-8 cross 1F/1G,12U_BOYS_GOLD
1-Feb,10:20 AM,TUSTIN HS 2,12Bau13A,3rdE-CC UNITED WHITE,3,3rdH-AMERICAN RIVER BLUE,5,17-24 cross 3E/3H,12U_BOYS_GOLD
1-Feb,10:20 AM,COSTA MESA HS 2,12Bau14,3rdB-LAMORINDA C,5,3rdC-BACK BAY,20,17-24 cross 3B/3C,12U_BOYS_GOLD
1-Feb,11:10 AM,COSTA MESA HS 2,12Bau14A,3rdF-PATRIOT 10 NAVY,13,3rdG-NORTH IRVINE WHITE,2,17-24 cross 3F/3G,12U_BOYS_GOLD
1-Feb,12:00 PM,COSTA MESA HS 2,12Bau24,W#17-ORANGE COUNTY WPC BLUE,12,W#18-SAN CLEMENTE BLACK,2,overall 1-4 semi,12U_BOYS_GOLD
1-Feb,12:50 PM,COSTA MESA HS 2,12Bau24A,W#17A-FOOTHILL RED,9,W#18A-680 BLUE,4,overall 1-4 semi,12U_BOYS_GOLD
1-Feb,1:40 PM,COSTA MESA HS 2,12Bau15,2ndA-STANFORD BLACK,9,2ndD-GOLD COAST,4,9-16 cross 2A/2D,12U_BOYS_GOLD
1-Feb,2:30 PM,TUSTIN HS 2,12Bau15A,2ndE-LA JOLLA UNITED GOLD,10,2ndH-STANFORD WHITE,7,9-16 cross 2E/2H,12U_BOYS_GOLD
1-Feb,2:30 PM,COSTA MESA HS 2,12Bau16,2ndB-MARIN,4,2ndC-CC UNITED BLUE,15,"9-16 cross 2B,2C",12U_BOYS_GOLD
1-Feb,3:20 PM,TUSTIN HS 2,12Bau16A,2ndF-CMAC,10.4,2ndG-SOUTH COAST RED,10.1,9-16 cross 2F/2G,12U_BOYS_GOLD
1-Feb,3:20 PM,COSTA MESA HS 2,12Bau20A,W#13A-AMERICAN RIVER BLUE,5,W#14A-PATRIOT 10 NAVY,13,tie 17th,12U_BOYS_GOLD
1-Feb,3:30 PM,EL TORO HS 2,12Bau20,W#13-NORTH IRVINE RED,7,W#14-BACK BAY,10,tie 17th,12U_BOYS_GOLD
