DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,5:00 PM,ESTANCIA HS 1,16Bag21,J1(1stD)-CC UNITED WHITE,8,J3(1stF)-HIELAND,7,J bracket,16U_BOYS_SILVER
31-Jan,5:00 PM,FULLERTON COLLEGE,16Bag23,K1(2ndD)-SD ECA,11,K3(2ndF)-WCAC UNITED,4,K bracket,16U_BOYS_SILVER
31-Jan,6:00 PM,FULLERTON COLLEGE,16Bag22,H2(2ndB)-LA JOLLA UNITED SILVER,5,H3(2ndC)-DAVIS WHITE,9,H bracket,16U_BOYS_SILVER
31-Jan,7:00 PM,FULLERTON COLLEGE,16Bag34,G2(1stB)-SANTA CRUZ,7,G3(1stC)-LAMORINDA B,16,G bracket,16U_BOYS_SILVER
1-Feb,7:00 AM,SONORA HS,16Bag24,H1(2ndA)-TRITON GOLD,10,H3(2ndC)-DAVIS WHITE,15,H bracket,16U_BOYS_SILVER
1-Feb,7:00 AM,EDISON HS,16Bag33,L1(3rdD)-LOYOLA WPC,11,L4(4thF)-SAN CLEMENTE BLACK,8,W/L L,16U_BOYS_SILVER
1-Feb,7:00 AM,YORBA LINDA HS,16Bag36,I1(3rdA)-BOA WHITE,5,I4(4thE)-SHORE AQUATICS,8,W/L I,16U_BOYS_SILVER
1-Feb,7:00 AM,WESTMINSTER HS,16Bag37,I2(3rdB)-NORTH IRVINE,6,I3(3rdF)-SAN JOSE EXPRESS GOLD,11,W/L I,16U_BOYS_SILVER
1-Feb,8:00 AM,SONORA HS,16Bag25,G1(1stA)-MID PEN,8,G3(1stC)-LAMORINDA B,13,G bracket,16U_BOYS_SILVER
1-Feb,8:00 AM,EDISON HS,16Bag35,L2(3rdE)-LV LEGENDS,5,L3(3rdC)-SET,11,W/L L,16U_BOYS_SILVER
1-Feb,9:00 AM,SONORA HS,16Bag26,J2(1stE)-LA JOLLA UNITED WHITE,12,J3(1stF)-HIELAND,7,J bracket,16U_BOYS_SILVER
1-Feb,10:00 AM,SONORA HS,16Bag27,K2(2ndE)-STANFORD WHITE,16,K3(2ndF)-WCAC UNITED,4,K bracket,16U_BOYS_SILVER
1-Feb,11:00 AM,SONORA HS,16Bag28,G1(1stA)-MID PEN,6,G2(1stB)-SANTA CRUZ,11,G bracket,16U_BOYS_SILVER
1-Feb,11:00 AM,WESTMINSTER HS,16Bag38,W#36-SHORE AQUATICS,8,W#37-SAN JOSE EXPRESS GOLD,11,1st/2ndI,16U_BOYS_SILVER
1-Feb,11:00 AM,EDISON HS,16Bag41,W#33-LOYOLA WPC,8,W#35-SET,7,1st/2ndL,16U_BOYS_SILVER
1-Feb,12:00 PM,SONORA HS,16Bag29,J1(1stD)-CC UNITED WHITE,6,J2(1stE)-LA JOLLA UNITED WHITE,14,J bracket,16U_BOYS_SILVER
1-Feb,12:00 PM,EDISON HS,16Bag39,L#33-SAN CLEMENTE BLACK,4,L#35-LV LEGENDS,7,3rd/4thL,16U_BOYS_SILVER
1-Feb,12:00 PM,WESTMINSTER HS,16Bag42,L#36-BOA WHITE,3,L#37-NORTH IRVINE,21,3rd/4thI,16U_BOYS_SILVER
1-Feb,1:00 PM,SONORA HS,16Bag30,K1(2ndD)-SD ECA,3,K2(2ndE)-STANFORD WHITE,15,K bracket,16U_BOYS_SILVER
1-Feb,2:00 PM,SONORA HS,16Bag40,H1(2ndA)-TRITON GOLD,8.3,H2(2ndB)-LA JOLLA UNITED SILVER,8.4,H bracket,16U_BOYS_SILVER
1-Feb,3:00 PM,SONORA HS,16Bag43,3rdG-MID PEN,8,3rdJ-HIELAND,9,5th,16U_BOYS_SILVER
1-Feb,4:00 PM,SONORA HS,16Bag31,2ndG-SANTA CRUZ,5,2ndJ-CC UNITED WHITE,4,3rd,16U_BOYS_SILVER
1-Feb,5:00 PM,SONORA HS,16Bag32,1stG-LAMORINDA B,12,1stJ-LA JOLLA UNITED WHITE,15,1st,16U_BOYS_SILVER
