DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,7:00 AM,SONORA HS,16Bag03,A1-MID PEN,22,A2-BOA WHITE,7,A bracket,16U_BOYS_SILVER
31-Jan,7:00 AM,YORBA LINDA HS,16Bag12,D2-LOYOLA WPC,8.4,D3-CC UNITED WHITE,8.5,D bracket,16U_BOYS_SILVER
31-Jan,8:00 AM,ESTANCIA HS 1,16Bag07,6-HIELAND,9,19-SAN JOSE EXPRESS GOLD,8,W/L F,16U_BOYS_SILVER
31-Jan,8:00 AM,YORBA LINDA HS,16Bag13,B1-SANTA CRUZ,7,B3-LA JOLLA UNITED SILVER,1,B bracket,16U_BOYS_SILVER
31-Jan,9:00 AM,ESTANCIA HS 1,16Bag08,7-WCAC UNITED,10,18-SAN CLEMENTE BLACK,7,W/L F,16U_BOYS_SILVER
31-Jan,9:00 AM,YORBA LINDA HS,16Bag14,C1-SET,11,C3-LAMORINDA B,12,C bracket,16U_BOYS_SILVER
31-Jan,10:00 AM,ESTANCIA HS 1,16Bag01,3-SHORE AQUATICS,3,20-LA JOLLA UNITED WHITE,22,W/L E,16U_BOYS_SILVER
31-Jan,10:00 AM,SONORA HS,16Bag06,A1-MID PEN,12,A3-TRITON GOLD,3,A bracket,16U_BOYS_SILVER
31-Jan,10:00 AM,YORBA LINDA HS,16Bag15,D1-SD ECA,8,D3-CC UNITED WHITE,9,D bracket,16U_BOYS_SILVER
31-Jan,11:00 AM,ESTANCIA HS 1,16Bag02,10-STANFORD WHITE,13,15-LV LEGENDS,4,W/L E,16U_BOYS_SILVER
31-Jan,12:00 PM,ESTANCIA HS 1,16Bag16,B2-NORTH IRVINE,3,B3-LA JOLLA UNITED SILVER,10,B bracket,16U_BOYS_SILVER
31-Jan,1:00 PM,SONORA HS,16Bag09,A2-BOA WHITE,3,A3-TRITON GOLD,11,A bracket,16U_BOYS_SILVER
31-Jan,1:00 PM,ESTANCIA HS 1,16Bag10,W#7-HIELAND,13,W#8-WCAC UNITED,4,1st/2ndF,16U_BOYS_SILVER
31-Jan,1:00 PM,FULLERTON COLLEGE,16Bag17,C2-DAVIS WHITE,7,C3-LAMORINDA B,11,C bracket,16U_BOYS_SILVER
31-Jan,2:00 PM,ESTANCIA HS 1,16Bag11,L#7-SAN JOSE EXPRESS GOLD,12,L#8-SAN CLEMENTE BLACK,7,3rd/4thF,16U_BOYS_SILVER
31-Jan,2:00 PM,FULLERTON COLLEGE,16Bag18,D1-SD ECA,10,D2-LOYOLA WPC,6,D bracket,16U_BOYS_SILVER
31-Jan,3:00 PM,ESTANCIA HS 1,16Bag04,L#1-SHORE AQUATICS,10,L#2-LV LEGENDS,12,3rd/4thE,16U_BOYS_SILVER
31-Jan,3:00 PM,FULLERTON COLLEGE,16Bag19,B1-SANTA CRUZ,10,B2-NORTH IRVINE,4,B bracket,16U_BOYS_SILVER
31-Jan,4:00 PM,ESTANCIA HS 1,16Bag05,W#1-LA JOLLA UNITED WHITE,12,W#2-STANFORD WHITE,11,1st/2ndE,16U_BOYS_SILVER
31-Jan,4:00 PM,FULLERTON COLLEGE,16Bag20,C1-SET,7,C2-DAVIS WHITE,9,C bracket,16U_BOYS_SILVER
