DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,3:00 PM,SONORA HS,16Bpt11,C2-VANGUARD BLUE,7,C3-FOOTHILL RED,3,"C bracket C2,C3",16U_BOYS_PLATINUM
31-Jan,4:00 PM,YORBA LINDA HS,16Bpt12,F2-SHAQ,11,F3-ASPHALT GREEN,9,"F bracket F2,F3",16U_BOYS_PLATINUM
31-Jan,4:00 PM,SONORA HS,16Bpt13,A2-SAND CANYON,14,A3-CAPITAL,11,"A bracket A2,A3",16U_BOYS_PLATINUM
31-Jan,5:00 PM,YORBA LINDA HS,16Bpt14,D1-LAMORINDA A,15,D2-SOUTH COAST RED (A),8,"D bracket D1,D2",16U_BOYS_PLATINUM
31-Jan,5:00 PM,SONORA HS,16Bpt15,B1-LA JOLLA UNITED NAVY,8,B2-AMERICAN RIVER BLUE,10,"B bracket B1,B2",16U_BOYS_PLATINUM
31-Jan,6:00 PM,YORBA LINDA HS,16Bpt16,E2-TROJAN CARDINAL,9.4,E3-SAN CLEMENTE RED,9.5,"E bracket E2,E3",16U_BOYS_PLATINUM
31-Jan,6:00 PM,SONORA HS,16Bpt17,C1-680 RED,9,C2-VANGUARD BLUE,8,"C bracket C1,C2",16U_BOYS_PLATINUM
31-Jan,7:00 PM,YORBA LINDA HS,16Bpt18,F1-SD SHORES BLACK,14,F2-SHAQ,10,"F bracket F1,F2",16U_BOYS_PLATINUM
1-Feb,7:00 AM,WOOLLETT NEAR RIGHT,16Bpt19,G1(1stA)-CC UNITED BLACK,7,G2(1stB)-IMPERIAL WPC,4,1st-6th,16U_BOYS_PLATINUM
1-Feb,8:00 AM,WOOLLETT NEAR RIGHT,16Bpt21,H1(1stD)-LAMORINDA A,8,H2(1stE)-CHANNEL ISLANDS UNITED GOLD,9,1st-6th,16U_BOYS_PLATINUM
1-Feb,8:00 AM,WESTMINSTER HS,16Bpt26,K1(2ndC)-VANGUARD BLUE,14,K3(2ndA)-SAND CANYON,8,7th-12th,16U_BOYS_PLATINUM
1-Feb,9:00 AM,WOOLLETT NEAR RIGHT,16Bpt23,J1(2ndF)-SHAQ,7,J2(2ndE)-SAN CLEMENTE RED,5,7th-12th,16U_BOYS_PLATINUM
1-Feb,9:00 AM,WESTMINSTER HS,16Bpt28,M1(3rdA)-CAPITAL,17,M3(3rdC)-FOOTHILL RED,6,13th-18th,16U_BOYS_PLATINUM
1-Feb,10:00 AM,WOOLLETT NEAR RIGHT,16Bpt25,G1(1stA)-CC UNITED BLACK,12,G3(1stC)-680 RED,10,1st-6th,16U_BOYS_PLATINUM
1-Feb,10:00 AM,WESTMINSTER HS,16Bpt30,N1(3rdD)-SANTA CRUZ,12,N3(3rdF)-ASPHALT GREEN,14,13th-18th,16U_BOYS_PLATINUM
1-Feb,11:00 AM,WOOLLETT NEAR RIGHT,16Bpt27,H1(1stD)-LAMORINDA A,18,H3(1stF)-SD SHORES BLACK,11,1st-6th,16U_BOYS_PLATINUM
1-Feb,12:00 PM,WOOLLETT NEAR RIGHT,16Bpt29,J1(2ndF)-SHAQ,5,J3(2ndD)-SOUTH COAST RED (A),12,7th-12th,16U_BOYS_PLATINUM
1-Feb,1:00 PM,WOOLLETT NEAR RIGHT,16Bpt31,G2(1stB)-IMPERIAL WPC,10,G3(1stC)-680 RED,9,1st-6th,16U_BOYS_PLATINUM
1-Feb,1:00 PM,WESTMINSTER HS,16Bpt32,K2(2ndB)-AMERICAN RIVER BLUE,10,K3(2ndA)-SAND CANYON,6,7th-12th,16U_BOYS_PLATINUM
1-Feb,2:00 PM,WOOLLETT NEAR RIGHT,16Bpt33,H2(1stE)-CHANNEL ISLANDS UNITED GOLD,11,H3(1stF)-SD SHORES BLACK,9,1st-6th,16U_BOYS_PLATINUM
1-Feb,2:00 PM,WESTMINSTER HS,16Bpt34,M2(3rdB)-LA JOLLA UNITED NAVY,18,M3(3rdC)-FOOTHILL RED,4,13th-18th,16U_BOYS_PLATINUM
1-Feb,3:00 PM,WOOLLETT NEAR RIGHT,16Bpt35,J2(2ndE)-SAN CLEMENTE RED,10.5,J3(2ndD)-SOUTH COAST RED (A),10.6,7th-12th,16U_BOYS_PLATINUM
1-Feb,3:00 PM,WESTMINSTER HS,16Bpt36,N2(3rdE)-TROJAN CARDINAL,8,N3(3rdF)-ASPHALT GREEN,7,13th-18th,16U_BOYS_PLATINUM
1-Feb,4:00 PM,WESTMINSTER HS,16Bpt20,K1(2ndC)-VANGUARD BLUE,14,K2(2ndB)-AMERICAN RIVER BLUE,6,7th-12th,16U_BOYS_PLATINUM
1-Feb,4:00 PM,WOOLLETT NEAR RIGHT,16Bpt37,2ndG-IMPERIAL WPC,13,2ndH-LAMORINDA A,10,overall 3rd,16U_BOYS_PLATINUM
1-Feb,5:00 PM,WESTMINSTER HS,16Bpt22,M1(3rdA)-CAPITAL,6,M2(3rdB)-LA JOLLA UNITED NAVY,16,13th-18th,16U_BOYS_PLATINUM
1-Feb,5:00 PM,WOOLLETT NEAR RIGHT,16Bpt38,1stG-CC UNITED BLACK,11,1stH-CHANNEL ISLANDS UNITED GOLD,8,overall 1st,16U_BOYS_PLATINUM
1-Feb,6:00 PM,WESTMINSTER HS,16Bpt24,N1(3rdD)-SANTA CRUZ,8,N2(3rdE)-TROJAN CARDINAL,12,13th-18th,16U_BOYS_PLATINUM
