DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,8:00 AM,SONORA HS,16Bpt01,A1-CC UNITED BLACK,18,A3-CAPITAL,6,"A bracket A1,A3",16U_BOYS_PLATINUM
31-Jan,9:00 AM,SONORA HS,16Bpt03,B2-AMERICAN RIVER BLUE,12,B3-IMPERIAL WPC,15,"B bracket B2,B3",16U_BOYS_PLATINUM
31-Jan,11:00 AM,YORBA LINDA HS,16Bpt02,D1-LAMORINDA A,15,D3-SANTA CRUZ,5,"D bracket D1,D3",16U_BOYS_PLATINUM
31-Jan,11:00 AM,SONORA HS,16Bpt05,C1-680 RED,19,C3-FOOTHILL RED,3,"C bracket C1,C3",16U_BOYS_PLATINUM
31-Jan,12:00 PM,YORBA LINDA HS,16Bpt04,E1-CHANNEL ISLANDS UNITED GOLD,13,E3-SAN CLEMENTE RED,9,"E bracket E1,E3",16U_BOYS_PLATINUM
31-Jan,12:00 PM,SONORA HS,16Bpt07,A1-CC UNITED BLACK,12.5,A2-SAND CANYON,12.3,"A bracket A1,A2",16U_BOYS_PLATINUM
31-Jan,1:00 PM,YORBA LINDA HS,16Bpt06,F1-SD SHORES BLACK,13,F3-ASPHALT GREEN,10,"F bracket F1,F3",16U_BOYS_PLATINUM
31-Jan,2:00 PM,YORBA LINDA HS,16Bpt08,D2-SOUTH COAST RED (A),9,D3-SANTA CRUZ,8,"D bracket D2,D3",16U_BOYS_PLATINUM
31-Jan,2:00 PM,SONORA HS,16Bpt09,B1-LA JOLLA UNITED NAVY,7,B3-IMPERIAL WPC,11,"B bracket B1,B3",16U_BOYS_PLATINUM
31-Jan,3:00 PM,YORBA LINDA HS,16Bpt10,E1-CHANNEL ISLANDS UNITED GOLD,10.4,E2-TROJAN CARDINAL,10.1,"E bracket E1,E2",16U_BOYS_PLATINUM
