DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
31-Jan,7:00 AM,WOOLLETT FAR RIGHT,12Gpt01,A1-BACK BAY NAVY,18,A3-LAMORINDA C,10,"A bracket A1,A3",12U_GIRLS_PLATINUM
31-Jan,7:50 AM,WOOLLETT FAR RIGHT,12Gpt02,D1-SHAQ,12,D3-NORTH IRVINE,9,"D bracket D1,D3",12U_GIRLS_PLATINUM
31-Jan,9:30 AM,WOOLLETT FAR RIGHT,12Gpt03,B1-680 RED,14,B2-SOUTH COAST RED,4,"B bracket B1,B2",12U_GIRLS_PLATINUM
31-Jan,10:20 AM,WOOLLETT FAR RIGHT,12Gpt04,C2-DAVIS,1,C3-LAMORINDA B,16,"C bracket C2,C3",12U_GIRLS_PLATINUM
31-Jan,12:00 PM,WOOLLETT FAR RIGHT,12Gpt05,A1-BACK BAY NAVY,19,A2-GOLD COAST,2,"A bracket A1,A2",12U_GIRLS_PLATINUM
31-Jan,12:50 PM,WOOLLETT FAR RIGHT,12Gpt06,D1-SHAQ,11,D2-LA JOLLA UNITED,2,"D bracket D1,D2",12U_GIRLS_PLATINUM
31-Jan,2:30 PM,WOOLLETT FAR RIGHT,12Gpt07,B1-680 RED,12,B3-ORANGE COUNTY WPC BLUE,8,"B bracket B1,B3",12U_GIRLS_PLATINUM
31-Jan,3:20 PM,WOOLLETT FAR RIGHT,12Gpt09,A2-GOLD COAST,6,A3-LAMORINDA C,15,"A bracket A2,A3",12U_GIRLS_PLATINUM
31-Jan,4:10 PM,WOOLLETT FAR RIGHT,12Gpt08,C1-NEWPORT BEACH,8,C3-LAMORINDA B,7,"C bracket C1,C3",12U_GIRLS_PLATINUM
31-Jan,5:00 PM,WOOLLETT FAR RIGHT,12Gpt10,D2-LA JOLLA UNITED,7,D3-NORTH IRVINE,2,"D bracket D2,D3",12U_GIRLS_PLATINUM
31-Jan,5:50 PM,WOOLLETT FAR RIGHT,12Gpt11,B2-SOUTH COAST RED,11,B3-ORANGE COUNTY WPC BLUE,13,"B bracket B2,B3",12U_GIRLS_PLATINUM
31-Jan,6:40 PM,WOOLLETT FAR RIGHT,12Gpt12,C1-NEWPORT BEACH,10,C2-DAVIS,1,"C bracket C1,C2",12U_GIRLS_PLATINUM
1-Feb,7:00 AM,WOOLLETT FAR RIGHT,12Gpt15,2ndA-LAMORINDA C,3,2ndD-LA JOLLA UNITED,7,5-8 semi 2A/2D,12U_GIRLS_PLATINUM
1-Feb,7:50 AM,WOOLLETT FAR RIGHT,12Gpt21,3rdA-GOLD COAST,0,3rdD-NORTH IRVINE,16,9-12 semi 3A/3D,12U_GIRLS_PLATINUM
1-Feb,8:40 AM,WOOLLETT FAR RIGHT,12Gpt22,3rdB-SOUTH COAST RED,12,3rdC-DAVIS,2,9-12 semi 3B/3C,12U_GIRLS_PLATINUM
1-Feb,9:30 AM,WOOLLETT FAR RIGHT,12Gpt16,2ndB-ORANGE COUNTY WPC BLUE,13,2ndC-LAMORINDA B,9,5-8 semi 2B/2C,12U_GIRLS_PLATINUM
1-Feb,10:20 AM,WOOLLETT FAR RIGHT,12Gpt13,1stA-BACK BAY NAVY,7,1stD-SHAQ,2,1-4 semi 1A/1D,12U_GIRLS_PLATINUM
1-Feb,11:10 AM,WOOLLETT FAR RIGHT,12Gpt14,1stB-680 RED,4,1stC-NEWPORT BEACH,2,1-4 semi 1B/1C,12U_GIRLS_PLATINUM
1-Feb,12:00 PM,WOOLLETT FAR RIGHT,12Gpt23,W#21-NORTH IRVINE,6,W#22-SOUTH COAST RED,10,9th,12U_GIRLS_PLATINUM
1-Feb,12:50 PM,WOOLLETT FAR RIGHT,12Gpt19,W#15-LA JOLLA UNITED,3,W#16-ORANGE COUNTY WPC BLUE,13,5th,12U_GIRLS_PLATINUM
1-Feb,1:40 PM,WOOLLETT FAR RIGHT,12Gpt24,L#21-GOLD COAST,4,L#22-DAVIS,16,11th,12U_GIRLS_PLATINUM
1-Feb,2:30 PM,WOOLLETT FAR RIGHT,12Gpt20,L#15-LAMORINDA C,5,L#16-LAMORINDA B,18,7th,12U_GIRLS_PLATINUM
1-Feb,3:20 PM,WOOLLETT FAR RIGHT,12Gpt17,L#13-SHAQ,3,L#14-NEWPORT BEACH,2,3rd,12U_GIRLS_PLATINUM
1-Feb,4:10 PM,WOOLLETT FAR RIGHT,12Gpt18,W#13-BACK BAY NAVY,4,W#14-680 RED,13,1st,12U_GIRLS_PLATINUM
