Day 1,HOT! RESULTS,SUBMIT SCORES!,Quarter Lengths by Day,,,,,,,,
7/23/2026,1:40 PM,Group H,VILLA PARK HS,26,H(8)-NORCAL TEAL,,H(17)-LA CITY UNITED,,,,14BQ-026
7/23/2026,2:30 PM,Group G,VILLA PARK HS,29,G(7)-CHAWP,,G(18)-CORONADO,,,,14BQ-029
7/23/2026,3:20 PM,Group F,VILLA PARK HS,32,F(6)-PALOS VERDES BLUE,,F(19)-CDM WHITE,,,,14BQ-032
7/23/2026,4:10 PM,Group E,VILLA PARK HS,35,E(5)-VNITED,,E(20)-CAL REPUBLIC,,,,14BQ-035
,BREAK,,,,,,,,,,
7/23/2026,5:50 PM,2-3 cross,VILLA PARK HS,38,2nd H-,,3rd G-,,ni_U2,cu_N2,14BQ-038
7/23/2026,6:40 PM,2-3 cross,VILLA PARK HS,41,2nd G-,,3rd H-,,ni_T2,cu_M2,14BQ-041
7/23/2026,7:30 PM,2-3 cross,VILLA PARK HS,44,2nd F-,,3rd E-,,ni_S2,cu_P2,14BQ-044
7/23/2026,8:20 PM,2-3 cross,VILLA PARK HS,47,2nd E-,,3rd F-,,ni_R2,cu_O2,14BQ-047
,,,,,,,,,,,
,,,PORTOLA HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/23/2026,7:00 AM,Group I,PORTOLA HS 2,3,I(9)-SAND CANYON,,I(33)-LOYOLA,,,,14BQ-003
7/23/2026,7:50 AM,Group J,PORTOLA HS 2,6,J(10)-908 BLUE,,J(34)-NAVY,,,,14BQ-006
7/23/2026,8:40 AM,Group K,PORTOLA HS 2,9,K(11)-SANTA CRUZ,,K(35)-ORWP RED,,,,14BQ-009
7/23/2026,9:30 AM,Group L,PORTOLA HS 2,12,L(12)-STANFORD WHITE,,L(36)-ROSE BOWL BLACK,,,,14BQ-012
7/23/2026,10:20 AM,Group I,PORTOLA HS 2,15,I(16)-CCU WHITE,,I(33)-LOYOLA,,,,14BQ-015
7/23/2026,11:10 AM,Group J,PORTOLA HS 2,18,J(15)-NORTH IRVINE RED,,J(34)-NAVY,,,,14BQ-018
7/23/2026,12:00 PM,Group K,PORTOLA HS 2,21,K(14)-TRILOGY,,K(35)-ORWP RED,,,,14BQ-021
7/23/2026,12:50 PM,Group L,PORTOLA HS 2,24,L(13)-LOS ALAMITOS,,L(36)-ROSE BOWL BLACK,,,,14BQ-024
7/23/2026,1:40 PM,Group I,PORTOLA HS 2,27,I(9)-SAND CANYON,,I(16)-CCU WHITE,,,,14BQ-027
7/23/2026,2:30 PM,Group J,PORTOLA HS 2,30,J(10)-908 BLUE,,J(15)-NORTH IRVINE RED,,,,14BQ-030
7/23/2026,3:20 PM,Group K,PORTOLA HS 2,33,K(11)-SANTA CRUZ,,K(14)-TRILOGY,,,,14BQ-033
7/23/2026,4:10 PM,Group L,PORTOLA HS 2,36,L(12)-STANFORD WHITE,,L(13)-LOS ALAMITOS,,,,14BQ-036
,BREAK,,,,,,,,,,
7/23/2026,5:50 PM,2-3 cross,PORTOLA HS 2,39,2nd I-,,3rd J-,,ni_U1,cu_N3,14BQ-039
7/23/2026,6:40 PM,2-3 cross,PORTOLA HS 2,42,2nd J-,,3rd I-,,ni_T1,cu_M3,14BQ-042
7/23/2026,7:30 PM,2-3 cross,PORTOLA HS 2,45,2nd K-,,3rd L-,,ni_S1,cu_P3,14BQ-045
7/23/2026,8:20 PM,2-3 cross,PORTOLA HS 2,48,2nd L-,,3rd K-,,ni_R1,cu_O3,14BQ-048
,,,,,,,,,,,
Day 2,,,,,,,,,,,
7/24/2026,,,,,,,,,,,
,Nickel,,,,,,,,,,
,ni_M,ni_N,ni_O,ni_P,,,,,,,
1,1st A-,1st B-,1st C-,1st D-,,,,,,,
2,1st H-,1st G-,1st F-,1st E-,,,,,,,
3,1st I-,1st J-,1st K-,1st L-,,,,,,,
,,,,,,,,,,,
,ni_R,ni_S,ni_T,ni_U,,,,,,,
1,2nd L,W45,W42,W39,,,,,,,
2,W47,W44,W41,W38,,,,,,,
3,W46,W43,W40,W37,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,SADDLEBACK COLLEGE 1,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,SADDLEBACK COLLEGE 1,49,ni_O2-,,ni_O3-,,,,14BQ-049
7/24/2026,7:50 AM,Group,SADDLEBACK COLLEGE 1,51,ni_U1,,ni_U2,,,,14BQ-051
7/24/2026,8:40 AM,Group,SADDLEBACK COLLEGE 1,54,ni_M2-,,ni_M3-,,,,14BQ-054
7/24/2026,9:30 AM,Group,SADDLEBACK COLLEGE 1,57,ni_S1,,ni_S2,,,,14BQ-057
7/24/2026,10:20 AM,Group,SADDLEBACK COLLEGE 1,60,ni_O1-,,ni_O3-,,,,14BQ-060
7/24/2026,11:10 AM,Group,SADDLEBACK COLLEGE 1,63,ni_U1,,ni_U3,,,,14BQ-063
7/24/2026,12:00 PM,Group,SADDLEBACK COLLEGE 1,66,ni_M1-,,ni_M3-,,,,14BQ-066
7/24/2026,12:50 PM,Group,SADDLEBACK COLLEGE 1,69,ni_S1,,ni_S3,,,,14BQ-069
7/24/2026,1:40 PM,Group,SADDLEBACK COLLEGE 1,72,ni_O1-,,ni_O2-,,,,14BQ-072
7/24/2026,2:30 PM,Group,SADDLEBACK COLLEGE 1,75,ni_U2,,ni_U3,,,,14BQ-075
7/24/2026,3:20 PM,Group,SADDLEBACK COLLEGE 1,78,ni_M1-,,ni_M2-,,,,14BQ-078
7/24/2026,4:10 PM,Group,SADDLEBACK COLLEGE 1,81,ni_S2,,ni_S3,,,,14BQ-081
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/24/2026,6:40 PM,Play-in,SADDLEBACK COLLEGE 1,85,3rd ni_O-,,1st ni_U-,,89,105,14BQ-085
7/24/2026,7:30 PM,Play-in,SADDLEBACK COLLEGE 1,87,3rd ni_M-,,1st ni_S-,,98,102,14BQ-087
,,,,,,,,,,,
,,,VILLA PARK HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,VILLA PARK HS,50,ni_P2-,,ni_P3-,,,,14BQ-050
7/24/2026,7:50 AM,Group,VILLA PARK HS,52,ni_T1,,ni_T2,,,,14BQ-052
7/24/2026,8:40 AM,Group,VILLA PARK HS,55,ni_N2-,,ni_N3-,,,,14BQ-055
7/24/2026,9:30 AM,Group,VILLA PARK HS,58,ni_R1,,ni_R2,,,,14BQ-058
7/24/2026,10:20 AM,Group,VILLA PARK HS,61,ni_P1-,,ni_P3-,,,,14BQ-061
7/24/2026,11:10 AM,Group,VILLA PARK HS,64,ni_T1,,ni_T3,,,,14BQ-064
7/24/2026,12:00 PM,Group,VILLA PARK HS,67,ni_N1-,,ni_N3-,,,,14BQ-067
7/24/2026,12:50 PM,Group,VILLA PARK HS,70,ni_R1,,ni_R3,,,,14BQ-070
7/24/2026,1:40 PM,Group,VILLA PARK HS,73,ni_P1-,,ni_P2-,,,,14BQ-073
7/24/2026,2:30 PM,Group,VILLA PARK HS,76,ni_T2,,ni_T3,,,,14BQ-076
7/24/2026,3:20 PM,Group,VILLA PARK HS,79,ni_N1-,,ni_N2-,,,,14BQ-079
7/24/2026,4:10 PM,Group,VILLA PARK HS,82,ni_R2,,ni_R3,,,,14BQ-082
,BREAK,,,,,,,,,,
,BREAK,,,,,,,,,,
7/24/2026,6:40 PM,Play-in,VILLA PARK HS,86,3rd ni_P-,,1st ni_T-,,95,99,14BQ-086
7/24/2026,7:30 PM,Play-in,VILLA PARK HS,88,3rd ni_N-,,1st ni_R-,,92,96,14BQ-088
,,,,,,,,,,,
,Copper,,,,,,,,,,
,cu_M,cu_N,cu_O,cu_P,,,,,,,
1,L40,L37,L46,L43,,,,,,,
2,L41,L38,L47,L44,,,,,,,
3,L42,L39,L48,L45,,,,,,ni_,
,,,,,,,,,,cu_,
,,,TRABUCO HILLS HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/24/2026,7:00 AM,Group,TRABUCO HILLS HS,53,cu_M2,,cu_M3,,,,14BQ-053
7/24/2026,7:50 AM,Group,TRABUCO HILLS HS,56,cu_N2,,cu_N3,,,,14BQ-056
7/24/2026,8:40 AM,Group,TRABUCO HILLS HS,59,cu_O2,,cu_O3,,,,14BQ-059
7/24/2026,9:30 AM,Group,TRABUCO HILLS HS,62,cu_P2,,cu_P3,,,,14BQ-062
7/24/2026,10:20 AM,Group,TRABUCO HILLS HS,65,cu_M1,,cu_M3,,,,14BQ-065
7/24/2026,11:10 AM,Group,TRABUCO HILLS HS,68,cu_N1,,cu_N3,,,,14BQ-068
7/24/2026,12:00 PM,Group,TRABUCO HILLS HS,71,cu_O1,,cu_O3,,,,14BQ-071
7/24/2026,12:50 PM,Group,TRABUCO HILLS HS,74,cu_P1,,cu_P3,,,,14BQ-074
7/24/2026,1:40 PM,Group,TRABUCO HILLS HS,77,cu_M1,,cu_M2,,,,14BQ-077
7/24/2026,2:30 PM,Group,TRABUCO HILLS HS,80,cu_N1,,cu_N2,,,,14BQ-080
7/24/2026,3:20 PM,Group,TRABUCO HILLS HS,83,cu_O1,,cu_O2,,,,14BQ-083
7/24/2026,4:10 PM,Group,TRABUCO HILLS HS,84,cu_P1,,cu_P2,,,,14BQ-084
,,,,,,,,,,,
Day 3,,,,,,,,,,,
7/25/2026,,,,,,,,,,,
,,,ANAHEIM HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,5-8 v 9-12,ANAHEIM HS,89,2nd ni_P-,,W85,,107,113,14BQ-089
7/25/2026,9:00 AM,5-8 v 9-12,ANAHEIM HS,92,2nd ni_M-,,W88,,107,113,14BQ-092
7/25/2026,10:00 AM,5-8 v 9-12,ANAHEIM HS,95,2nd ni_O-,,W86,,110,116,14BQ-095
7/25/2026,11:00 AM,5-8 v 9-12,ANAHEIM HS,98,2nd ni_N-,,W87,,110,116,14BQ-098
7/25/2026,12:00 PM,1-2 v 3-4,ANAHEIM HS,101,1st ni_N-,,1st ni_O-,,132,119,14BQ-101
7/25/2026,1:00 PM,1-2 v 3-4,ANAHEIM HS,104,1st ni_M-,,1st ni_P-,,131,122,14BQ-104
7/25/2026,2:00 PM,5-6 v 7-8,ANAHEIM HS,107,W89,,W92,,119,140,14BQ-107
7/25/2026,3:00 PM,5-6 v 7-8,ANAHEIM HS,110,W95,,W98,,122,140,14BQ-110
7/25/2026,4:00 PM,9-12 semi,ANAHEIM HS,113,L92,,L89,,138,137,14BQ-113
7/25/2026,5:00 PM,9-12 semi,ANAHEIM HS,116,L98,,L95,,138,137,14BQ-116
7/25/2026,6:00 PM,Play-in,ANAHEIM HS,119,L101,,W107,,131,141,14BQ-119
7/25/2026,7:00 PM,Play-in,ANAHEIM HS,122,L104,,W110,,132,141,14BQ-122
,,,,,,,,,,,
,,,VILLA PARK HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,21-24 RR,VILLA PARK HS,90,3rd ni_T-,,3rd ni_S-,,,,14BQ-090
7/25/2026,9:00 AM,21-24 RR,VILLA PARK HS,93,3rd ni_U-,,3rd ni_R-,,,,14BQ-093
7/25/2026,10:00 AM,13-20 qtr,VILLA PARK HS,96,L88,,2nd ni_U-,,114,117,14BQ-096
7/25/2026,11:00 AM,13-20 qtr,VILLA PARK HS,99,L86,,2nd ni_S-,,114,117,14BQ-099
7/25/2026,12:00 PM,13-20 qtr,VILLA PARK HS,102,L87,,2nd ni_T-,,120,123,14BQ-102
7/25/2026,1:00 PM,13-20 qtr,VILLA PARK HS,105,L85,,2nd ni_R-,,120,123,14BQ-105
7/25/2026,2:00 PM,21-24 RR,VILLA PARK HS,108,3rd ni_U-,,3rd ni_S-,,,,14BQ-108
7/25/2026,3:00 PM,21-24 RR,VILLA PARK HS,111,3rd ni_T-,,3rd ni_R-,,,,14BQ-111
7/25/2026,4:00 PM,13-16 semi,VILLA PARK HS,114,W96,,W99,,135,134,14BQ-114
7/25/2026,5:00 PM,17-20 semi,VILLA PARK HS,117,L99,,L96,,129,128,14BQ-117
7/25/2026,6:00 PM,13-16 semi,VILLA PARK HS,120,W102,,W105,,135,134,14BQ-120
7/25/2026,7:00 PM,17-20 semi,VILLA PARK HS,123,L105,,L102,,129,128,14BQ-123
,,,,,,,,,,,
,,,TRABUCO HILLS HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/25/2026,8:00 AM,5-8 v 9-12,TRABUCO HILLS HS,91,2nd cu_P-,,3rd cu_O-,,109,115,14BQ-091
7/25/2026,9:00 AM,5-8 v 9-12,TRABUCO HILLS HS,94,2nd cu_O-,,3rd cu_P-,,112,118,14BQ-094
7/25/2026,10:00 AM,5-8 v 9-12,TRABUCO HILLS HS,97,2nd cu_M-,,3rd cu_N-,,109,115,14BQ-097
7/25/2026,11:00 AM,5-8 v 9-12,TRABUCO HILLS HS,100,2nd cu_N-,,3rd cu_M-,,112,118,14BQ-100
7/25/2026,12:00 PM,1-2 v 3-4,TRABUCO HILLS HS,103,1st cu_N-,,1st cu_O-,,130,121,14BQ-103
7/25/2026,1:00 PM,1-2 v 3-4,TRABUCO HILLS HS,106,1st cu_M-,,1st cu_P-,,127,124,14BQ-106
7/25/2026,2:00 PM,5-6 v 7-8,TRABUCO HILLS HS,109,W91,,W97,,121,142,14BQ-109
7/25/2026,3:00 PM,5-6 v 7-8,TRABUCO HILLS HS,112,W94,,W100,,124,142,14BQ-112
7/25/2026,4:00 PM,9-12 semi,TRABUCO HILLS HS,115,L97,,L91,,133,136,14BQ-115
7/25/2026,5:00 PM,9-12 semi,TRABUCO HILLS HS,118,L100,,L94,,133,136,14BQ-118
7/25/2026,6:00 PM,Play-in,TRABUCO HILLS HS,121,L103,,W109,,127,139,14BQ-121
7/25/2026,7:00 PM,Play-in,TRABUCO HILLS HS,124,L106,,W112,,130,139,14BQ-124
,,,,,,,,,,,
Day 4,,,,,,,,,,,
7/26/2026,,,,,,,,,,,
,,,VILLA PARK HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,semi,VILLA PARK HS,131,W104,,W119,,146,145,14BQ-131
7/26/2026,8:00 AM,semi,VILLA PARK HS,132,W101,,W122,,146,145,14BQ-132
7/26/2026,9:00 AM,7th,VILLA PARK HS,140,L107,,L110,,ni_7th,ni_8th,14BQ-140
7/26/2026,10:00 AM,5th,VILLA PARK HS,141,L119,,L122,,ni_5th,ni_6th,14BQ-141
7/26/2026,11:00 AM,3rd,VILLA PARK HS,145,L131,,L132,,ni_3rd,ni_4th,14BQ-145
7/26/2026,12:00 PM,1st,VILLA PARK HS,146,W131,,W132,,ni_1st,ni_2nd,14BQ-146
,,,,,,,,,,,
,,,TRABUCO HILLS HS,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,21-24 RR,TRABUCO HILLS HS,125,3rd ni_T-,,3rd ni_U-,,,,14BQ-125
7/26/2026,8:00 AM,17th,TRABUCO HILLS HS,129,W117,,W123,,ni_17th,ni_18th,14BQ-129
7/26/2026,9:00 AM,19th,TRABUCO HILLS HS,128,L117,,L123,,ni_19th,ni_20th,14BQ-128
7/26/2026,10:00 AM,9th,TRABUCO HILLS HS,138,W113,,W116,,ni_9th,ni_10th,14BQ-138
7/26/2026,11:00 AM,11th,TRABUCO HILLS HS,137,L113,,L116,,ni_11th,ni_12th,14BQ-137
,,,,,,,,,,,
,,,PORTOLA HS 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,semi,PORTOLA HS 2,127,W106,,W121,,144,143,14BQ-127
7/26/2026,8:00 AM,semi,PORTOLA HS 2,130,W103,,W124,,144,143,14BQ-130
7/26/2026,9:00 AM,7th,PORTOLA HS 2,142,L109,,L112,,cu_7th,cu_8th,14BQ-142
7/26/2026,10:00 AM,5th,PORTOLA HS 2,139,L121,,L124,,cu_5th,cu_6th,14BQ-139
7/26/2026,11:00 AM,3rd,PORTOLA HS 2,143,L127,,L130,,cu_3rd,cu_4th,14BQ-143
7/26/2026,12:00 PM,1st,PORTOLA HS 2,144,W127,,W130,,cu_1st,cu_2nd,14BQ-144
,,,,,,,,,,,
,,,SADDLEBACK COLLEGE 2,,,,,,,,
Date,Time,Type,Location,Gm #,White,S,Dark,S,W to #,L to #,GMID
7/26/2026,7:00 AM,21-24 RR,SADDLEBACK COLLEGE 2,126,3rd ni_R-,,3rd ni_S-,,,,14BQ-126
7/26/2026,8:00 AM,9th,SADDLEBACK COLLEGE 2,133,W115,,W118,,cu_9th,cu_10th,14BQ-133
7/26/2026,9:00 AM,11th,SADDLEBACK COLLEGE 2,136,L115,,L118,,cu_11th,cu_12th,14BQ-136
7/26/2026,10:00 AM,13th,SADDLEBACK COLLEGE 2,135,W114,,W120,,ni_13th,ni_14th,14BQ-135
7/26/2026,11:00 AM,15th,SADDLEBACK COLLEGE 2,134,L114,,L120,,ni_15th,ni_16th,14BQ-134
,,,,,,,,,,,
ni_Place,,cu_Place,,,,,,,,,
1st,W146,1st,W144,,,,,,,,
2nd,L146,2nd,L144,,,,,,,,
3rd,W145,3rd,W143,,,,,,,,
4th,L145,4th,L143,,,,,,,,
5th,W141,5th,W139,,,,,,,,
6th,L141,6th,L139,,,,,,,,
7th,W140,7th,W142,,,,,,,,
8th,L140,8th,L142,,,,,,,,
9th,W138,9th,W133,,,,,,,,
10th,L138,10th,L133,,,,,,,,
11th,W137,11th,W136,,,,,,,,
12th,L137,12th,L136,,,,,,,,
13th,W135,,,,,,,,,,
14th,L135,,,,,,,,,,
15th,W134,,,,,,,,,,
16th,L134,,,,,,,,,,
17th,W129,,,,,,,,,,
18th,L129,,,,,,,,,,
19th,W128,,,,,,,,,,
20th,L128,,,,,,,,,,
21st,,,,,,,,,,,
22nd,,,,,,,,,,,
23rd,,,,,,,,,,,
24th,,,,,,,,,,,
