DATE,TIME,LOCATION,GAME#,WHITE,S,DARK,S,COMMENTS,DIVISION
19-Jun,8:00 AM,JSERRA CHS,16GD101,A1-STANFORD,11,A3-680,7,"A bracket A1,A3",16U_GIRLS_D1
19-Jun,8:00 AM,WOOLLETT NEAR RIGHT,16GD102,E1-MERIDIAN,8,E3-NORCO,9,"E bracket E1,E3",16U_GIRLS_D1
19-Jun,9:00 AM,JSERRA CHS,16GD103,D1-LEGACY,13,D3-PATRIOT,22,"D bracket D1,D3",16U_GIRLS_D1
19-Jun,9:00 AM,WOOLLETT NEAR RIGHT,16GD104,H1-CLUB DAYGO,9,H3-CIU,6,"H bracket H1,H3",16U_GIRLS_D1
19-Jun,10:00 AM,JSERRA CHS,16GD105,B1-MISSION,14,B3-REGENCY,11,"B bracket B1,B3",16U_GIRLS_D1
19-Jun,10:00 AM,WOOLLETT NEAR RIGHT,16GD106,F1-RANCHO TSUNAMI,12,F3-ASPHALT GREEN,6,"F bracket F1,F3",16U_GIRLS_D1
19-Jun,11:00 AM,JSERRA CHS,16GD107,C1-SANTA CRUZ,16,C3-GREENWICH,12,"C bracket C1,C3",16U_GIRLS_D1
19-Jun,11:00 AM,WOOLLETT NEAR RIGHT,16GD108,G1-ARROYO GRANDE,10,G3-LAMORINDA B,4,"G bracket G1,G3",16U_GIRLS_D1
19-Jun,12:00 PM,JSERRA CHS,16GD109,A2-SANTA BARBARA,13,A3-680,4,"A bracket A2,A3",16U_GIRLS_D1
19-Jun,12:00 PM,WOOLLETT NEAR RIGHT,16GD110,E2-SAN DIEGO SHORES,12,E3-NORCO,10,"E bracket E2,E3",16U_GIRLS_D1
19-Jun,1:00 PM,JSERRA CHS,16GD111,D2-SHAQ,9,D3-PATRIOT,13,"D bracket D2,D3",16U_GIRLS_D1
19-Jun,1:00 PM,WOOLLETT NEAR RIGHT,16GD112,H2-DIABLO ALLIANCE,11,H3-CIU,8,"H bracket H2,H3",16U_GIRLS_D1
19-Jun,2:00 PM,JSERRA CHS,16GD113,B1-MISSION,16,B2-LAMORINDA A,10,"B bracket B1,B2",16U_GIRLS_D1
19-Jun,2:00 PM,WOOLLETT NEAR RIGHT,16GD114,F2-CLOVIS,15,F3-ASPHALT GREEN,10,"F bracket F2,F3",16U_GIRLS_D1
19-Jun,3:00 PM,JSERRA CHS,16GD115,C2-NEWPORT BEACH,13,C3-GREENWICH,9,"C bracket C2,C3",16U_GIRLS_D1
19-Jun,3:00 PM,WOOLLETT NEAR RIGHT,16GD116,G2-SOUTH COAST,17,G3-LAMORINDA B,5,"G bracket G2,G3",16U_GIRLS_D1
19-Jun,4:00 PM,JSERRA CHS,16GD117,A1-STANFORD,4,A2-SANTA BARBARA,13,"A bracket A1,A2",16U_GIRLS_D1
19-Jun,4:00 PM,WOOLLETT NEAR RIGHT,16GD118,E1-MERIDIAN,9,E2-SAN DIEGO SHORES,7,"E bracket E1,E2",16U_GIRLS_D1
19-Jun,5:00 PM,JSERRA CHS,16GD119,D1-LEGACY,8,D2-SHAQ,10,"D bracket D1,D2",16U_GIRLS_D1
19-Jun,5:00 PM,WOOLLETT NEAR RIGHT,16GD120,H1-CLUB DAYGO,9,H2-DIABLO ALLIANCE,11,"H bracket H1,H2",16U_GIRLS_D1
19-Jun,6:00 PM,JSERRA CHS,16GD121,B2-LAMORINDA A,8,B3-REGENCY,10,"B bracket B2,B3",16U_GIRLS_D1
19-Jun,6:00 PM,WOOLLETT NEAR RIGHT,16GD122,F1-RANCHO TSUNAMI,9,F2-CLOVIS,6,"F bracket F1,F2",16U_GIRLS_D1
19-Jun,7:00 PM,JSERRA CHS,16GD123,C1-SANTA CRUZ,10,C2-NEWPORT BEACH,9,"C bracket C1,C2",16U_GIRLS_D1
19-Jun,7:00 PM,WOOLLETT NEAR RIGHT,16GD124,G1-ARROYO GRANDE,7,G2-SOUTH COAST,11,"G bracket G1,G2",16U_GIRLS_D1
