DATE,TIME,LOCATION,GAME#,WHITE,S,DARK,S,COMMENTS,DIVISION
20-Jun,8:00 AM,WOOLLETT NEAR RIGHT,16GD125,3rdA-680,10.4,1stH-DIABLO ALLIANCE,10.5,Cross1 9v16,16U_GIRLS_D1
20-Jun,8:00 AM,CHAPMAN UNIVERSITY,16GD126,K1(2ndE)-SAN DIEGO SHORES,12,K4(2ndH)-CLUB DAYGO,8,"17-20 RR K1,K4",16U_GIRLS_D1
20-Jun,9:00 AM,WOOLLETT NEAR RIGHT,16GD127,3rdD-LEGACY,8,1stE-MERIDIAN,15,Cross4 12v13,16U_GIRLS_D1
20-Jun,9:00 AM,CHAPMAN UNIVERSITY,16GD128,K2(2ndF)-CLOVIS,4,K3(2ndG)-ARROYO GRANDE,10,"17-20 RR K2,K3",16U_GIRLS_D1
20-Jun,10:00 AM,WOOLLETT NEAR RIGHT,16GD129,3rdB-LAMORINDA A,6,1stG-SOUTH COAST,9,Cross2 10v15,16U_GIRLS_D1
20-Jun,10:00 AM,CHAPMAN UNIVERSITY,16GD130,M1(3rdE)-NORCO,8,M4(3rdH)-CIU,7,"21-24 RR M1,M4",16U_GIRLS_D1
20-Jun,11:00 AM,WOOLLETT NEAR RIGHT,16GD131,3rdC-GREENWICH,10,1stF-RANCHO TSUNAMI,14,Cross3 11v14,16U_GIRLS_D1
20-Jun,11:00 AM,CHAPMAN UNIVERSITY,16GD132,M2(3rdF)-ASPHALT GREEN,15,M3(3rdG)-LAMORINDA B,14,"21-24 RR M2,M3",16U_GIRLS_D1
20-Jun,12:00 PM,WOOLLETT NEAR RIGHT,16GD133,2ndB-REGENCY,16,W#Cross1-DIABLO ALLIANCE,9,Playin3,16U_GIRLS_D1
20-Jun,12:00 PM,CHAPMAN UNIVERSITY,16GD134,K1(2ndE)-SAN DIEGO SHORES,12,K3(2ndG)-ARROYO GRANDE,10,"17-20 RR K1,K3",16U_GIRLS_D1
20-Jun,1:00 PM,WOOLLETT NEAR RIGHT,16GD135,2ndC-NEWPORT BEACH,7,W#Cross4-MERIDIAN,9,Playin2,16U_GIRLS_D1
20-Jun,1:00 PM,CHAPMAN UNIVERSITY,16GD136,K2(2ndF)-CLOVIS,8,K4(2ndH)-CLUB DAYGO,13,"17-20 RR K2,K4",16U_GIRLS_D1
20-Jun,2:00 PM,WOOLLETT NEAR RIGHT,16GD137,2ndA-STANFORD,11,W#Cross2-SOUTH COAST,6,Playin4,16U_GIRLS_D1
20-Jun,2:00 PM,CHAPMAN UNIVERSITY,16GD138,M1(3rdE)-NORCO,12,M3(3rdG)-LAMORINDA B,8,"21-24 RR M1,M3",16U_GIRLS_D1
20-Jun,3:00 PM,WOOLLETT NEAR RIGHT,16GD139,2ndD-SHAQ,10,W#Cross3-RANCHO TSUNAMI,6,Playin1,16U_GIRLS_D1
20-Jun,3:00 PM,CHAPMAN UNIVERSITY,16GD140,M2(3rdF)-ASPHALT GREEN,12,M4(3rdH)-CIU,8,"21-24 RR M2,M4",16U_GIRLS_D1
20-Jun,4:00 PM,WOOLLETT NEAR RIGHT,16GD141,1stD-PATRIOT,6,W#Playin3-REGENCY,8,QF1,16U_GIRLS_D1
20-Jun,4:00 PM,CHAPMAN UNIVERSITY,16GD142,J1(L#Cross1)-680,11,J4(L#Cross4)-LEGACY,8,13-16 semi 16v13,16U_GIRLS_D1
20-Jun,5:00 PM,WOOLLETT NEAR RIGHT,16GD143,1stA-SANTA BARBARA,13,W#Playin2-MERIDIAN,1,QF2,16U_GIRLS_D1
20-Jun,5:00 PM,CHAPMAN UNIVERSITY,16GD144,J2(L#Cross2)-LAMORINDA A,12,J3(L#Cross3)-GREENWICH,15,13-16 semi 15v14,16U_GIRLS_D1
20-Jun,6:00 PM,WOOLLETT NEAR RIGHT,16GD145,1stC-SANTA CRUZ,10,W#Playin4-STANFORD,13,QF3,16U_GIRLS_D1
20-Jun,7:00 PM,WOOLLETT NEAR RIGHT,16GD146,1stB-MISSION,14,W#Playin1-SHAQ,5,QF4,16U_GIRLS_D1
21-Jun,8:00 AM,WOOLLETT LEFT,16GD147,W#QF2-SANTA BARBARA,9,W#QF1-REGENCY,6,Semi1 1v4,16U_GIRLS_D1
21-Jun,8:00 AM,CHAPMAN UNIVERSITY,16GD149,N1(L#Playin3)-DIABLO ALLIANCE,9,N4(L#Playin2)-NEWPORT BEACH,8,9th-12th semi 9v12,16U_GIRLS_D1
21-Jun,9:00 AM,WOOLLETT LEFT,16GD150,W#QF4-MISSION,9,W#QF3-STANFORD,3,Semi2 2v3,16U_GIRLS_D1
21-Jun,9:00 AM,CAPISTRANO VALLEY HS,16GD151,W#J1/J4-680,12.4,W#J2/J3-GREENWICH,12.5,13th,16U_GIRLS_D1
21-Jun,9:00 AM,CHAPMAN UNIVERSITY,16GD152,N2(L#Playin4)-SOUTH COAST,13,N3(L#Playin1)-RANCHO TSUNAMI,11,9th-12th semi 10v11,16U_GIRLS_D1
21-Jun,10:00 AM,CAPISTRANO VALLEY HS,16GD153,L#J2/J3-LAMORINDA A,10,L#J1/J4-LEGACY,5,15th,16U_GIRLS_D1
21-Jun,10:00 AM,CHAPMAN UNIVERSITY,16GD154,P1(L#QF4)-SHAQ,13,P4(L#QF3)-SANTA CRUZ,14,5th-8th semi 5v8,16U_GIRLS_D1
21-Jun,11:00 AM,CHAPMAN UNIVERSITY,16GD156,P2(L#QF2)-MERIDIAN,8,P3(L#QF1)-PATRIOT,9,5th-8th semi 6v7,16U_GIRLS_D1
21-Jun,12:00 PM,CAPISTRANO VALLEY HS,16GD155,K1(2ndE)-SAN DIEGO SHORES,13,K2(2ndF)-CLOVIS,6,"17-20 RR K1,K2",16U_GIRLS_D1
21-Jun,12:00 PM,CHAPMAN UNIVERSITY,16GD159,W#N1/N4-DIABLO ALLIANCE,10,W#N2/N3-SOUTH COAST,15,9th,16U_GIRLS_D1
21-Jun,1:00 PM,CAPISTRANO VALLEY HS,16GD158,K3(2ndG)-ARROYO GRANDE,10,K4(2ndH)-CLUB DAYGO,11,"17-20 RR K3,K4",16U_GIRLS_D1
21-Jun,1:00 PM,CHAPMAN UNIVERSITY,16GD162,L#N1/N4-NEWPORT BEACH,15,L#N2/N3-RANCHO TSUNAMI,10,11th,16U_GIRLS_D1
21-Jun,1:20 PM,WOOLLETT LEFT,16GD160,W#Semi1-SANTA BARBARA,11,W#Semi2-MISSION,7,1st,16U_GIRLS_D1
21-Jun,2:00 PM,CAPISTRANO VALLEY HS,16GD161,M1(3rdE)-NORCO,10,M2(3rdF)-ASPHALT GREEN,5,"21-24 RR M1,M2",16U_GIRLS_D1
21-Jun,2:00 PM,CHAPMAN UNIVERSITY,16GD163,W#P1/P4-SANTA CRUZ,14,W#P2/P3-PATRIOT,13,5th,16U_GIRLS_D1
21-Jun,3:00 PM,CAPISTRANO VALLEY HS,16GD148,M3(3rdG)-LAMORINDA B,10,M4(3rdH)-CIU,15,"21-24 RR M3,M4",16U_GIRLS_D1
21-Jun,3:00 PM,WOOLLETT NEAR RIGHT,16GD157,L#Semi1-REGENCY,6,L#Semi2-STANFORD,9,3rd,16U_GIRLS_D1
21-Jun,3:00 PM,CHAPMAN UNIVERSITY,16GD164,L#P2/P3-MERIDIAN,14,L#P1/P4-SHAQ,8,7th,16U_GIRLS_D1
