Division 2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,9:30 AM,26,B1 - Greenwich,B2 - NSD Stars,15,4,9:30 AM,42,E2 - Temple City,E3 - Foothill Red,8,8,9:30 AM,58,J1 - North Irvine,J3 - Santa Cruz,20,6,,ORWP,San Clemente,North Irvine,Newport
,,10:15 AM,27,D1 - SOCAL,D3 - CC United Blue,8,2,10:15 AM,43,G1 - SJ Express,G3 - CV Premier,12,1,10:15 AM,59,H1 - CC United Black,H2 - CDM,12,12,,,,,
,,11:00 AM,28,M1 - Mission,M3 - ORWP,11,3,11:00 AM,44,Q1 - OCWPC Blue,Q3 - 908,8,8,11:00 AM,60,U1 - YOLO Black,U3 - Lamorinda Gold,6,3,,Q,R,S,T
,,11:45 AM,29,P1 - SD Dons Black,P2 - Patriot Navy,6,6,11:45 AM,45,T1 - Santa Barbara,T2 - Davis,4,9,11:45 AM,61,X1 - LA Premier,X3 - LACUWP,8,6,,OCWPC Blue,La Jolla United,Los Al Opal,Santa Barbara
,,12:30 PM,30,O1 - Greenwich,O3 - North Irvine,9,4,12:30 PM,46,S1 - Los Al Opal,S3 - SD Shores,11,10,12:30 PM,62,W1 - NSD Stars,W3 - Santa Cruz,11,4,,CDM,Foothill Red,Rose Bowl Red,Davis
,,1:15 PM,31,N1 - SOCAL,N2 - Stanford,2,12,1:15 PM,47,R1 - La Jolla United,R2 - Foothill Red,9,4,1:15 PM,63,V1 - CC United Blue,V2 - Temple City,8,13,,908,Tsunami Blue,SD Shores,Lamorinda Blue
,,2:00 PM,32,M2 - CC United Black,M3 - ORWP,8,6,2:00 PM,48,Q2 - CDM,Q3 - 908,7,8,2:00 PM,64,U2 - Commerce,U3 - Lamorinda Gold,8,4,,,,,
,,2:45 PM,33,P2 - Patriot Navy,P3 - Newport,5,9,2:45 PM,49,T2 - Davis,T3 - Lamorinda Blue,6,10,2:45 PM,65,X2 - Carlsbad,X3 - LACUWP,11,8,,U,V,W,X
,,3:30 PM,34,N2 - Stanford,N3 - San Clemente,9,3,3:30 PM,50,R2 - Foothill Red,R3 - Tsunami Blue,3,12,3:30 PM,66,W2 - CV Premier,W3 - Santa Cruz,5,15,,YOLO Black,CC United Blue,NSD Stars,LA Premier
,,4:15 PM,35,O2 - SJ Express,O3 - North Irvine,13,19,4:15 PM,51,S2 - Rose Bowl Red,S3 - SD Shores,11,7,4:15 PM,67,V2 - Temple City,V3 - Carmel WPC,12,0,,Commerce,Temple City,CV Premier,Carlsbad
,,5:00 PM,36,M1 - Mission,M2 - CC United Black,12,7,5:00 PM,52,Q1 - OCWPC Blue,Q2 - CDM,5,11,5:00 PM,68,U1 - YOLO Black,U2 - Commerce,6,3,,Lamorinda Gold,Carmel WPC,Santa Cruz,LACUWP
,,5:45 PM,37,P1 - SD Dons Black,P3 - Newport,3,10,5:45 PM,53,T1 - Santa Barbara,T3 - Lamorinda Blue,8,6,5:45 PM,69,X1 - LA Premier,X2 - Carlsbad,10,8,,,,,
,,6:30 PM,38,N1 - SOCAL,N3 - San Clemente,6,7,6:30 PM,54,R1 - La Jolla United,R3 - Tsunami Blue,4,7,6:30 PM,70,V1 - CC United Blue,V3 - Carmel WPC,17,2,,,,,
,,7:15 PM,39,O1 - Greenwich,O2 - SJ Express,15,8,7:15 PM,55,S1 - Los Al Opal,S2 - Rose Bowl Red,4,7,7:15 PM,71,W1 - NSD Stars,W2 - CV Premier,13,5,,Y semi,Z semi,AA 5-8,BB 5-8
,,,,,,,,,,,,,,,,,,,,,Mission,Greenwich,CC United Black,North Irvine
,,"SUNDAY, MAY 3 @ LOMA VERDE 1",,,,,,"SUNDAY, MAY 3 @ LOMA VERDE 2",,,,,,"SUNDAY, MAY 3 @ LOMA VERDE 3",,,,,,,Stanford,Newport,San Clemente,Patriot Navy
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,CC 9-12,DD 9-12,EE 13-16,FF 13-16
,,8:00 AM,73,CC United Black,San Clemente,10,6,8:00 AM,81,908,Tsunami Blue,6,11,8:00 AM,88,Commerce,CC United Blue,8,2,,ORWP,SJ Express,908,Rose Bowl Red
,,8:45 AM,74,North Irvine,Patriot Navy,11,4,8:45 AM,82,Rose Bowl Red,Lamorinda Blue,8,7,8:45 AM,89,Santa Cruz,Carlsbad,5,8,,SOCAL,SD Dons Black,Tsunami Blue,Lamorinda Blue
,,9:30 AM,75,ORWP,SOCAL,7,10,9:30 AM,83,CDM,La Jolla United,5,7,9:30 AM,90,Lamorinda Gold,Carmel WPC,18,2,,,,,
,,10:15 AM,76,SJ Express,SD Dons Black,10,5,10:15 AM,84,Los Al Opal,Davis,6,12,10:15 AM,91,CV Premier,LACUWP,8,9,,GG 17-20,HH 17-20,II 21-24,JJ 21-24
,7th,11:00 AM,77,San Clemente,Patriot Navy,7,4,11:00 AM,85,OCWPC Blue,Foothill Red,11,9,11:00 AM,92,YOLO Black,Temple City,6,9,,CDM,Los Al Opal,OCWPC Blue,SD Shores
,5th,11:45 AM,78,CC United Black,North Irvine,7,13,11:45 AM,86,SD Shores,Santa Barbara,15,13,11:45 AM,93,NSD Stars,LA Premier,4,7,,La Jolla United,Davis,Foothill Red,Santa Barbara
,9th,12:30 PM,79,SOCAL,SJ Express,5,14,12:30 PM,87,Tsunami Blue,Rose Bowl Red,9,8,12:30 PM,94,908,Lamorinda Blue,12,8,,,,,
,11th,1:15 PM,80,ORWP,SD Dons Black,,,,,,,,,,,,,,,,KK 25-28,LL 25-28,MM 29-32,NN 29-32
,,"SUNDAY, MAY 3 @ SOUTHWESTERN COLLEGE 3",,,,,,,,,,,,,,,,,,,YOLO Black,NSD Stars,Commerce,Santa Cruz
,,,,,,,,,,,,,,,,,,,,,Temple City,LA Premier,CC United Blue,Carlsbad
,,,,White,Dark,Score,Score,,,,,,,,,,,,,,,,,
,semi,9:30 AM,95,Mission,Stanford,14,5,,,,,,,,,,,,,,OO 33-36,PP 33-36,,
,semi,10:15 AM,96,Greenwich,Newport,6,4,,,,,,,,,,,,,,Lamorinda Gold,CV Premier,,
,3rd,2:15 PM,97,Stanford,Newport,7,2,,,,,,,,,,,,,,Carmel WPC,LACUWP,,
,1st,3:05 PM,98,Mission,Greenwich,3,5,,,,,,,,,,,,,,,,,
