Division 2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,A,B,C,D
,,"FRIDAY, MAY 1 @ NED BAUMER 1",,,,,,"FRIDAY, MAY 1 @ NED BAUMER 2",,,,,,"FRIDAY, MAY 1 @ ALLIED GARDENS POOL",,,,,,,SD Dons Gold,San Mateo,San Clem Black,Mission B
,,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,Shore Aquatics,ECA,La Jolla United B,San Jose WPF
,,3:00 PM,1,C2 - La Jolla United B,C3 - OCWPC,12,6,3:00 PM,9,D1 - Mission B,D3 - North Irvine Red,12,4,3:00 PM,17,J1 - Stanford Black,J3 - San Clem White,20,3,,YOLO Yellow,Laguna Beach,OCWPC,North Irvine Red
,,3:45 PM,2,B2 - ECA,B3 - Laguna Beach,16,9,3:45 PM,10,F1 - Greenwich White,F3 - NSD Stars B,23,4,3:45 PM,18,L1 - Newport White,L2 - Back Bay,12,10,,,,,
,,4:30 PM,3,A1 - SD Dons Gold,A2 - Shore Aquatics,5,12,4:30 PM,11,I1 - Patriot Red,I3 - Trilogy,10,9,4:30 PM,19,H1 - Elite,H2 - Titans,6,12,,E,F,G,H
,,5:15 PM,4,E2 - Foothill,E3 - NGen,10,12,5:15 PM,12,G2 - 908 Blue,G3 - Innis Arden,13,11,5:15 PM,20,K2 - Santa Barbara,K3 - Lamorinda C,10,5,,Sharks,Greenwich White,Norcal,Elite
,,6:00 PM,5,C1 - San Clem Black,C2 - La Jolla United B,14,2,6:00 PM,13,D2 - San Jose WPF,D3 - North Irvine Red,21,11,6:00 PM,21,J2 - South Coast Red,J3 - San Clem White,17,5,,Foothill,Tsunami Black,908 Blue,Titans
,,6:45 PM,6,B1 - San Mateo,B3 - Laguna Beach,12,3,6:45 PM,14,F1 - Greenwich White,F2 - Tsunami Black,19,6,6:45 PM,22,L1 - Newport White,L3 - CCWP,5,12,,NGen,NSD Stars B,Innis Arden,CC United White
,,7:30 PM,7,A1 - SD Dons Gold,A3 - YOLO Yellow,7,5,7:30 PM,15,I2 - CHAWP,I3 - Trilogy,7,7,7:30 PM,23,H2 - Titans,H3 - CC United White,9,10,,,,,
,,8:15 PM,8,E1 - Sharks,E3 - NGen,15,7,8:15 PM,16,G1 - Norcal,G2 - 908 Blue,17,10,8:15 PM,24,K1 - CDM White,K3 - Lamorinda C,15,5,,I,J,K,L
,,,,,,,,,,,,,,,,,,,,,Patriot Red,Stanford Black,CDM White,Newport White
,,,,,,,,,,,,,,,,,,,,,CHAWP,South Coast Red,Santa Barbara,Back Bay
,,"SATURDAY, MAY 2 @ NED BAUMER 1",,,,,,"SATURDAY, MAY 2 @ NED BAUMER 2",,,,,,"SATURDAY, MAY 2 @ ALLIED GARDENS POOL",,,,,,,Trilogy,San Clem White,Lamorinda C,CCWP
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,M,N,O,P
,,8:00 AM,24,A2 - Shore Aquatics,A3 - YOLO Yellow,17,3,8:00 AM,40,I1 - Patriot Red,I2 - CHAWP,11,5,8:00 AM,56,L2 - Back Bay,L3 - CCWP,11,14,,Shore Aquatics,Mission B,ECA,San Clem Black
,,8:45 AM,25,C1 - San Clem Black,C3 - OCWPC,18,4,8:45 AM,41,F2 - Tsunami Black,F3 - NSD Stars B,16,6,8:45 AM,57,J1 - Stanford Black,J2 - South Coast Red,12,10,,CC United White,Sharks,Norcal,Greenwich White
,,9:30 AM,26,B1 - San Mateo,B2 - ECA,6,7,9:30 AM,42,E1 - Sharks,E2 - Foothill,20,4,9:30 AM,58,K1 - CDM White,K2 - Santa Barbara,10,9,,Patriot Red,CCWP,Stanford Black,CDM White
,,10:15 AM,27,D1 - Mission B,D2 - San Jose WPF,15,10,10:15 AM,43,G1 - Norcal,G3 - Innis Arden,10,11,10:15 AM,59,H1 - Elite,H3 - CC United White,3,16,,"1st G based on fewest goals allowed, 2nd based on head to head oof remaining teams",,,
,,11:00 AM,28,M1 - Shore Aquatics,M3 - Patriot Red,3,7,11:00 AM,44,Q1 - SD Dons Gold,Q3 - Trilogy,16,12,11:00 AM,60,U1 - YOLO Yellow,U3 - CHAWP,6,12,,Q,R,S,T
,,11:45 AM,29,P1 - San Clem Black,P2 - Greenwich White,12,5,11:45 AM,45,T1 - La Jolla United B,T2 - Tsunami Black,14,9,11:45 AM,61,X1 - OCWPC,X3 - Lamorinda C,11,7,,SD Dons Gold,San Jose WPF,San Mateo,La Jolla United B
,,12:30 PM,30,O1 - ECA,O3 - Stanford Black,5,7,12:30 PM,46,S1 - San Mateo,S3 - South Coast Red,3,6,12:30 PM,62,W1 - Laguna Beach,W3 - San Clem White,12,7,,Titans,NGen,908 Blue,Tsunami Black
,,1:15 PM,31,N1 - Mission B,N2 - Sharks,17,6,1:15 PM,47,R1 - San Jose WPF,R2 - NGen,21,9,1:15 PM,63,V1 - North Irvine Red,V2 - Foothill,12,5,,Trilogy,Newport White,South Coast Red,Santa Barbara
,,2:00 PM,32,M2 - CC United White,M3 - Patriot Red,4,12,2:00 PM,48,Q2 - Titans,Q3 - Trilogy,6,9,2:00 PM,64,U2 - Elite,U3 - CHAWP,7,12,,,,,
,,2:45 PM,33,P2 - Greenwich White,P3 - CDM White,13,7,2:45 PM,49,T2 - Tsunami Black,T3 - Santa Barbara,9,8,2:45 PM,65,X2 - NSD Stars B,X3 - Lamorinda C,13,12,,U,V,W,X
,,3:30 PM,34,O2 - Norcal,O3 - Stanford Black,8,14,3:30 PM,50,S2 - 908 Blue,S3 - South Coast Red,7,13,3:30 PM,66,W2 - Innis Arden,W3 - San Clem White,14,6,,YOLO Yellow,North Irvine Red,Laguna Beach,OCWPC
,,4:15 PM,35,N2 - Sharks,N3 - CCWP,6,11,4:15 PM,51,R2 - NGen,R3 - Newport White,1,21,4:15 PM,67,V2 - Foothill,V3 - Back Bay,8,9,,Elite,Foothill,Innis Arden,NSD Stars B
,,5:00 PM,36,M1 - Shore Aquatics,M2 - CC United White,12,8,5:00 PM,52,Q1 - SD Dons Gold,Q2 - Titans,5,4,5:00 PM,68,U1 - YOLO Yellow,U2 - Elite,9,6,,CHAWP,Back Bay,San Clem White,Lamorinda C
,,5:45 PM,37,P1 - San Clem Black,P3 - CDM White,21,6,5:45 PM,53,T1 - La Jolla United B,T3 - Santa Barbara,12,1,5:45 PM,69,X1 - OCWPC,X2 - NSD Stars B,23,5,,,,,
,,6:30 PM,38,O1 - ECA,O2 - Norcal,14,7,6:30 PM,54,S1 - San Mateo,S2 - 908 Blue,16,6,6:30 PM,70,W1 - Laguna Beach,W2 - Innis Arden,6,11,,,,,
,,7:15 PM,39,N1 - Mission B,N3 - CCWP,20,10,7:15 PM,55,R1 - San Jose WPF,R3 - Newport White,17,10,7:15 PM,71,V1 - North Irvine Red,V3 - Back Bay,9,12,,Y semi,Z semi,AA 5-8,BB 5-8
,,,,,,,,,,,,,,,,,,,,,Patriot Red,Stanford Black,Shore Aquatics,ECA
,,"SUNDAY, MAY 3 @ NED BAUMER 1",,,,,,"SUNDAY, MAY 3 @ NED BAUMER 2",,,,,,"SUNDAY, MAY 3 @ ALLIED GARDENS POOL",,,,,,,Mission B,San Clem Black,CCWP,Greenwich White
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,CC 9-12,DD 9-12,EE 13-16,FF 13-16
,,8:00 AM,73,Shore Aquatics,CCWP,6,16,8:00 AM,81,SD Dons Gold,San Jose WPF,6,14,8:00 AM,89,CHAWP,Back Bay,7,13,,CC United White,Norcal,SD Dons Gold,South Coast Red
,,8:45 AM,74,ECA,Greenwich White,10,11,8:45 AM,82,South Coast Red,La Jolla United B,14,6,8:45 AM,90,Innis Arden,OCWPC,16,9,,Sharks,CDM White,San Jose WPF,La Jolla United B
,,9:30 AM,75,CC United White,Sharks,4,11,9:30 AM,83,Trilogy,Newport White,9,6,9:30 AM,91,YOLO Yellow,North Irvine Red,7,8,,,,,
,,10:15 AM,76,Norcal,CDM White,6,4,10:15 AM,84,San Mateo,Tsunami Black,17,6,10:15 AM,92,Laguna Beach,NSD Stars B,14,2,,GG 17-20,HH 17-20,II 21-24,JJ 21-24
,7th,11:00 AM,77,Shore Aquatics,ECA,9,13,11:00 AM,85,Titans,NGen,14,4,11:00 AM,93,Elite,Foothill,3,9,,Trilogy,San Mateo,Titans,908 Blue
,5th,11:45 AM,78,CCWP,Greenwich White,13,11,11:45 AM,86,908 Blue,Santa Barbara,12,11,11:45 AM,94,San Clem White,Lamorinda C,13,7,,Newport White,Tsunami Black,NGen,Santa Barbara
,9th,12:30 PM,79,Sharks,Norcal,15,9,12:30 PM,87,San Jose WPF,South Coast Red,8,10,,,,,,,,,,,
,11th,1:15 PM,80,CC United White,CDM White,6,7,1:15 PM,88,SD Dons Gold,La Jolla United B,5,11,,,,,,,,KK 25-28,LL 25-28,MM 29-32,NN 29-32
,,"SUNDAY, MAY 3 @ SOUTHWESTERN COLLEGE 3",,,,,,,,,,,,,,,,,,,CHAWP,Innis Arden,YOLO Yellow,Laguna Beach
,,,,,,,,,,,,,,,,,,,,,Back Bay,OCWPC,North Irvine Red,NSD Stars B
,,,,White,Dark,Score,Score,,,,,,,,,,,,,,,,,
,semi,11:00 AM,95,Patriot Red,Mission B,2,9,,,,,,,,,,,,,,OO 33-36,PP 33-36,,
,semi,11:45 AM,96,Stanford Black,San Clem Black,4,7,,,,,,,,,,,,,,Elite,San Clem White,,
,3rd,3:55 PM,97,Patriot Red,Stanford Black,2,4,,,,,,,,,,,,,,Foothill,Lamorinda C,,
,1st,4:45 PM,98,Mission B,San Clem Black,6,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Division 1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,A,B,C,D
,,"FRIDAY, MAY 1 @ LOMA VERDE AQUATIC CENTER 1",,,,,,"FRIDAY, MAY 1 @ LOMA VERDE AQUATIC CENTER 2",,,,,,"FRIDAY, MAY 1 @ LOMA VERDE AQUATIC CENTER 3",,,,,,,Mission,Greenwich,SD Dons Black,SOCAL
,,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,OCWPC Blue,NSD Stars,Santa Barbara,La Jolla United
,,3:00 PM,1,A1 - Mission,A2 - OCWPC Blue,17,1,3:00 PM,9,E1 - Stanford,E2 - Temple City,17,3,3:00 PM,17,I1 - 908,I2 - ORWP,7,7,,YOLO Black,Los Al Opal,LA Premier,CC United Blue
,,3:45 PM,2,B1 - Greenwich,B3 - Los Al Opal,21,4,3:45 PM,10,F1 - Patriot Navy,F3 - Carlsbad,12,6,3:45 PM,18,L1 - Tsunami Blue,L2 - San Clemente,3,10,,,,,
,,4:30 PM,3,C1 - SD Dons Black,C2 - Santa Barbara,7,1,4:30 PM,11,J1 - North Irvine,J2 - SD Shores,16,8,4:30 PM,19,H2 - CDM,H3 - Commerce,16,3,,E,F,G,H
,,5:15 PM,4,D1 - SOCAL,D2 - La Jolla United,10,3,5:15 PM,12,G2 - Rose Bowl Red,G3 - CV Premier,16,1,5:15 PM,20,K1 - Newport,K3 - LACUWP,17,2,,Stanford,Patriot Navy,SJ Express,CC United Black
,,6:00 PM,5,A1 - Mission,A3 - YOLO Black,12,5,6:00 PM,13,E1 - Stanford,E3 - Foothill Red,11,5,6:00 PM,21,I1 - 908,I3 - Lamorinda Gold,16,2,,Temple City,Davis,Rose Bowl Red,CDM
,,6:45 PM,6,B2 - NSD Stars,B3 - Los Al Opal,6,7,6:45 PM,14,F1 - Patriot Navy,F2 - Davis,15,7,6:45 PM,22,L1 - Tsunami Blue,L3 - Carmel WPC,19,0,,Foothill Red,Carlsbad,CV Premier,Commerce
,,7:30 PM,7,C2 - Santa Barbara,C3 - LA Premier,10,6,7:30 PM,15,J2 - SD Shores,J3 - Santa Cruz,13,8,7:30 PM,23,H1 - CC United Black,H3 - Commerce,19,3,,,,,
,,8:15 PM,8,D2 - La Jolla United,D3 - CC United Blue,12,4,8:15 PM,16,G1 - SJ Express,G2 - Rose Bowl Red,12,7,8:15 PM,24,K2 - Lamorinda Blue,K3 - LACUWP,21,3,,I,J,K,L
,,,,,,,,,,,,,,,,,,,,,908,North Irvine,Newport,Tsunami Blue
,,,,,,,,,,,,,,,,,,,,,ORWP,SD Shores,Lamorinda Blue,San Clemente
,,"SATURDAY, MAY 2 @ LOMA VERDE 1",,,,,,"SATURDAY, MAY 2 @ LOMA VERDE 2",,,,,,"SATURDAY, MAY 2 @ LOMA VERDE 3",,,,,,,Lamorinda Gold,Santa Cruz,LACUWP,Carmel WPC
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,,White,Dark,Score,Score,,M,N,O,P
,,8:00 AM,24,A2 - OCWPC Blue,A3 - YOLO Black,7,6,8:00 AM,40,I2 - ORWP,I3 - Lamorinda Gold,18,1,8:00 AM,56,L2 - San Clemente,L3 - Carmel WPC,19,1,,Mission,SOCAL,Greenwich,SD Dons Black
,,8:45 AM,25,C1 - SD Dons Black,C3 - LA Premier,6,2,8:45 AM,41,F2 - Davis,F3 - Carlsbad,8,5,8:45 AM,57,K1 - Newport,K2 - Lamorinda Blue,7,5,,CC United Black,Stanford,SJ Express,Patriot Navy
