DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
5-Oct,8:00 AM,COSTA MESA HS 1,14Bag24,N1(3rdD)-ROSE BOWL BLACK,2,N2(3rdE)-NSD STARS,16,13th-18th,14U_BOYS_SILVER
5-Oct,8:00 AM,ESTANCIA HS 1,14Bag26,K1(2ndC)-VANGUARD WHITE,8,K3(2ndA)-TSUNAMI BLACK,6,7th-12th,14U_BOYS_SILVER
5-Oct,8:40 AM,ALISO NIGUEL HS,14Bag21,H1(1stD)-LA CITY UNITED WATER POLO,12,H2(1stE)-LAMORINDA B,20,1st-6th,14U_BOYS_SILVER
5-Oct,9:30 AM,ALISO NIGUEL HS,14Bag23,J1(2ndF)-BOA,5,J2(2ndE)-NORTH IRVINE RED,19,7th-12th,14U_BOYS_SILVER
5-Oct,10:20 AM,ALISO NIGUEL HS,14Bag25,G1(1stA)-KERN PREMIER COED,12,G3(1stC)-PALOS VERDES B,4,1st-6th,14U_BOYS_SILVER
5-Oct,11:10 AM,ALISO NIGUEL HS,14Bag27,H1(1stD)-LA CITY UNITED WATER POLO,9,H3(1stF)-NORCAL TEAL,5,1st-6th,14U_BOYS_SILVER
5-Oct,11:10 AM,WOOLLETT NEAR RIGHT,14Bag32,K2(2ndB)-NBWP SILVER,13,K3(2ndA)-TSUNAMI BLACK,3,7th-12th,14U_BOYS_SILVER
5-Oct,11:10 AM,WOOLLETT NEAR LEFT,14Bag36,N2(3rdE)-NSD STARS,15,N3(3rdF)-SOUTH COAST BLUE,2,13th-18th,14U_BOYS_SILVER
5-Oct,12:00 PM,WOOLLETT NEAR RIGHT,14Bag28,M1(3rdA)-LA JOLLA UNITED WHITE,5,M3(3rdC)-SUPREME,15,13th-18th,14U_BOYS_SILVER
5-Oct,12:00 PM,ALISO NIGUEL HS,14Bag29,J1(2ndF)-BOA,17,J3(2ndD)-CDM WHITE,10,7th-12th,14U_BOYS_SILVER
5-Oct,12:50 PM,ALISO NIGUEL HS,14Bag31,G2(1stB)-SKIP COED,15,G3(1stC)-PALOS VERDES B,8,1st-6th,14U_BOYS_SILVER
5-Oct,1:40 PM,ALISO NIGUEL HS,14Bag33,H2(1stE)-LAMORINDA B,15,H3(1stF)-NORCAL TEAL,6,1st-6th,14U_BOYS_SILVER
5-Oct,2:30 PM,ALISO NIGUEL HS,14Bag35,J2(2ndE)-NORTH IRVINE RED,17,J3(2ndD)-CDM WHITE,5,7th-12th,14U_BOYS_SILVER
5-Oct,3:20 PM,WOOLLETT NEAR LEFT,14Bag20,K1(2ndC)-VANGUARD WHITE,4,K2(2ndB)-NBWP SILVER,13,7th-12th,14U_BOYS_SILVER
5-Oct,3:20 PM,ALISO NIGUEL HS,14Bag30,N1(3rdD)-ROSE BOWL BLACK,5,N3(3rdF)-SOUTH COAST BLUE,7,13th-18th,14U_BOYS_SILVER
5-Oct,4:10 PM,ALISO NIGUEL HS,14Bag37,2ndG-KERN PREMIER COED,5.3,2ndH-LA CITY UNITED WATER POLO,5.1,overall 3rd,14U_BOYS_SILVER
5-Oct,5:00 PM,WOOLLETT NEAR RIGHT,14Bag34,M2(3rdB)-SAN CLEMENTE BLACK,9,M3(3rdC)-SUPREME,8,13th-18th,14U_BOYS_SILVER
5-Oct,5:00 PM,ALISO NIGUEL HS,14Bag38,1stG-SKIP COED,10.4,1stH-LAMORINDA B,10.3,overall 1st,14U_BOYS_SILVER
