DATE,TIME,LOCATION,GAME ID,WHITE TEAM,S,DARK TEAM,S,COMMENTS,DIVISION
4-Oct,10:00 AM,TUSTIN HS 1,14Gpt01,A1-CDM PINK (A),8,A3-SHORE AQUATICS,10,"A bracket A1,A3",14U_GIRLS_PLATINUM
4-Oct,10:50 AM,TUSTIN HS 1,14Gpt02,B1-DEL MAR BLUE,9,B4-CDM NAVY (B),2,"B bracket B1,B4",14U_GIRLS_PLATINUM
4-Oct,11:40 AM,TUSTIN HS 1,14Gpt03,B2-CC UNITED BLACK,2,B3-LAGUNA BEACH,6,"B bracket B2,B3",14U_GIRLS_PLATINUM
4-Oct,1:20 PM,TUSTIN HS 1,14Gpt04,A1-CDM PINK (A),7,A2-680 RED,3,"A bracket A1,A2",14U_GIRLS_PLATINUM
4-Oct,2:10 PM,TUSTIN HS 1,14Gpt05,B1-DEL MAR BLUE,2,B3-LAGUNA BEACH,4,"B bracket B1,B3",14U_GIRLS_PLATINUM
4-Oct,3:00 PM,TUSTIN HS 1,14Gpt06,B2-CC UNITED BLACK,8,B4-CDM NAVY (B),1,"B bracket B2,B4",14U_GIRLS_PLATINUM
4-Oct,4:40 PM,TUSTIN HS 1,14Gpt07,A2-680 RED,6,A3-SHORE AQUATICS,4,"A bracket A2,A3",14U_GIRLS_PLATINUM
5-Oct,8:40 AM,TUSTIN HS 1,14Gpt08,B1-DEL MAR BLUE,6,B2-CC UNITED BLACK,1,"B bracket B1,B2",14U_GIRLS_PLATINUM
5-Oct,9:30 AM,TUSTIN HS 1,14Gpt09,B3-LAGUNA BEACH,7,B4-CDM NAVY (B),1,"B bracket B3,B4",14U_GIRLS_PLATINUM
5-Oct,12:00 PM,TUSTIN HS 1,14Gpt10,3rdA-SHORE AQUATICS,8,4thB-CDM NAVY (B),1,5th-7th,14U_GIRLS_PLATINUM
5-Oct,12:50 PM,TUSTIN HS 1,14Gpt11,1stA-CDM PINK (A),8,2ndB-DEL MAR BLUE,1,1-4 semi,14U_GIRLS_PLATINUM
5-Oct,1:40 PM,TUSTIN HS 1,14Gpt12,1stB-LAGUNA BEACH,9,2ndA-680 RED,5,1-4 semi,14U_GIRLS_PLATINUM
5-Oct,2:30 PM,TUSTIN HS 1,14Gpt13,3rdA-SHORE AQUATICS,8,3rdB-CC UNITED BLACK,3,5th-7th,14U_GIRLS_PLATINUM
5-Oct,4:10 PM,TUSTIN HS 1,14Gpt14,L#11-DEL MAR BLUE,10,L#12-680 RED,3,3rd,14U_GIRLS_PLATINUM
5-Oct,5:00 PM,TUSTIN HS 1,14Gpt15,W#11-CDM PINK (A),3,W#12-LAGUNA BEACH,2,1st,14U_GIRLS_PLATINUM
