"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","","","","","","","","","","","","","","","","","","","","","",""
"Thu, July 30","","","6-6-7-7","","","","","","","","","","","","","","","","","","","","","",""
"","","","Seeds","","","","","","","","","","","","","","","","","","","","","",""
"","","C","D","","","","","","","","","","","","","","","","","","","","","",""
"","","C1(3)-ROCKY MOUNTAIN WARRIORS","D1(4)-NEW HAVEN HYDRAS","","","","","","","","","","","","","","","","","","","","","",""
"","","C2(14)-SLAP GOLD","D2(13)-HOUSTON HYDRA","","","","","","","","","","","","","","","","","","","","","",""
"","","C3(19)-KRAKEN SATX","D3(20)-PAC","","","","","","","","","","","","","","","","","","","","","",""
"","","G","H","","","","","","","","","","","","","","","","","","","","","",""
"","","G1(7)-DYNAMO","H1(8)-ALAMO BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","G2(10)-STORM TORNADOES","H2(9)-BCWP","","","","","","","","","","","","","","","","","","","","","",""
"","","G3(23)-DAISY","H3(24)-LONGHORN","","","","","","","","","","","","","","","","","","","","","",""
"","","","H4(25)-LOWPO RED","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","16B","","","","","","","","","","","","","",""
"","","","LEWISVILLE ISD WESTSIDE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"30-Jul","7:30 AM","Group","LEWISVILLE ISD WESTSIDE 1","7","B1(2)-SOUTHSIDE","11","B3(18)-GLADIATORS BLACK","8","","","16B-007","","","","","","","","","","","","","",""
"30-Jul","8:20 AM","Group","LEWISVILLE ISD WESTSIDE 1","9","G1(7)-DYNAMO","16","G3(23)-DAISY","2","","","16B-009","","","","","","","","","","","","","",""
"30-Jul","9:10 AM","W/L H1/H4","LEWISVILLE ISD WESTSIDE 1","3","H1(8)-ALAMO BLACK","25","H4(25)-LOWPO RED","8","13","13A","16B-003","","","","","","","","","","","","","",""
"30-Jul","10:00 AM","Group","LEWISVILLE ISD WESTSIDE 1","15","B2(15)-NARROWS","3","B3(18)-GLADIATORS BLACK","10","","","16B-015","","","","","","","","","","","","","",""
"30-Jul","10:50 AM","Group","LEWISVILLE ISD WESTSIDE 1","17","G2(10)-STORM TORNADOES","23","G3(23)-DAISY","5","","","16B-017","","","","","","","","","","","","","",""
"30-Jul","11:40 AM","1st/2ndH","LEWISVILLE ISD WESTSIDE 1","13","W3-ALAMO BLACK","20","W5-BCWP","11","","pt_O3","16B-013","1st/2ndH","","","","","","","","","","","","",""
"30-Jul","12:30 PM","Group","LEWISVILLE ISD WESTSIDE 1","21","B1(2)-SOUTHSIDE","15","B2(15)-NARROWS","6","","","16B-021","","","","","","","","","","","","","",""
"30-Jul","1:20 PM","Group","LEWISVILLE ISD WESTSIDE 1","23","G1(7)-DYNAMO","7","G2(10)-STORM TORNADOES","20","","","16B-023","","","","","","","","","","","","","",""
"30-Jul","3:00 PM","Group","LEWISVILLE ISD WESTSIDE 2","18","C1(3)-ROCKY MOUNTAIN WARRIORS","15","C2(14)-SLAP GOLD","5","","","16B-018","","","","","","","","","","","","","",""
"30-Jul","3:50 PM","Cross","LEWISVILLE ISD WESTSIDE 1","27","2ndB-GLADIATORS BLACK","9","2ndG-DYNAMO","12","","au_O1","16B-027","","","","","","","","","","","","","",""
"","","","LEWISVILLE ISD WESTSIDE 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"30-Jul","7:30 AM","Group","LEWISVILLE ISD WESTSIDE 2","1","A1(1)-GLADIATORS GOLD","31","A3(17)-ZENITH ALL STARS","3","","","16B-001","","","","","","","","","","","","","",""
"30-Jul","8:20 AM","Group","LEWISVILLE ISD WESTSIDE 2","4","F1(6)-JUNGLE CAT","16","F3(22)-VIPER PIGEON BLACK","4","","","16B-004","","","","","","","","","","","","","",""
"30-Jul","9:10 AM","W/L H2/H3","LEWISVILLE ISD WESTSIDE 2","5","H2(9)-BCWP","12","H3(24)-LONGHORN","6","13","13A","16B-005","added game","","","","","","","","","","","","",""
"30-Jul","10:00 AM","Group","LEWISVILLE ISD WESTSIDE 2","11","A2(16)-VIPER PIGEON BLUE","12","A3(17)-ZENITH ALL STARS","5","","","16B-011","","","","","","","","","","","","","",""
"30-Jul","10:50 AM","Group","LEWISVILLE ISD WESTSIDE 2","12","F2(11)-CHICACO PARKS DISTRICT","8","F3(22)-VIPER PIGEON BLACK","3","","","16B-012","","","","","","","","","","","","","",""
"30-Jul","11:40 AM","3rd/4thH","LEWISVILLE ISD WESTSIDE 2","","L3-LOWPO RED","14","L5-LONGHORN","3","25","au_N3","16B-13A","3rd/4thH","","","","","","","","","","","","",""
"30-Jul","12:30 PM","Group","LEWISVILLE ISD WESTSIDE 2","19","A1(1)-GLADIATORS GOLD","18","A2(16)-VIPER PIGEON BLUE","5","","","16B-019","","","","","","","","","","","","","",""
"30-Jul","1:20 PM","Group","LEWISVILLE ISD WESTSIDE 2","20","F1(6)-JUNGLE CAT","10","F2(11)-CHICACO PARKS DISTRICT","6","","","16B-020","","","","","","","","","","","","","",""
"30-Jul","3:50 PM","Cross","LEWISVILLE ISD WESTSIDE 2","28","2ndD-NEW HAVEN HYDRAS","14","2ndE-LOWPO","13","","au_M1","16B-028","","","","","","","","","","","","","",""
"30-Jul","4:40 PM","Cross","LEWISVILLE ISD WESTSIDE 2","25","2ndA-VIPER PIGEON BLUE","6","W13A-LOWPO RED","4","","au_P1","16B-025","","","","","","","","","","","","","",""
"30-Jul","5:30 PM","Cross","LEWISVILLE ISD WESTSIDE 2","26","2ndC-SLAP GOLD","9","2ndF-CHICACO PARKS DISTRICT","13","","au_N1","16B-026","","","","","","","","","","","","","",""
"","","","DENTON ISD","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"30-Jul","7:30 AM","Group","DENTON ISD","6","D1(4)-NEW HAVEN HYDRAS","15","D3(20)-PAC","6","","","16B-006","","","","","","","","","","","","","",""
"30-Jul","8:20 AM","Group","DENTON ISD","8","E1(5)-WEST SUBURBAN","22","E3(21)-ALAMO YELLOW","7","","","16B-008","","","","","","","","","","","","","",""
"30-Jul","9:10 AM","Group","DENTON ISD","2","C1(3)-ROCKY MOUNTAIN WARRIORS","22","C3(19)-KRAKEN SATX","1","","","16B-002","","","","","","","","","","","","","",""
"30-Jul","10:00 AM","Group","DENTON ISD","14","D2(13)-HOUSTON HYDRA","18","D3(20)-PAC","4","","","16B-014","","","","","","","","","","","","","",""
"30-Jul","10:50 AM","Group","DENTON ISD","16","E2(12)-LOWPO","21","E3(21)-ALAMO YELLOW","8","","","16B-016","","","","","","","","","","","","","",""
"30-Jul","11:40 AM","Group","DENTON ISD","10","C2(14)-SLAP GOLD","19","C3(19)-KRAKEN SATX","2","","","16B-010","","","","","","","","","","","","","",""
"30-Jul","12:30 PM","Group","DENTON ISD","22","D1(4)-NEW HAVEN HYDRAS","12","D2(13)-HOUSTON HYDRA","13","","","16B-022","","","","","","","","","","","","","",""
"30-Jul","1:20 PM","Group","DENTON ISD","24","E1(5)-WEST SUBURBAN","10","E2(12)-LOWPO","7","","","16B-024","","","","","","","","","","","","","",""
"Fri, July 31","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_N","pt_O","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_N1(1stB)-SOUTHSIDE","pt_O1(1stC)-ROCKY MOUNTAIN WARRIORS","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_N2(1stG)-STORM TORNADOES","pt_O2(1stF)-JUNGLE CAT","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_N3(W28)-NEW HAVEN HYDRAS","pt_O3(L13)-BCWP","","","","","","","","","","","","","","","","","","","","","",""
"","","","pt_O4(W27)-DYNAMO","","","","","","","","","","","","","","","","","","","","","",""
"","","au_N","au_O","","","","","","","","","","","","","","","","","","","","","",""
"","","au_N1(L26)-SLAP GOLD","au_O1(L27)-GLADIATORS BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","au_N2(3rdA)-ZENITH ALL STARS","au_O2(3rdD)-PAC","","","","","","","","","","","","","","","","","","","","","",""
"","","au_N3(L13A)-LONGHORN","au_O3(3rdE)-ALAMO YELLOW","","","","","","","","","","","","","","","","","","","","","",""
"","","","GARLAND ISD 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"31-Jul","7:30 AM","Group","GARLAND ISD 1","30","pt_N1(1stB)-SOUTHSIDE","10","pt_N3(W28)-NEW HAVEN HYDRAS","12","","","16B-030","","","pt_Group","","","","","","","","","","",""
"31-Jul","8:20 AM","Group","GARLAND ISD 1","32","pt_O2(1stF)-JUNGLE CAT","16","pt_O3(L13)-BCWP","6","46","38","16B-032","","","pt_Group","","","","","","","","","","",""
"31-Jul","9:10 AM","Group","GARLAND ISD 1","","pt_P1(1stD)-HOUSTON HYDRA","9","pt_P3(W25)-VIPER PIGEON BLUE","7","","","16B-32A","added","","pt_Group","","","","","","","","","","",""
"31-Jul","10:00 AM","Group","GARLAND ISD 1","34","pt_M1(1stA)-GLADIATORS GOLD","17","pt_M3(W26)-CHICACO PARKS DISTRICT","1","","","16B-034","","","pt_Group","","","","","","","","","","",""
"31-Jul","10:50 AM","Group","GARLAND ISD 1","36","pt_N2(1stG)-STORM TORNADOES","7","pt_N3(W28)-NEW HAVEN HYDRAS","12","","","16B-036","","","pt_Group","","","","","","","","","","",""
"31-Jul","11:40 AM","Group","GARLAND ISD 1","38","L32-BCWP","7","L29A-DYNAMO","13","54","52","16B-038","","","pt_Group","","","","","","","","","","",""
"31-Jul","12:30 PM","Group","GARLAND ISD 1","40","pt_P2(1stE)-WEST SUBURBAN","14","pt_P3(W25)-VIPER PIGEON BLUE","4","","","16B-040","","","pt_Group","","","","","","","","","","",""
"31-Jul","1:20 PM","Group","GARLAND ISD 1","42","pt_M2(W13)-ALAMO BLACK","16","pt_M3(W26)-CHICACO PARKS DISTRICT","3","","","16B-042","","","pt_Group","","","","","","","","","","",""
"31-Jul","2:10 PM","Group","GARLAND ISD 1","44","pt_N1(1stB)-SOUTHSIDE","7","pt_N2(1stG)-STORM TORNADOES","6","","","16B-044","","","pt_Group","","","","","","","","","","",""
"31-Jul","3:00 PM","Group","GARLAND ISD 1","46","W32-JUNGLE CAT","7","W29A-ROCKY MOUNTAIN WARRIORS","13","62","58","16B-046","","","pt_Group","","","","","","","","","","",""
"31-Jul","3:50 PM","Group","GARLAND ISD 1","48","pt_P1(1stD)-HOUSTON HYDRA","11","pt_P2(1stE)-WEST SUBURBAN","14","","","16B-048","","","pt_Group","","","","","","","","","","",""
"31-Jul","4:40 PM","Group","GARLAND ISD 1","50","pt_M1(1stA)-GLADIATORS GOLD","18","pt_M2(W13)-ALAMO BLACK","7","","","16B-050","","","pt_Group","","","","","","","","","","",""
"31-Jul","5:30 PM","Group","GARLAND ISD 1","52","L38-BCWP","8","3rd_pt_N-STORM TORNADOES","16","56","pt_R3","16B-052","","","pt_Group","","","","","","","","","","",""
"","","","GARLAND ISD 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"31-Jul","7:30 AM","Group","GARLAND ISD 2","","pt_O1(1stC)-ROCKY MOUNTAIN WARRIORS","17","pt_O4(W27)-DYNAMO","4","46","38","16B-29A","","","pt_Group","","","","","","","","","","",""
"31-Jul","8:20 AM","Group","GARLAND ISD 2","29","au_M1(L28)-LOWPO","17","au_M2(3rdB)-NARROWS","0","","","16B-029","","","au_Group","","","","","","","","","","",""
"31-Jul","9:10 AM","Group","GARLAND ISD 2","31","au_P1(L25)-LOWPO RED","15","au_P2(3rdC)-KRAKEN SATX","4","","","16B-031","","","au_Group","","","","","","","","","","",""
"31-Jul","10:00 AM","Group","GARLAND ISD 2","33","au_N1(L26)-SLAP GOLD","16","au_N2(3rdA)-ZENITH ALL STARS","4","","","16B-033","","","au_Group","","","","","","","","","","",""
"31-Jul","10:50 AM","Group","GARLAND ISD 2","35","au_O1(L27)-GLADIATORS BLACK","12","au_O2(3rdD)-PAC","7","","","16B-035","","","au_Group","","","","","","","","","","",""
"31-Jul","11:40 AM","Group","GARLAND ISD 2","37","au_M1(L28)-LOWPO","20","au_M3(3rdG)-DAISY","1","","","16B-037","","","au_Group","","","","","","","","","","",""
"31-Jul","12:30 PM","Group","GARLAND ISD 2","39","au_P1(L25)-LOWPO RED","6.3","au_P3(3rdF)-VIPER PIGEON BLACK","6.4","","","16B-039","","","au_Group","","","","","","","","","","",""
"31-Jul","1:20 PM","Group","GARLAND ISD 2","41","au_N1(L26)-SLAP GOLD","11","au_N3(L13A)-LONGHORN","2","","","16B-041","","","au_Group","","","","","","","","","","",""
"31-Jul","2:10 PM","Group","GARLAND ISD 2","43","au_O1(L27)-GLADIATORS BLACK","11","au_O3(3rdE)-ALAMO YELLOW","6","","","16B-043","","","au_Group","","","","","","","","","","",""
"31-Jul","3:00 PM","Group","GARLAND ISD 2","45","au_M2(3rdB)-NARROWS","13","au_M3(3rdG)-DAISY","3","","","16B-045","","","au_Group","","","","","","","","","","",""
"31-Jul","3:50 PM","Group","GARLAND ISD 2","47","au_P2(3rdC)-KRAKEN SATX","4","au_P3(3rdF)-VIPER PIGEON BLACK","14","","","16B-047","","","au_Group","","","","","","","","","","",""
