team_id,name,club_id,level,games_observed,ranking_eligible,aliases
burlingame-a,Burlingame A,burlingame,A,6,True,Burlingame; Burlingame A; burlingame; burlingame-a
cc-united-a,CC United A,cc-united,A,13,True,CC United A; CC United Black; CCU A; cc-united-a
cc-united-b,CC United B,cc-united,B,15,True,CC United B; CC United Blue; CCU B; cc-united-b
cc-united-c,CC United C,cc-united,C,10,True,CC United C; CC United White; CCU C; cc-united-c
ccwp-a,Ccwp A,ccwp,A,1,False,Ccwp; Ccwp A; ccwp; ccwp-a
cdm-a,CDM A,cdm,A,10,True,CDM; CDM A; cdm-a
cdm-b,CDM B,cdm,B,2,False,CDM B; cdm-b
cdm-white-a,CDM White A,cdm-white,A,3,False,CDM White; CDM White A; cdm-white; cdm-white-a
channel-islands-united-a,Channel Islands United A,channel-islands-united,A,4,False,Channel Islands United A; channel-islands-united-a
channel-islands-united-gold-a,Channel Islands United Gold A,channel-islands-united-gold,A,3,False,Channel Islands United Gold; Channel Islands United Gold A; channel-islands-united-gold; channel-islands-united-gold-a
chawp-a,Chawp A,chawp,A,4,False,Chawp; Chawp A; chawp; chawp-a
ciu-a,CIU A,ciu,A,0,False,CIU; CIU A; Channel Islands United; Channel Islands United A; ciu-a
ciu-coast-a,CIU Coast A,ciu-coast,A,5,True,CIU Coast; CIU Coast A; ciu-coast; ciu-coast-a
ciu-gold-a,CIU Gold A,ciu-gold,A,5,True,CIU Gold; CIU Gold A; ciu-gold; ciu-gold-a
clovis-red,Clovis Red,clovis-red,A,5,True,Clovis; Clovis Red; clovis-red
cmac-a,Cmac A,cmac,A,5,True,Cmac; Cmac A; cmac; cmac-a
commerce-a,Commerce A,commerce,A,13,True,Commerce; Commerce A; Commerce Boys; commerce-a
crown-city-a,Crown City A,crown-city,A,5,True,Crown City; Crown City A; crown-city; crown-city-a
ct-premier-a,Ct Premier A,ct-premier,A,4,False,Ct Premier; Ct Premier A; ct-premier; ct-premier-a
cvu-a,Cvu A,cvu,A,4,False,CVU; CVU A; cvu; cvu-a
davis-a,Davis A,davis,A,9,True,Davis; Davis A; davis-a
devil-s-gate-a,Devil S Gate A,devil-s-gate,A,3,False,Devil S Gate; Devil S Gate A; devil-s-gate; devil-s-gate-a
devils-gate-a,Devils Gate A,devils-gate,A,8,True,Devil's Gate A; Devils Gate; Devils Gate A; Devil’s Gate A; devils-gate-a
diablo-alliance-a,Diablo Alliance A,diablo-alliance,A,10,True,Diablo Alliance; Diablo Alliance A; diablo-alliance-a
diablo-alliance-b,Diablo Alliance B,diablo-alliance,B,10,True,Diablo Alliance B; diablo-alliance-b
eca-a,Eca A,eca,A,1,False,Eca A; eca-a
eca-b,Eca B,eca,B,5,True,Eca B; eca-b
foothill-a,Foothill A,foothill,A,12,True,Foothill; Foothill A; Foothill Black; Foothill Club; Foothill Club A; foothill; foothill-a; foothill-club
foothill-b,Foothill B,foothill,B,9,True,Foothill B; Foothill Red; foothill-b
gate-14u-a,Gate 14u A,gate-14u,A,5,True,Gate 14u; Gate 14u A; gate-14u; gate-14u-a
gold-coast-a,Gold Coast A,gold-coast,A,7,True,Gold Coast; Gold Coast A; gold-coast; gold-coast-a
greenwich-a,Greenwich A,greenwich,A,11,True,Greenwich; Greenwich A; greenwich; greenwich-a
hieland-a,Hieland A,hieland,A,13,True,Hieland; Hieland A; hieland; hieland-a
honolulu-blue-a,Honolulu Blue A,honolulu-blue,A,4,False,Honolulu Blue; Honolulu Blue A; honolulu-blue; honolulu-blue-a
honolulu-green-a,Honolulu Green A,honolulu-green,A,4,False,Honolulu Green; Honolulu Green A; honolulu-green; honolulu-green-a
kingsburg-a,Kingsburg A,kingsburg,A,5,True,Kingsburg; Kingsburg A; kingsburg; kingsburg-a
la-city-united-a,LA City United A,la-city-united,A,5,True,LA City United; LA City United A; la-city-united; la-city-united-a
la-jolla-united-a,LA Jolla United A,la-jolla-united,A,13,True,LA Jolla United A; La Jolla A; La Jolla Navy; La Jolla United; La Jolla United A; La Jolla United Navy; la-jolla-united-a
la-jolla-united-b,LA Jolla United B,la-jolla-united,B,5,True,LA Jolla United B; La Jolla Gold; La Jolla United B; la-jolla-united-b
la-jolla-united-gold-a,LA Jolla United Gold A,la-jolla-united-gold,A,4,False,LA Jolla United Gold; LA Jolla United Gold A; la-jolla-united-gold; la-jolla-united-gold-a
la-premier-a,LA Premier A,la-premier,A,16,True,LA Premier; LA Premier A; Premier; la-premier-a
lacuwp-a,Lacuwp A,lacuwp,A,3,False,Lacuwp; Lacuwp A; lacuwp; lacuwp-a
lamorinda-a,Lamorinda A,lamorinda,A,16,True,Lamorinda; Lamorinda A; lamorinda; lamorinda-a
lamorinda-b,Lamorinda B,lamorinda,B,14,True,Lamorinda B; lamorinda-b
lamorinda-c,Lamorinda C,lamorinda,C,6,True,Lamorinda C; lamorinda-c
lawpc-a,LAWPC A,lawpc,A,11,True,LAWPC; LAWPC A; Los Angeles WPC; lawpc-a
los-alamitos-a,Los Alamitos A,los-alamitos,A,5,True,Los Alamitos; Los Alamitos A; los-alamitos-a
lowpo-a,Lowpo A,lowpo,A,2,False,Lowpo; Lowpo A; lowpo; lowpo-a
loyola-a,Loyola A,loyola,A,7,True,Loyola; Loyola A; loyola; loyola-a
loyola-wpc-a,Loyola Wpc A,loyola-wpc,A,4,False,Loyola Wpc; Loyola Wpc A; loyola-wpc; loyola-wpc-a
midpen-a,Midpen A,midpen,A,6,True,Midpen; Midpen A; midpen; midpen-a
mission-wpc-a,Mission Wpc A,mission-wpc,A,24,True,Mission; Mission A; Mission WPC; Mission WPC A; Mission Wpc A; mission-wpc-a
mission-wpc-b,Mission Wpc B,mission-wpc,B,14,True,Mission 14B; Mission B; Mission WPC B; Mission Wpc B; mission-wpc-b
nado-a,Nado A,nado,A,4,False,Nado; Nado A; nado; nado-a
nbwp-blue-a,Nbwp Blue A,nbwp-blue,A,5,True,Nbwp Blue; Nbwp Blue A; nbwp-blue; nbwp-blue-a
nbwp-white-a,Nbwp White A,nbwp-white,A,4,False,Nbwp White; Nbwp White A; nbwp-white; nbwp-white-a
newport-beach-a,Newport Beach A,newport-beach,A,14,True,Newport; Newport A; Newport Beach A; Newport Beach Blue; Newport Blue; newport-beach-a
newport-beach-b,Newport Beach B,newport-beach,B,5,True,Newport Beach B; Newport Beach Silver; Newport Silver; newport-beach-b
newport-beach-c,Newport Beach C,newport-beach,C,3,False,Newport Beach C; Newport Beach White; Newport White; newport-beach-c
newport-beach-silver-a,Newport Beach Silver A,newport-beach-silver,A,2,False,Newport Beach Silver; Newport Beach Silver A; newport-beach-silver; newport-beach-silver-a
newport-beach-white-a,Newport Beach White A,newport-beach-white,A,2,False,Newport Beach White; Newport Beach White A; newport-beach-white; newport-beach-white-a
ngen-a,Ngen A,ngen,A,9,True,Ngen; Ngen A; ngen; ngen-a
norcal-a,Norcal A,norcal,A,18,True,NorCal; NorCal A; NorCal Aquatics; NorCal Teal; Norcal A; norcal-a
norcal-b,Norcal B,norcal,B,11,True,NorCal Aquatics B; NorCal B; NorCal Black; Norcal B; norcal-b
norcal-c,Norcal C,norcal,C,0,False,NorCal C; Norcal C; norcal-c
north-irvine-a,North Irvine A,north-irvine,A,20,True,North Irvine; North Irvine A; North Irvine Red; north-irvine; north-irvine-a; north-irvine-red
north-irvine-b,North Irvine B,north-irvine,B,17,True,North Irvine B; North Irvine Black; north-irvine-b; north-irvine-black
northwest-a,Northwest A,northwest,A,11,True,Northwest; Northwest A; northwest-a
nsd-stars-a,Nsd Stars A,nsd-stars,A,3,False,Nsd Stars; Nsd Stars A; nsd-stars; nsd-stars-a
ocwpc-c,OCWPC C,ocwpc,C,7,True,OCWPC C; OCWPC Red; Orange County WPC C; Orange County WPC Red; ocwpc-c
ocwpc-blue-a,OCWPC Blue A,ocwpc-blue,A,4,False,OCWPC Blue; OCWPC Blue A; ocwpc-blue; ocwpc-blue-a
ohana-a,Ohana A,ohana,A,4,False,Ohana; Ohana A; ohana; ohana-a
orange-county-wpc-b,Orange County Wpc B,orange-county-wpc,B,3,False,Orange County Wpc B; orange-county-wpc-b
orange-county-wpc-blue-a,Orange County Wpc Blue A,orange-county-wpc-blue,A,3,False,Orange County Wpc Blue; Orange County Wpc Blue A; orange-county-wpc-blue; orange-county-wpc-blue-a
orwp-a,Orwp A,orwp,A,4,False,Orwp; Orwp A; orwp; orwp-a
orwp-b,Orwp B,orwp,B,3,False,Orwp B; orwp-b
orwp-14u-black-a,Orwp 14u Black A,orwp-14u-black,A,5,True,Orwp 14u Black; Orwp 14u Black A; orwp-14u-black; orwp-14u-black-a
orwp-red-a,Orwp Red A,orwp-red,A,5,True,Orwp Red; Orwp Red A; orwp-red; orwp-red-a
ovac-a,OVAC A,ovac,A,5,True,OVAC; OVAC A; ovac-a
pac-a,Pac A,pac,A,5,True,Pac; Pac A; pac; pac-a
palos-verdes-a,Palos Verdes A,palos-verdes,A,4,False,Palos Verdes A; palos-verdes-a
palos-verdes-b,Palos Verdes B,palos-verdes,B,6,True,Palos Verdes B; palos-verdes-b
pasadena-ac-a,Pasadena Ac A,pasadena-ac,A,4,False,Pasadena Ac; Pasadena Ac A; pasadena-ac; pasadena-ac-a
pasadena-ac-orange-a,Pasadena Ac Orange A,pasadena-ac-orange,A,6,True,Pasadena Ac Orange; Pasadena Ac Orange A; pasadena-ac-orange; pasadena-ac-orange-a
patriot-a,Patriot A,patriot,A,17,True,Patriot; Patriot A; Patriot Aquatics; Patriot Navy; patriot-a
patriot-b,Patriot B,patriot,B,17,True,Patriot B; Patriot Red; Patriots Red; patriot-b
peak-polo-boltz-pt-a,Peak Polo Boltz Pt A,peak-polo-boltz-pt,A,3,False,Peak Polo Boltz Pt; Peak Polo Boltz Pt A; peak-polo-boltz-pt; peak-polo-boltz-pt-a
peak-polo-lightning-pt-a,Peak Polo Lightning Pt A,peak-polo-lightning-pt,A,4,False,Peak Polo Lightning Pt; Peak Polo Lightning Pt A; peak-polo-lightning-pt; peak-polo-lightning-pt-a
pegasus-a,Pegasus A,pegasus,A,5,True,Pegasus; Pegasus A; pegasus-a
poway-valley-black-a,Poway Valley Black A,poway-valley-black,A,4,False,Poway Valley Black; Poway Valley Black A; poway-valley-black; poway-valley-black-a
pride-a,Pride A,pride,A,5,True,Pride; Pride A; pride-a
pride-black-a,Pride Black A,pride-black,A,9,True,Pride Black; Pride Black A; pride-black; pride-black-a
pride-red-a,Pride Red A,pride-red,A,5,True,Pride Red; Pride Red A; pride-red; pride-red-a
pv-black-a,Pv Black A,pv-black,A,5,True,Pv Black; Pv Black A; pv-black; pv-black-a
pv-blue-a,Pv Blue A,pv-blue,A,5,True,Pv Blue; Pv Blue A; pv-blue; pv-blue-a
rain-city-a,Rain City A,rain-city,A,5,True,Rain City; Rain City A; rain-city; rain-city-a
rancho-tsunami-a,Rancho Tsunami A,rancho-tsunami,A,5,True,Rancho Tsunami; Rancho Tsunami A; rancho-tsunami-a
rancho-tsunami-blue-a,Rancho Tsunami Blue A,rancho-tsunami-blue,A,3,False,Rancho Tsunami Blue; Rancho Tsunami Blue A; rancho-tsunami-blue; rancho-tsunami-blue-a
renegades-a,Renegades A,renegades,A,9,True,Renegades; Renegades A; Vegas Renegades; Vegas Renegades A; renegades-a
riverside-a,Riverside A,riverside,A,2,False,Riverside; Riverside A; riverside; riverside-a
rose-bowl-a,Rose Bowl A,rose-bowl,A,5,True,Rose Bowl; Rose Bowl A; rose-bowl-a
rose-bowl-black-a,Rose Bowl Black A,rose-bowl-black,A,10,True,Rose Bowl Black; Rose Bowl Black A; rose-bowl-black; rose-bowl-black-a
rose-bowl-red-a,Rose Bowl Red A,rose-bowl-red,A,7,True,Rose Bowl Red; Rose Bowl Red A; rose-bowl-red; rose-bowl-red-a
route-66-a,Route 66 A,route-66,A,11,True,Route 66; Route 66 14U Boys A; Route 66 A; route-66; route-66-a
route-66-aquatics-a,Route 66 Aquatics A,route-66-aquatics,A,3,False,Route 66 Aquatics; Route 66 Aquatics A; route-66-aquatics; route-66-aquatics-a
san-clem-red-a,San Clem Red A,san-clem-red,A,6,True,San Clem Red; San Clem Red A; san-clem-red; san-clem-red-a
san-clemente-a,San Clemente A,san-clemente,A,5,True,San Clemente; San Clemente A; san-clemente; san-clemente-a
san-clemente-black-a,San Clemente Black A,san-clemente-black,A,13,True,San Clemente Black; San Clemente Black A; san-clemente-black; san-clemente-black-a
san-clemente-red-a,San Clemente Red A,san-clemente-red,A,8,True,San Clemente Red; San Clemente Red A; san-clemente-red; san-clemente-red-a
san-clemente-white-a,San Clemente White A,san-clemente-white,A,3,False,San Clemente White; San Clemente White A; san-clemente-white; san-clemente-white-a
san-diego-dons-14-black-a,San Diego Dons 14 Black A,san-diego-dons-14-black,A,3,False,San Diego Dons 14 Black; San Diego Dons 14 Black A; san-diego-dons-14-black; san-diego-dons-14-black-a
san-diego-shores-a,San Diego Shores A,san-diego-shores,A,4,False,San Diego Shores; San Diego Shores A; san-diego-shores; san-diego-shores-a
san-francisco-a,San Francisco A,san-francisco,A,9,True,San Francisco; San Francisco A; san-francisco-a
san-jose-express-blue-a,San Jose Express Blue A,san-jose-express-blue,A,6,True,San Jose Express Blue; San Jose Express Blue A; san-jose-express-blue; san-jose-express-blue-a
san-jose-foundation-black-a,San Jose Foundation Black A,san-jose-foundation-black,A,6,True,San Jose Foundation Black; San Jose Foundation Black A; san-jose-foundation-black; san-jose-foundation-black-a
san-jose-foundation-blue-a,San Jose Foundation Blue A,san-jose-foundation-blue,A,7,True,San Jose Foundation Blue; San Jose Foundation Blue A; san-jose-foundation-blue; san-jose-foundation-blue-a
sand-canyon-a,Sand Canyon A,sand-canyon,A,6,True,Sand Canyon; Sand Canyon A; sand-canyon; sand-canyon-a
sand-canyon-black-pt-a,Sand Canyon Black Pt A,sand-canyon-black-pt,A,4,False,Sand Canyon Black Pt; Sand Canyon Black Pt A; sand-canyon-black-pt; sand-canyon-black-pt-a
sand-canyon-red-a,Sand Canyon Red A,sand-canyon-red,A,4,False,Sand Canyon Red; Sand Canyon Red A; sand-canyon-red; sand-canyon-red-a
santa-barbara-a,Santa Barbara A,santa-barbara,A,12,True,Polo 805; Santa Barbara; Santa Barbara A; santa-barbara-a
santa-cruz-a,Santa Cruz A,santa-cruz,A,8,True,Santa Cruz; Santa Cruz A; santa-cruz; santa-cruz-a
sbwpc-a,Sbwpc A,sbwpc,A,5,True,Sbwpc A; sbwpc-a
sd-dons-a,SD Dons A,sd-dons,A,13,True,SD Dons; SD Dons A; SD Dons Black; San Diego Dons; San Diego Dons Black; sd-dons-a
sd-dons-b,SD Dons B,sd-dons,B,2,False,SD Dons B; SD Dons Red; San Diego Dons Red; sd-dons-b
sd-dons-c,SD Dons C,sd-dons,C,3,False,SD Dons C; SD Dons Gold; San Diego Dons Gold; sd-dons-c
sd-dons-d,SD Dons D,sd-dons,D,1,False,SD Dons D; sd-dons-d
sd-eca-a,SD Eca A,sd-eca,A,6,True,SD Eca; SD Eca A; sd-eca; sd-eca-a
sd-shores-black-a,SD Shores Black A,sd-shores-black,A,4,False,SD Shores Black; SD Shores Black A; sd-shores-black; sd-shores-black-a
sd-shores-gold-a,SD Shores Gold A,sd-shores-gold,A,2,False,SD Shores Gold; SD Shores Gold A; sd-shores-gold; sd-shores-gold-a
set-a,Set A,set,A,21,True,Set; Set A; set; set-a
sfv-a,Sfv A,sfv,A,4,False,Sfv; Sfv A; sfv; sfv-a
shaq-a,Shaq A,shaq,A,5,True,Shaq; Shaq A; shaq; shaq-a
shaq-blue-a,Shaq Blue A,shaq-blue,A,3,False,Shaq Blue; Shaq Blue A; shaq-blue; shaq-blue-a
shaq-white-a,Shaq White A,shaq-white,A,3,False,Shaq White; Shaq White A; shaq-white; shaq-white-a
sharks-a,Sharks A,sharks,A,10,True,Sharks; Sharks A; sharks; sharks-a
shore-aquatics-a,Shore Aquatics A,shore-aquatics,A,13,True,Shore Aquatics; Shore Aquatics A; shore-aquatics-a
shore-red-a,Shore Red A,shore-red,A,5,True,Shore Red; Shore Red A; shore-red; shore-red-a
sj-express-a,SJ Express A,sj-express,A,8,True,Express; SJ Express; SJ Express A; San Jose Express; San Jose Express A; San Jose Express Blue; san-jose-express; sj-express; sj-express-a
sj-foundation-a,SJ Foundation A,sj-foundation,A,4,False,SJ Foundation; SJ Foundation A; sj-foundation; sj-foundation-a
sja-a,Sja A,sja,A,1,False,Sja; Sja A; sja; sja-a
skip-a,SKIP A,skip,A,4,False,SKIP; SKIP A; Skip; Skip A; skip-a
socal-a,SOCAL A,socal,A,6,True,SOCAL; SOCAL A; SoCal; socal-a
socal-black-a,SOCAL Black A,socal-black,A,5,True,SOCAL Black; SOCAL Black A; socal-black; socal-black-a
socal-gold-a,SOCAL Gold A,socal-gold,A,5,True,SOCAL Gold; SOCAL Gold A; socal-gold; socal-gold-a
south-coast-a,South Coast A,south-coast,A,15,True,South Coast; South Coast A; South Coast Red; south-coast; south-coast-a; south-coast-red
south-coast-b,South Coast B,south-coast,B,15,True,South Coast B; South Coast White; south-coast-b; south-coast-white
south-coast-blue-a,South Coast Blue A,south-coast-blue,A,4,False,South Coast Blue; South Coast Blue A; south-coast-blue; south-coast-blue-a
south-county-aquatics-a,South County Aquatics A,south-county-aquatics,A,4,False,South County Aquatics; South County Aquatics A; south-county-aquatics; south-county-aquatics-a
south-valley-a,South Valley A,south-valley,A,4,False,South Valley; South Valley A; south-valley; south-valley-a
stanford-a,Stanford A,stanford,A,14,True,Stanford; Stanford A; Stanford Black; stanford-a
stanford-b,Stanford B,stanford,B,21,True,Stanford B; Stanford Red; Stanford White; stanford-b
stanford-c,Stanford C,stanford,C,4,False,Stanford C; stanford-c
stanford-13-a,Stanford 13 A,stanford-13,A,4,False,Stanford 13; Stanford 13 A; stanford-13; stanford-13-a
supreme-a,Supreme A,supreme,A,9,True,Supreme; Supreme A; supreme; supreme-a
temple-city-a,Temple City A,temple-city,A,10,True,Temple City; Temple City A; temple-city-a
titans-a,Titans A,titans,A,9,True,Titans; Titans A; titans; titans-a
titans-gold-a,Titans Gold A,titans-gold,A,5,True,Titans Gold; Titans Gold A; titans-gold; titans-gold-a
tmec-wp-a,Tmec Wp A,tmec-wp,A,4,False,Tmec Wp; Tmec Wp A; tmec-wp; tmec-wp-a
tri-valley-tritons-a,Tri Valley Tritons A,tri-valley-tritons,A,4,False,Tri Valley Tritons; Tri Valley Tritons A; tri-valley-tritons; tri-valley-tritons-a
trilogy-a,Trilogy A,trilogy,A,5,True,Trilogy; Trilogy A; trilogy; trilogy-a
trilogy-black-a,Trilogy Black A,trilogy-black,A,2,False,Trilogy Black; Trilogy Black A; trilogy-black; trilogy-black-a
triton-gold-a,Triton Gold A,triton-gold,A,4,False,Triton Gold; Triton Gold A; triton-gold; triton-gold-a
trojan-a,Trojan A,trojan,A,5,True,Trojan; Trojan A; trojan-a
trojan-cardinal-a,Trojan Cardinal A,trojan-cardinal,A,12,True,Trojan Cardinal; Trojan Cardinal A; trojan-cardinal; trojan-cardinal-a
trojan-gold-a,Trojan Gold A,trojan-gold,A,12,True,Trojan Gold; Trojan Gold A; trojan-gold; trojan-gold-a
tsm-a,Tsm A,tsm,A,7,True,Tsm; Tsm A; tsm; tsm-a
tsm-b,Tsm B,tsm,B,4,False,Tsm B; tsm-b
tsunami-black-a,Tsunami Black A,tsunami-black,A,1,False,Tsunami Black; Tsunami Black A; tsunami-black; tsunami-black-a
tsunami-blue-a,Tsunami Blue A,tsunami-blue,A,6,True,Tsunami Blue; Tsunami Blue A; tsunami-blue; tsunami-blue-a
valley-united-a,Valley United A,valley-united,A,9,True,Valley United; Valley United A; valley-united; valley-united-a
vanguard-a,Vanguard A,vanguard,A,16,True,Vanguard; Vanguard A; Vanguard Blue; vanguard-a
vanguard-b,Vanguard B,vanguard,B,20,True,Vanguard B; Vanguard Silver; vanguard-b
vanguard-c,Vanguard C,vanguard,C,0,False,Vanguard C; vanguard-c
