"Day 1","","","Quarter Lengths by Day","","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","SUBMIT SCORES!","6-6-6-6","","","","Team Travels","","","","","","","","","","","","","","","","","",""
"","","","WOOLLETT FAR RIGHT","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","WOOLLETT FAR RIGHT","5","L1(12)-SANTA BARBARA WPC","17","L4(52)-CMAC","1","","","12G-005","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","WOOLLETT FAR RIGHT","","L2(21)-FOOTHILL","15","L3(44)-SAN CLEMENTE BLACK","4","","","12G-5A","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","WOOLLETT FAR RIGHT","10","E1(5)-SAN CLEMENTE RED","19","E4(51)-CHICAGO PARK","1","","","12G-010","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","WOOLLETT FAR RIGHT","15","E2(28)-NORTH IRVINE","13","E3(37)-BACK BAY BLACK","7","","","12G-015","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","WOOLLETT FAR RIGHT","24","L1(12)-SANTA BARBARA WPC","17","L3(44)-SAN CLEMENTE BLACK","2","","","12G-024","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","WOOLLETT FAR RIGHT","43","L2(21)-FOOTHILL","17","L4(52)-CMAC","2","","","12G-043","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","WOOLLETT FAR RIGHT","29","E1(5)-SAN CLEMENTE RED","20","E3(37)-BACK BAY BLACK","1","","","12G-029","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","WOOLLETT FAR RIGHT","34","E2(28)-NORTH IRVINE","17","E4(51)-CHICAGO PARK","2","","","12G-034","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","WOOLLETT FAR RIGHT","","L1(12)-SANTA BARBARA WPC","11","L2(21)-FOOTHILL","8","","","12G-53A","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","WOOLLETT FAR RIGHT","","L3(44)-SAN CLEMENTE BLACK","8","L4(52)-CMAC","7","","","12G-53B","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","WOOLLETT FAR RIGHT","48","E1(5)-SAN CLEMENTE RED","14","E2(28)-NORTH IRVINE","3","","","12G-048","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","WOOLLETT FAR RIGHT","53","E3(37)-BACK BAY BLACK","11","E4(51)-CHICAGO PARK","9","","","12G-053","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 21v28","WOOLLETT FAR RIGHT","61","2nd L-FOOTHILL","8.2","2nd E-NORTH IRVINE","8.1","","au_P1","12G-061","","","","","","","","","","","","","",""
"","","","MISSION VIEJO HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","MISSION VIEJO HS","1","I1(9)-OCWPC","21","I3(41)-NORCAL BLACK","3","","","12G-001","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","MISSION VIEJO HS","6","H1(8)-DEL MAR","22","H3(40)-SANTA BARBARA WPC B","2","","","12G-006","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","MISSION VIEJO HS","11","G1(7)-STANFORD A","21","G3(39)-SOUTHSIDE","4","","","12G-011","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","MISSION VIEJO HS","19","J1(10)-LA JOLLA UNITED","14","J3(42)-LAGUNA BEACH","4","","","12G-019","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","MISSION VIEJO HS","20","I2(24)-908","22","I3(41)-NORCAL BLACK","2","","","12G-020","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","MISSION VIEJO HS","25","H2(25)-SOUTH COAST RED","17","H3(40)-SANTA BARBARA WPC B","2","","","12G-025","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","MISSION VIEJO HS","30","G2(26)-PUNAHOU","4","G3(39)-SOUTHSIDE","12","","","12G-030","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","MISSION VIEJO HS","38","J2(23)-LAMORINDA C","19","J3(42)-LAGUNA BEACH","11","","","12G-038","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","MISSION VIEJO HS","39","I1(9)-OCWPC","11","I2(24)-908","6","","","12G-039","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","MISSION VIEJO HS","44","H1(8)-DEL MAR","13","H2(25)-SOUTH COAST RED","0","","","12G-044","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","MISSION VIEJO HS","49","G1(7)-STANFORD A","18","G2(26)-PUNAHOU","0","","","12G-049","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","MISSION VIEJO HS","57","J1(10)-LA JOLLA UNITED","17","J2(23)-LAMORINDA C","7","","","12G-057","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 24v25","MISSION VIEJO HS","58","2nd I-908","11","2nd H-SOUTH COAST RED","4","","au_M1","12G-058","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2's cross 23v26","MISSION VIEJO HS","65","2nd J-LAMORINDA C","18","2nd G-SOUTHSIDE","6","","au_N1","12G-065","","","","","","","","","","","","","",""
"","","","ALISO NIGUEL HS","","","","","","","","12G","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","ALISO NIGUEL HS","2","P1(16)-LAMORINDA B","21","P3(48)-CAL REPUBLIC","2","","","12G-002","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","ALISO NIGUEL HS","7","A1(1)-NEWPORT BEACH BLUE","19","A3(33)-CHAWP","0","","","12G-007","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","ALISO NIGUEL HS","12","O1(15)-SHAQ","15","O3(47)-CENTRAL COAST","2","","","12G-012","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","ALISO NIGUEL HS","16","B1(2)-LAMORINDA A","26","B3(34)-STANFORD B","2","","","12G-016","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","ALISO NIGUEL HS","21","P2(17)-DIABLO ALLIANCE A","22","P3(48)-CAL REPUBLIC","2","","","12G-021","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","ALISO NIGUEL HS","26","A2(32)-AMERICAN RIVER","2","A3(33)-CHAWP","15","","","12G-026","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","ALISO NIGUEL HS","31","O2(18)-GREENWICH","26","O3(47)-CENTRAL COAST","3","","","12G-031","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","ALISO NIGUEL HS","35","B2(31)-SD SHORES","13","B3(34)-STANFORD B","0","","","12G-035","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","ALISO NIGUEL HS","40","P1(16)-LAMORINDA B","6","P2(17)-DIABLO ALLIANCE A","5","","","12G-040","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","ALISO NIGUEL HS","45","A1(1)-NEWPORT BEACH BLUE","18","A2(32)-AMERICAN RIVER","0","","","12G-045","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","ALISO NIGUEL HS","50","O1(15)-SHAQ","9","O2(18)-GREENWICH","12","","","12G-050","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","ALISO NIGUEL HS","54","B1(2)-LAMORINDA A","10","B2(31)-SD SHORES","1","","","12G-054","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 17v32","ALISO NIGUEL HS","59","2nd P-DIABLO ALLIANCE A","3","2nd A-CHAWP","8","","au_U1","12G-059","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2's cross 18v31","ALISO NIGUEL HS","62","2nd O-SHAQ","3","2nd B-SD SHORES","8","","au_T1","12G-062","","","","","","","","","","","","","",""
"","","","LAGUNA HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","LAGUNA HILLS HS","3","N1(14)-ARROYO GRANDE","8","N3(46)-LYONS AQUATICS","3","","","12G-003","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","LAGUNA HILLS HS","8","C1(3)-COMMERCE","18","C3(35)-SEASIDE","1","","","12G-008","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","LAGUNA HILLS HS","13","M1(13)-LA PREMIER","15","M3(45)-CIU","3","","","12G-013","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","LAGUNA HILLS HS","17","D1(4)-680 RED A","17","D3(36)-NEWPORT BEACH WHITE","3","","","12G-017","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","LAGUNA HILLS HS","22","N2(19)-LB SHORE","16","N3(46)-LYONS AQUATICS","4","","","12G-022","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","LAGUNA HILLS HS","27","C2(30)-BROOKLYN HUSTLE","12","C3(35)-SEASIDE","4","","","12G-027","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","LAGUNA HILLS HS","32","M2(20)-ROSE BOWL RED","11","M3(45)-CIU","5","","","12G-032","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","LAGUNA HILLS HS","36","D2(29)-TEMPLE CITY","12","D3(36)-NEWPORT BEACH WHITE","6","","","12G-036","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","LAGUNA HILLS HS","41","N1(14)-ARROYO GRANDE","3","N2(19)-LB SHORE","17","","","12G-041","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","LAGUNA HILLS HS","46","C1(3)-COMMERCE","18","C2(30)-BROOKLYN HUSTLE","1","","","12G-046","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","LAGUNA HILLS HS","51","M1(13)-LA PREMIER","8","M2(20)-ROSE BOWL RED","0","","","12G-051","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","LAGUNA HILLS HS","55","D1(4)-680 RED A","13","D2(29)-TEMPLE CITY","3","","","12G-055","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 19v30","LAGUNA HILLS HS","60","2nd N-ARROYO GRANDE","11","2nd C-BROOKLYN HUSTLE","10","","au_S1","12G-060","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2's cross 20v29","LAGUNA HILLS HS","63","2nd M-ROSE BOWL RED","11","2nd D-TEMPLE CITY","5","","au_R1","12G-063","","","","","","","","","","","","","",""
"","","","SAN CLEMENTE HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","SAN CLEMENTE HS","4","K2(22)-LOS ALAMITOS","18","K3(43)-680 BLUE","1","","","12G-004","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","SAN CLEMENTE HS","9","K1(11)-TSUNAMI","15","K4(49)-NORTH IDAHO","4","","","12G-009","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","SAN CLEMENTE HS","14","F2(27)-DAVIS","8","F3(38)-SAN JOSE EXPRESS","3","","","12G-014","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","SAN CLEMENTE HS","18","F1(6)-BACK BAY NAVY","18","F4(50)-WHITTIER","0","","","12G-018","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","SAN CLEMENTE HS","23","K1(11)-TSUNAMI","22","K3(43)-680 BLUE","2","","","12G-023","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","SAN CLEMENTE HS","28","K2(22)-LOS ALAMITOS","18","K4(49)-NORTH IDAHO","1","","","12G-028","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","SAN CLEMENTE HS","33","F1(6)-BACK BAY NAVY","20","F3(38)-SAN JOSE EXPRESS","1","","","12G-033","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","SAN CLEMENTE HS","37","F2(27)-DAVIS","22","F4(50)-WHITTIER","4","","","12G-037","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","SAN CLEMENTE HS","42","K1(11)-TSUNAMI","7.1","K2(22)-LOS ALAMITOS","7.3","","","12G-042","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","SAN CLEMENTE HS","47","K3(43)-680 BLUE","2","K4(49)-NORTH IDAHO","7","","","12G-047","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","SAN CLEMENTE HS","52","F1(6)-BACK BAY NAVY","17","F2(27)-DAVIS","2","","","12G-052","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","SAN CLEMENTE HS","56","F3(38)-SAN JOSE EXPRESS","11","F4(50)-WHITTIER","5","","","12G-056","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 22v27","SAN CLEMENTE HS","64","2nd K-TSUNAMI","8","2nd F-DAVIS","3","","au_O1","12G-064","","","","","","","","","","","","","",""
"","","pt_O","pt_P","","DAY 1 CROSSES","","","","","","","","","","","","","","","","","","","",""
"","","1stC-COMMERCE","1stD-680 RED A","","","","","","","","","","","","","","","","","","","","","",""
"","","1stN-LB SHORE","1stM-LA PREMIER","","","","","","","","","","","","","","","","","","","","","",""
"","","W62-SD SHORES","W59-CHAWP","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_T","pt_U","","","","","","","","","","","","","","","","","","","","","",""
"","","1stG-STANFORD A","1stH-DEL MAR","","","","","","","","","","","","","","","","","","","","","",""
"","","1stJ-LA JOLLA UNITED","1stI-OCWPC","","","","","","","","","","","","","","","","","","","","","",""
"","","W64-TSUNAMI","W61-FOOTHILL","","","","","","","","","","","","","","","","","","","","","",""
"","","au_O","au_P","","pt_N","","pt_P","","","","","","","","","","","","","","","","","",""
"","","L64-DAVIS","L61-NORTH IRVINE","1","2","3","4","","","","","","","","","","","","","","","","","",""
"","","3rdG-PUNAHOU","3rdH-SANTA BARBARA WPC B","16","15","14","13","","","","","","","","","","","","","","","","","",""
"","","3rdJ-LAGUNA BEACH","3rdI-NORCAL BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","pt_S","","pt_U","","","","","","","","","","","","","","","","","",""
"","","au_T","au_U","5","6","7","8","","","","","","","","","","","","","","","","","",""
"","","L62-SHAQ","L59-DIABLO ALLIANCE A","12","11","10","9","","","","","","","","","","","","","","","","","",""
"","","3rdC-SEASIDE","3rdD-NEWPORT BEACH WHITE","","","","","","","","","","","","","","","","","","","","","",""
"","","3rdN-LYONS AQUATICS","3rdM-CIU","","DAY 2 PLATINUM Crosses","","","","","","","","","","","","","","","","","","","",""
"","","4th F-WHITTIER","4th E-CHICAGO PARK","","16v11","","","","","1st pt_S","","","","","","","","","","","","","","",""
"","","","","","15v12","","","","","1st pt_R","","","","","","","","","","","","","","",""
"","","","","","14v9","","","","","1st pt_U","","","","","","","","","","","","","","",""
"","","","","","13v10","","","","","1st pt_T","","","","","","","","","","","","","","",""
"","","","","","DAY 2 GOLD Crosses","","","","","","","","","","","","","","","","","","","",""
"","","","","","37v34","","","","","1st au_S","","","","","","","","","","","","","","",""
"","","","","","38v33","","","","","1st au_R","","","","","","","","","","","","","","",""
"","","","","","39v36","","","","","1st au_U","","","","","","","","","","","","","","",""
"","","","","","40v35","","","","","1st au_T","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","pt_","","","","","","","","","","","","",""
"Sun, July 19","","","SAN CLEMENTE HS","","","","","","","","","au_","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","SAN CLEMENTE HS","","pt_M2-LAMORINDA B","7","pt_M3-ROSE BOWL RED","11","","","12G-65A","","pt_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","SAN CLEMENTE HS","67","pt_N2-GREENWICH","15","pt_N3-ARROYO GRANDE","4","","","12G-067","","pt_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","SAN CLEMENTE HS","71","pt_S1-BACK BAY NAVY","17","pt_S2-LOS ALAMITOS","4","","","12G-071","","pt_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","SAN CLEMENTE HS","75","pt_R1-SAN CLEMENTE RED","12","pt_R2-SANTA BARBARA WPC","3","","","12G-075","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","SAN CLEMENTE HS","79","pt_M1-NEWPORT BEACH BLUE","20","pt_M3-ROSE BOWL RED","0","","","12G-079","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","SAN CLEMENTE HS","83","pt_N1-LAMORINDA A","22","pt_N3-ARROYO GRANDE","3","","","12G-083","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","SAN CLEMENTE HS","87","pt_S1-BACK BAY NAVY","17","pt_S3-LAMORINDA C","1","","","12G-087","","pt_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","SAN CLEMENTE HS","91","pt_R1-SAN CLEMENTE RED","17","pt_R3-908","3","","","12G-091","","pt_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","SAN CLEMENTE HS","95","pt_M1-NEWPORT BEACH BLUE","19","pt_M2-LAMORINDA B","1","","","12G-095","","pt_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","SAN CLEMENTE HS","99","pt_N1-LAMORINDA A","15","pt_N2-GREENWICH","1","","","12G-099","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:00 PM","Group","SAN CLEMENTE HS","103","pt_S2-LOS ALAMITOS","10","pt_S3-LAMORINDA C","5","","","12G-103","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:50 PM","Group","SAN CLEMENTE HS","107","pt_R2-SANTA BARBARA WPC","6","pt_R3-908","7","","","12G-107","","pt_Group","","","","","","","","","","","",""
"","","","MISSION VIEJO HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","MISSION VIEJO HS","","pt_O2-LB SHORE","7","pt_O3-SD SHORES","8","","","12G-65B","","pt_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","MISSION VIEJO HS","68","pt_P2-LA PREMIER","10","pt_P3-CHAWP","4","","","12G-068","","pt_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","MISSION VIEJO HS","72","pt_U1-DEL MAR","19","pt_U2-OCWPC","2","","","12G-072","","pt_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","MISSION VIEJO HS","76","pt_T1-STANFORD A","9","pt_T2-LA JOLLA UNITED","3","","","12G-076","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","MISSION VIEJO HS","80","pt_O1-COMMERCE","14","pt_O3-SD SHORES","6","","","12G-080","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","MISSION VIEJO HS","84","pt_P1-680 RED A","15","pt_P3-CHAWP","2","","","12G-084","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","MISSION VIEJO HS","88","pt_U1-DEL MAR","17","pt_U3-FOOTHILL","6","","","12G-088","","pt_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","MISSION VIEJO HS","92","pt_T1-STANFORD A","11","pt_T3-TSUNAMI","1","","","12G-092","","pt_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","MISSION VIEJO HS","96","pt_O1-COMMERCE","17","pt_O2-LB SHORE","12","","","12G-096","","pt_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","MISSION VIEJO HS","100","pt_P1-680 RED A","9","pt_P2-LA PREMIER","3","","","12G-100","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:00 PM","Group","MISSION VIEJO HS","104","pt_U2-OCWPC","15","pt_U3-FOOTHILL","10","","","12G-104","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:50 PM","Group","MISSION VIEJO HS","108","pt_T2-LA JOLLA UNITED","6","pt_T3-TSUNAMI","5","","","12G-108","","pt_Group","","","","","","","","","","","",""
"","","","WOOLLETT FAR RIGHT","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:50 AM","R Group of 4","WOOLLETT FAR RIGHT","73","au_R1-TEMPLE CITY","17","au_R4-CMAC","4","93","97A","12G-073","","au_R Group of 4","","","","","","","","","","","",""
"19-Jul","8:40 AM","R Group of 4","WOOLLETT FAR RIGHT","","au_R2-AMERICAN RIVER	","21","au_R3-CAL REPUBLIC","0","93","97A","12G-73A","","au_R Group of 4","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","WOOLLETT FAR RIGHT","","au_N1-SOUTHSIDE","6","au_N2-SAN JOSE EXPRESS","8","","","12G-65C","","au_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","WOOLLETT FAR RIGHT","69","au_M2-BACK BAY BLACK","8","au_M3-SAN CLEMENTE BLACK","11","","","12G-069","","au_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","S Group of 4","WOOLLETT FAR RIGHT","77","au_S2-STANFORD B","10","au_S3-CENTRAL COAST","4","97","111","12G-077","","au_S Group of 4","","","","","","","","","","","",""
"19-Jul","12:00 PM","S Group of 4","WOOLLETT FAR RIGHT","81","au_S1-BROOKLYN HUSTLE","9","au_S4-680 BLUE","3","97","111","12G-081","","au_S Group of 4","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","WOOLLETT FAR RIGHT","85","au_N1-SOUTHSIDE","3","au_N3-NORTH IDAHO","13","","","12G-085","","au_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","WOOLLETT FAR RIGHT","89","au_M1-SOUTH COAST RED","18","au_M3-SAN CLEMENTE BLACK","1","","","12G-089","","au_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","1st/2ndR","WOOLLETT FAR RIGHT","93","W73-TEMPLE CITY","17","W73A-AMERICAN RIVER	","3","121","134","12G-093","","au_1st/2ndR","","","","","","","","","","","",""
"19-Jul","3:20 PM","3rd/4thR","WOOLLETT FAR RIGHT","","L73-CMAC","21","L73A-CAL REPUBLIC","3","201","au_V4","12G-97A","","au_3rd/4thR","","","","","","","","","","","",""
"19-Jul","4:10 PM","1st/2ndS","WOOLLETT FAR RIGHT","97","W77-STANFORD B","14","W81-BROOKLYN HUSTLE","8","116","131","12G-097","","au_1st/2ndS","","","","","","","","","","","",""
"19-Jul","5:00 PM","3rd/4thS","WOOLLETT FAR RIGHT","111","L77-CENTRAL COAST","5","L81-680 BLUE","3","203","au_V3","12G-111","","au_3rd/4thS","","","","","","","","","","","",""
"19-Jul","5:50 PM","Group","WOOLLETT FAR RIGHT","101","au_M1-SOUTH COAST RED","14","au_M2-BACK BAY BLACK","6","","","12G-101","","au_Group","","","","","","","","","","","",""
"19-Jul","6:40 PM","Group","WOOLLETT FAR RIGHT","105","au_N2-SAN JOSE EXPRESS","6","au_N3-NORTH IDAHO","8","","","12G-105","","au_Group","","","","","","","","","","","",""
"","","","LAGUNA HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","U Group of 4","LAGUNA HILLS HS","70","au_U1-DIABLO ALLIANCE A","12","au_U4-CHICAGO PARK","1","90","90A","12G-070","","au_U Group of 4","","","","","","","","","","","",""
"19-Jul","7:50 AM","U Group of 4","LAGUNA HILLS HS","106","au_U2-NEWPORT BEACH WHITE","14","au_U3-CIU","3","90","90A","12G-106","","au_U Group of 4","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","LAGUNA HILLS HS","66","au_O1-DAVIS","16","au_O2-PUNAHOU","6","","","12G-066","","au_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","LAGUNA HILLS HS","74","au_P1-NORTH IRVINE","18","au_P2-SANTA BARBARA WPC B","1","","","12G-074","","au_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","T group of 4","LAGUNA HILLS HS","78","au_T2-SEASIDE","2","au_T3-LYONS AQUATICS","14","98","112","12G-078","","au_T group of 4","","","","","","","","","","","",""
"19-Jul","11:10 AM","T group of 4","LAGUNA HILLS HS","82","au_T1-SHAQ","16","au_T4-WHITTIER","2","98","112","12G-082","","au_T group of 4","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","LAGUNA HILLS HS","86","au_O1-DAVIS","7","au_O3-LAGUNA BEACH","10","","","12G-086","","au_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","1st/2ndU","LAGUNA HILLS HS","90","W#U1/U4-DIABLO ALLIANCE A","4","W#U2/U3-NEWPORT BEACH WHITE","2","115","125","12G-090","","au_1st/2ndU","","","","","","","","","","","",""
"19-Jul","1:40 PM","3rd/4thU","LAGUNA HILLS HS","","L#U1/U4-CHICAGO PARK","13","L#U2/U3-CIU","11","204","au_W4","12G-90A","","au_3rd/4thU","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","LAGUNA HILLS HS","94","au_P1-NORTH IRVINE","18","au_P3-NORCAL BLACK","2","","","12G-094","","au_Group","","","","","","","","","","","",""
