"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","6-6-7-7","","","","","","","","","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","UC IRVINE 2","10","5-LAMORINDA A","21","44-CENTRAL COAST","1","34","38","14G-010","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","UC IRVINE 2","14","20-SD DONS","6","29-SD SHORES GOLD","8","34","38","14G-014","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","UC IRVINE 2","18","6-STANFORD A","20","43-CHICAGO PARK","0","42","46","14G-018","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","UC IRVINE 2","22","19-LAGUNA BEACH","14","30-MAVERICKS","11","42","46","14G-022","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","UC IRVINE 2","26","W2-DIABLO ALLIANCE A","14","W6-CLOVIS A","3","","49","14G-026","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","UC IRVINE 2","30","L2-SOUTHSIDE","1","L6-CDM","11","50","","14G-030","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","UC IRVINE 2","34","W10-LAMORINDA A","11","W14-SD SHORES GOLD","9","","58","14G-034","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","UC IRVINE 2","38","L10-CENTRAL COAST","3","L14-SD DONS","13","54","","14G-038","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","UC IRVINE 2","42","W18-STANFORD A","12","W22-LAGUNA BEACH","0","","54","14G-042","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","UC IRVINE 2","46","L18-CHICAGO PARK","4","L22-MAVERICKS","12","58","","14G-046","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","2-3 cross","UC IRVINE 2","50","L25-ARROYO GRANDE","10","W30-CDM","5","","","14G-050","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2-3 cross","UC IRVINE 2","54","L42-LAGUNA BEACH","5.4","W38-SD DONS","5.3","","","14G-054","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2-3 cross","UC IRVINE 2","58","L34-SD SHORES GOLD","10","W46-MAVERICKS","11","","","14G-058","","","","","","","","","","","","","",""
"","","","SADDLEBACK COLLEGE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","SADDLEBACK COLLEGE 1","3","9-SANTA BARBARA WPC A","9","40-HONOLULU A","3","27","31","14G-003","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","SADDLEBACK COLLEGE 1","7","16-DAVIS","3","33-BROOKLYN HUSTLE","0","27","31","14G-007","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","SADDLEBACK COLLEGE 1","11","7-SANTA CRUZ","14","42-PUNAHOU","0","35","39","14G-011","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","SADDLEBACK COLLEGE 1","15","18-SOUTH COAST RED","16","31-BIG VALLEY","1","35","39","14G-015","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","SADDLEBACK COLLEGE 1","19","8-GREENWICH","13","41-NORCO","1","43","47","14G-019","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","SADDLEBACK COLLEGE 1","23","17-CC UNITED","7","32-TEMPLE CITY","3","43","47","14G-023","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","SADDLEBACK COLLEGE 1","27","W3-SANTA BARBARA WPC A","12","W7-DAVIS","3","","52","14G-027","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","SADDLEBACK COLLEGE 1","31","L3-HONOLULU A","13","L7-BROOKLYN HUSTLE","1","51","","14G-031","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","SADDLEBACK COLLEGE 1","35","W11-SANTA CRUZ","14","W15-SOUTH COAST RED","6","","59","14G-035","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","SADDLEBACK COLLEGE 1","39","L11-PUNAHOU","4","L15-BIG VALLEY","13","55","","14G-039","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","SADDLEBACK COLLEGE 1","43","W19-GREENWICH","10","W23-CC UNITED","4","","55","14G-043","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","SADDLEBACK COLLEGE 1","47","L19-NORCO","5","L23-TEMPLE CITY","4","59","","14G-047","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","2-3 cross","SADDLEBACK COLLEGE 1","51","L28-680 RED","9","W31-HONOLULU A","10","","","14G-051","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2-3 cross","SADDLEBACK COLLEGE 1","55","L43-CC UNITED","9","W39-BIG VALLEY","2","","","14G-055","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2-3 cross","SADDLEBACK COLLEGE 1","59","L35-SOUTH COAST RED","11","W47-NORCO","3","","","14G-059","","","","","","","","","","","","","",""
"","","","BUENA PARK HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","BUENA PARK HS","4","10-680 RED","12","39-TEXAS THUNDER","5","28","32","14G-004","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","BUENA PARK HS","8","15-CHAWP WHITE","14","34-KEARNS","4","28","32","14G-008","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","BUENA PARK HS","12","11-LB SHORE","16","38-AMERICAN RIVER","3","36","40","14G-012","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","BUENA PARK HS","16","14-SD SHORES BLACK","11","35-ROGUE 619","5","36","40","14G-016","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","BUENA PARK HS","20","12-COMMERCE","7","37-LA JOLLA UNITED","5","44","48","14G-020","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","BUENA PARK HS","24","13-PATRIOT NAVY","31","36-LOWPO","0","44","48","14G-024","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","BUENA PARK HS","28","W4-680 RED","7","W8-CHAWP WHITE","13","","51","14G-028","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","BUENA PARK HS","32","L4-TEXAS THUNDER","13","L8-KEARNS","6","52","","14G-032","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","BUENA PARK HS","36","W12-LB SHORE","3.0","W16-SD SHORES BLACK","6","","60","14G-036","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","BUENA PARK HS","40","L12-AMERICAN RIVER","2","L16-ROGUE 619","14","56","","14G-040","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","BUENA PARK HS","44","W20-COMMERCE","5","W24-PATRIOT NAVY","16","","56","14G-044","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","BUENA PARK HS","48","L20-LA JOLLA UNITED","17","L24-LOWPO","6","60","","14G-048","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","2-3 cross","BUENA PARK HS","52","L27-DAVIS","4.4","W32-TEXAS THUNDER","4.5","","","14G-052","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2-3 cross","BUENA PARK HS","56","L44-COMMERCE","10","W40-ROGUE 619","6","","","14G-056","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2-3 cross","BUENA PARK HS","60","L36-LB SHORE","10","W48-LA JOLLA UNITED","5","","","14G-060","","","","","","","","","","","","","",""
"Sun, July 19","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_N","pt_O","","","","","","","","","","","","","","","","","","","","","",""
"","","W41-SAN CLEMENTE RED","W25-908","","","","","","","","","","","","","","","","","","","","","",""
"","","W35-SANTA CRUZ","W42-STANFORD A","","","","","","","","","","","","","","","","","","","","","",""
"","","W28-CHAWP WHITE","W36-SD SHORES BLACK","","","","","","","","","","","","","","","","","","","","","",""
"","","pt_S","pt_T","","","","","","","","","","","","","","","","","","","","","",""
"","","W60-LB SHORE","W51-HONOLULU A","","","","","","","","","","","","","","","","","","","","","",""
"","","W54-LAGUNA BEACH","W59-SOUTH COAST RED","","","","","","","","","","","","","","","","","","","","","",""
"","","W50-ARROYO GRANDE","W53-INNES ARDEN","","","","","","","","","","","","","","","","","","","","","",""
"","","au_N","au_O","","","","","","","","","","","","","","","","","","","","","",""
"","","L57-SHAQ","L49-CLOVIS A","","","","","","","","","","","","","","","","","","","","","",""
"","","L55-BIG VALLEY","L58-SD SHORES GOLD","","","","","","","","","","","","","","","","","","","","","",""
"","","L52-DAVIS","L56-ROGUE 619","","","","","","","","","","","","","","","","","","","","","",""
"","","au_S","au_T","","","","","","","","","","","","","","","","","","","","","",""
"","","L40-AMERICAN RIVER","L32-KEARNS","","","","","","","","","","","","","","","","","","","","","",""
"","","L46-CHICAGO PARK","L39-PUNAHOU","","","","","","","","","","","","","","","","","","","","","",""
"","","L29-ELITE","L45-NORTHWEST","","","","","","","","","","","","","","","","","","","","","",""
"","","","SADDLEBACK COLLEGE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","SADDLEBACK COLLEGE 1","61","pt_M2-GREENWICH","3","pt_M3-SANTA BARBARA WPC A","10","","","14G-061","","pt_Group","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","SADDLEBACK COLLEGE 1","65","pt_N2-SANTA CRUZ","9","pt_N3-CHAWP WHITE","12","","","14G-065","","pt_Group","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","SADDLEBACK COLLEGE 1","69","pt_S1-LB SHORE","6","pt_S2-LAGUNA BEACH","8","","","14G-069","","pt_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","SADDLEBACK COLLEGE 1","73","pt_R1-COMMERCE","8.6","pt_R2-MAVERICKS","8.7","","","14G-073","","pt_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","SADDLEBACK COLLEGE 1","77","pt_M1-NEWPORT BEACH BLUE","13","pt_M3-SANTA BARBARA WPC A","3","","","14G-077","","pt_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","SADDLEBACK COLLEGE 1","81","pt_N1-SAN CLEMENTE RED","8","pt_N3-CHAWP WHITE","7","","","14G-081","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","SADDLEBACK COLLEGE 1","85","pt_S1-LB SHORE","8","pt_S3-ARROYO GRANDE","7","","","14G-085","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","SADDLEBACK COLLEGE 1","89","pt_R1-COMMERCE","8","pt_R3-STANFORD B","5","","","14G-089","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","SADDLEBACK COLLEGE 1","93","pt_M1-NEWPORT BEACH BLUE","15","pt_M2-GREENWICH","3","","","14G-093","","pt_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","SADDLEBACK COLLEGE 1","97","pt_N1-SAN CLEMENTE RED","4.1","pt_N2-SANTA CRUZ","4.3","","","14G-097","","pt_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","SADDLEBACK COLLEGE 1","101","pt_S2-LAGUNA BEACH","11","pt_S3-ARROYO GRANDE","6","","","14G-101","","pt_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","SADDLEBACK COLLEGE 1","105","pt_R2-MAVERICKS","5","pt_R3-STANFORD B","8","","","14G-105","","pt_Group","","","","","","","","","","","",""
"19-Jul","6:40 PM","Play-in","SADDLEBACK COLLEGE 1","109","3rd pt_M-GREENWICH","7","1st pt_S-LAGUNA BEACH","3","129","134","14G-109","","pt_Play-in","","","","","","","","","","","",""
"19-Jul","7:30 PM","Play-in","SADDLEBACK COLLEGE 1","113","3rd pt_N-SANTA CRUZ","9","1st pt_R-COMMERCE","7","121","126","14G-113","","pt_Play-in","","","","","","","","","","","",""
"","","","UC IRVINE 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","UC IRVINE 2","62","pt_O2-STANFORD A","6","pt_O3-SD SHORES BLACK","5","","","14G-062","","pt_Group","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","UC IRVINE 2","66","pt_P2-LAMORINDA A","7","pt_P3-PATRIOT NAVY","8","","","14G-066","","pt_Group","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","UC IRVINE 2","70","pt_U1-TEXAS THUNDER","10","pt_U2-CC UNITED","5","","","14G-070","","pt_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","UC IRVINE 2","74","pt_T1-HONOLULU A","8","pt_T2-SOUTH COAST RED","5","","","14G-074","","pt_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","UC IRVINE 2","78","pt_O1-908","14","pt_O3-SD SHORES BLACK","8","","","14G-078","","pt_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","UC IRVINE 2","82","pt_P1-DIABLO ALLIANCE A","14","pt_P3-PATRIOT NAVY","11","","","14G-082","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","UC IRVINE 2","86","pt_U1-TEXAS THUNDER","10","pt_U3-SAN CLEMENTE BLACK","13","","","14G-086","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","UC IRVINE 2","90","pt_T1-HONOLULU A","7","pt_T3-INNES ARDEN","5","","","14G-090","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","UC IRVINE 2","94","pt_O1-908","6","pt_O2-STANFORD A","5","","","14G-094","","pt_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","UC IRVINE 2","98","pt_P1-DIABLO ALLIANCE A","12","pt_P2-LAMORINDA A","6","","","14G-098","","pt_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","UC IRVINE 2","102","pt_U2-CC UNITED","9","pt_U3-SAN CLEMENTE BLACK","2","","","14G-102","","pt_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","UC IRVINE 2","106","pt_T2-SOUTH COAST RED","14","pt_T3-INNES ARDEN","3","","","14G-106","","pt_Group","","","","","","","","","","","",""
"19-Jul","6:40 PM","Play-in","UC IRVINE 2","110","3rd pt_O-SD SHORES BLACK","15","1st pt_U-TEXAS THUNDER","4","117","138","14G-110","","pt_Play-in","","","","","","","","","","","",""
"19-Jul","7:30 PM","Play-in","UC IRVINE 2","114","3rd pt_P-LAMORINDA A","11","1st pt_T-HONOLULU A","6","125","130","14G-114","","pt_Play-in","","","","","","","","","","","",""
"","","","GARDEN GROVE HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","GARDEN GROVE HS","63","au_S1-AMERICAN RIVER","7.4","au_S2-CHICAGO PARK","7.3","","","14G-063","","au_Group","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","GARDEN GROVE HS","67","au_R1-LOWPO","8","au_R2-CENTRAL COAST","9","","","14G-067","","au_Group","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","GARDEN GROVE HS","71","au_M2-NORCO","6","au_M3-680 RED","11","","","14G-071","","au_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","GARDEN GROVE HS","75","au_N2-BIG VALLEY","4","au_N3-DAVIS","11","","","14G-075","","au_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","GARDEN GROVE HS","79","au_S1-AMERICAN RIVER","2","au_S3-ELITE","13","","","14G-079","","au_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","GARDEN GROVE HS","83","au_R1-LOWPO","8","au_R3-SOUTHSIDE","11","","","14G-083","","au_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","GARDEN GROVE HS","87","au_M1-LAMORINDA B","6","au_M3-680 RED","11","","","14G-087","","au_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","GARDEN GROVE HS","91","au_N1-SHAQ","3","au_N3-DAVIS","13","","","14G-091","","au_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","GARDEN GROVE HS","95","au_S2-CHICAGO PARK","6","au_S3-ELITE","8","","","14G-095","","au_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","GARDEN GROVE HS","99","au_R2-CENTRAL COAST","5","au_R3-SOUTHSIDE","6","","","14G-099","","au_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","GARDEN GROVE HS","103","au_M1-LAMORINDA B","11.4","au_M2-NORCO","11.1","","","14G-103","","au_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","GARDEN GROVE HS","107","au_N1-SHAQ","9","au_N2-BIG VALLEY","5","","","14G-107","","au_Group","","","","","","","","","","","",""
"19-Jul","6:40 PM","Play-in","GARDEN GROVE HS","111","3rd au_M-NORCO","9","1st au_S-ELITE","11","131","136","14G-111","","au_Play-in","","","","","","","","","","","",""
"19-Jul","7:30 PM","Play-in","GARDEN GROVE HS","115","3rd au_N-BIG VALLEY","10","1st au_R-SOUTHSIDE","7","123","128","14G-115","","au_Play-in","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","OCEAN VIEW HS 1","64","au_U1-BROOKLYN HUSTLE","7","au_U2-TEMPLE CITY","8","","","14G-064","","au_Group","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","OCEAN VIEW HS 1","68","au_T1-KEARNS","6","au_T2-PUNAHOU","3","","","14G-068","","au_Group","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","OCEAN VIEW HS 1","72","au_O2-SD SHORES GOLD","9.1","au_O3-ROGUE 619","9.3","","","14G-072","","au_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","OCEAN VIEW HS 1","76","au_P2-SD DONS","11","au_P3-LA JOLLA UNITED","2","","","14G-076","","au_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","OCEAN VIEW HS 1","80","au_U1-BROOKLYN HUSTLE","11","au_U3-TOPAZ TSUNAMI","2","","","14G-080","","au_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","OCEAN VIEW HS 1","84","au_T1-KEARNS","8","au_T3-NORTHWEST","9","","","14G-084","","au_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","OCEAN VIEW HS 1","88","au_O1-CLOVIS A","5","au_O3-ROGUE 619","6","","","14G-088","","au_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","OCEAN VIEW HS 1","92","au_P1-CDM","6","au_P3-LA JOLLA UNITED","5","","","14G-092","","au_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","OCEAN VIEW HS 1","96","au_U2-TEMPLE CITY","16","au_U3-TOPAZ TSUNAMI","3","","","14G-096","","au_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","OCEAN VIEW HS 1","100","au_T2-PUNAHOU","5","au_T3-NORTHWEST","7","","","14G-100","","au_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","OCEAN VIEW HS 1","104","au_O1-CLOVIS A","6","au_O2-SD SHORES GOLD","10","","","14G-104","","au_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","OCEAN VIEW HS 1","108","au_P1-CDM","6","au_P2-SD DONS","8","","","14G-108","","au_Group","","","","","","","","","","","",""
"19-Jul","6:40 PM","Play-in","OCEAN VIEW HS 1","112","3rd au_O-CLOVIS A","7.2","1st au_U-TEMPLE CITY","7.0","119","140","14G-112","","au_Play-in","","","","","","","","","","","",""
"19-Jul","7:30 PM","Play-in","OCEAN VIEW HS 1","116","3rd au_P-LA JOLLA UNITED","19","1st au_T-NORTHWEST","6","127","132","14G-116","","au_Play-in","","","","","","","","","","","",""
"Mon, July 20","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","UC IRVINE 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","5-8 v 9-12","UC IRVINE 1","117","2nd pt_P-PATRIOT NAVY","15","W110-SD SHORES BLACK","10","141","149","14G-117","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","9:00 AM","5-8 v 9-12","UC IRVINE 1","121","2nd pt_M-SANTA BARBARA WPC A","11","W113-SANTA CRUZ","7","141","149","14G-121","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","10:00 AM","5-8 v 9-12","UC IRVINE 1","125","2nd pt_O-STANFORD A","6","W114-LAMORINDA A","5","145","153","14G-125","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","11:00 AM","5-8 v 9-12","UC IRVINE 1","129","2nd pt_N-CHAWP WHITE","11","W109-GREENWICH","6","145","153","14G-129","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","12:00 PM","1-2 v 3-4","UC IRVINE 1","133","1st pt_N-SAN CLEMENTE RED","6","1st pt_O-908","8","174","157","14G-133","","pt_1-2 v 3-4","","","","","","","","","","","",""
"20-Jul","1:00 PM","1-2 v 3-4","UC IRVINE 1","137","1st pt_M-NEWPORT BEACH BLUE","17","1st pt_P-DIABLO ALLIANCE A","8","173","161","14G-137","","pt_1-2 v 3-4","","","","","","","","","","","",""
"20-Jul","2:00 PM","5-6 v 7-8","UC IRVINE 1","141","W117-PATRIOT NAVY","16","W121-SANTA BARBARA WPC A","6","157","185","14G-141","","pt_5-6 v 7-8","","","","","","","","","","","",""
"20-Jul","3:00 PM","5-6 v 7-8","UC IRVINE 1","145","W125-STANFORD A","12","W129-CHAWP WHITE","9","161","185","14G-145","","pt_5-6 v 7-8","","","","","","","","","","","",""
"20-Jul","4:00 PM","9-12 semi","UC IRVINE 1","149","L121-SANTA CRUZ","12","L117-SD SHORES BLACK","8","182","181","14G-149","","pt_9-12 semi","","","","","","","","","","","",""
"20-Jul","5:00 PM","9-12 semi","UC IRVINE 1","153","L129-GREENWICH","8","L125-LAMORINDA A","10","182","181","14G-153","","pt_9-12 semi","","","","","","","","","","","",""
"20-Jul","6:00 PM","play to semi","UC IRVINE 1","157","L133-SAN CLEMENTE RED","6","W141-PATRIOT NAVY","8","173","186","14G-157","","pt_play to semi","","","","","","","","","","","",""
"20-Jul","7:00 PM","play to semi","UC IRVINE 1","161","L137-DIABLO ALLIANCE A","9","W145-STANFORD A","6","174","186","14G-161","","pt_play to semi","","","","","","","","","","","",""
"","","","UC IRVINE 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","21-24 RR","UC IRVINE 2","118","3rd pt_U-SAN CLEMENTE BLACK","14","3rd pt_R-MAVERICKS","12","","","14G-118","","pt_21-24 RR","","","","","","","","","","","",""
