"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","EL TORO HS 2","85","pt_M1-NEWPORT BEACH BLUE","11","pt_M2-SAN CLEMENTE","3","","","10G-085","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","EL TORO HS 2","89","pt_N1-SOCAL","11","pt_N2-LAMORINDA BLUE","7","","","10G-089","","pt_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Play-in","EL TORO HS 2","109","3rd pt_M-SAN CLEMENTE","12","2nd pt_R-NEWPORT WHITE","4","133","au_W2","10G-109","","pt_Play-in","","","","","","","","","","","",""
"19-Jul","5:00 PM","Play-in","EL TORO HS 2","113","3rd pt_N-DEL MAR A","18","1st pt_R-LA JOLLA UNITED","3","125","au_V3","10G-113","","pt_Play-in","","","","","","","","","","","",""
"","","","EL TORO HS 3","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","EL TORO HS 3","66","pt_S1-YOLO FLAMINGOS","7","pt_S2-COMMERCE","14","","","10G-066","","pt_Group","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","EL TORO HS 3","70","pt_O1-680 RED","20","pt_O3-STANFORD","7","","","10G-070","","pt_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","EL TORO HS 3","74","pt_P1-TEMPLE CITY","14","pt_P3-GREENWICH","9","","","10G-074","","pt_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","EL TORO HS 3","78","pt_S1-YOLO FLAMINGOS","17","pt_S3-LAMORINDA GOLD","6","","","10G-078","","pt_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","EL TORO HS 3","80","pt_O2-908 PINK","20","pt_O3-STANFORD","1","","","10G-080","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","EL TORO HS 3","82","pt_P2-PATRIOT","19","pt_P3-GREENWICH","5","","","10G-082","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","EL TORO HS 3","84","pt_S2-COMMERCE","19","pt_S3-LAMORINDA GOLD","8","","","10G-084","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","EL TORO HS 3","86","pt_O1-680 RED","9","pt_O2-908 PINK","10","","","10G-086","","pt_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","EL TORO HS 3","90","pt_P1-TEMPLE CITY","16","pt_P2-PATRIOT","14","","","10G-090","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:00 PM","Play-in","EL TORO HS 3","110","3rd pt_O-STANFORD","4","1st pt_S-COMMERCE","13","121","au_W3","10G-110","","pt_Play-in","","","","","","","","","","","",""
"19-Jul","5:50 PM","Play-in","EL TORO HS 3","114","3rd pt_P-GREENWICH","22","2nd pt_S-YOLO FLAMINGOS","6","129","au_V2","10G-114","","pt_Play-in","","","","","","","","","","","",""
"","","au_W Gold 1st-6th","","","","","","","","","","","","","","","","","","","","","","",""
"","","3rd pt_S-LAMORINDA GOLD","","","","","","","","","","","","","","","","","","","","","","",""
"","","L109-NEWPORT WHITE","","","","","","","","","","","","","","","","","","","","","","",""
"","","L110-STANFORD","","","","","","","","","","","","","","","","","","","","","","",""
"20-Jul","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","BECKMAN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","5-8 v 9-12","BECKMAN HS 2","121","2nd pt_P-PATRIOT","14","W110-COMMERCE","9","145","153","10G-121","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","8:50 AM","5-8 v 9-12","BECKMAN HS 2","125","2nd pt_M-DAVIS","10","W113-DEL MAR A","4","145","153","10G-125","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","9:40 AM","5-8 v 9-12","BECKMAN HS 2","129","2nd pt_O-680 RED","18","W114-GREENWICH","3","149","157","10G-129","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","10:30 AM","5-8 v 9-12","BECKMAN HS 2","133","2nd pt_N-LAMORINDA BLUE","14","W109-SAN CLEMENTE","3","149","157","10G-133","","pt_5-8 v 9-12","","","","","","","","","","","",""
"20-Jul","11:20 AM","1-2 v 3-4","BECKMAN HS 2","137","1st pt_N-SOCAL","3","1st pt_O-908 PINK","7","174","161","10G-137","","pt_1-2 v 3-4","","","","","","","","","","","",""
"20-Jul","12:10 PM","1-2 v 3-4","BECKMAN HS 2","141","1st pt_M-NEWPORT BEACH BLUE","12","1st pt_P-TEMPLE CITY","6","173","165","10G-141","","pt_1-2 v 3-4","","","","","","","","","","","",""
"20-Jul","1:00 PM","5-6 v 7-8","BECKMAN HS 2","145","W121-PATRIOT","10","W125-DAVIS","5","161","178","10G-145","","pt_5-6 v 7-8","","","","","","","","","","","",""
"20-Jul","1:50 PM","5-6 v 7-8","BECKMAN HS 2","149","W129-680 RED","15","W133-LAMORINDA BLUE","3","165","178","10G-149","","pt_5-6 v 7-8","","","","","","","","","","","",""
"20-Jul","2:40 PM","9-12 semi","BECKMAN HS 2","153","L125-DEL MAR A","9","L121-COMMERCE","5","177","181","10G-153","","pt_9-12 semi","","","","","","","","","","","",""
"20-Jul","3:30 PM","9-12 semi","BECKMAN HS 2","157","L133-SAN CLEMENTE","7","L129-GREENWICH","6","177","181","10G-157","","pt_9-12 semi","","","","","","","","","","","",""
"20-Jul","4:20 PM","play to semi","BECKMAN HS 2","161","L137-SOCAL","3.2","W145-PATRIOT","3.0","173","193","10G-161","","pt_play to semi","","","","","","","","","","","",""
"20-Jul","5:10 PM","play to semi","BECKMAN HS 2","165","L141-TEMPLE CITY","6","W149-680 RED","9","174","193","10G-165","","pt_play to semi","","","","","","","","","","","",""
"","","","TUSTIN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","9:40 AM","Group","TUSTIN HS 2","122","au_V1-DEL MAR B","7","au_V3-LA JOLLA UNITED","16","","","10G-122","","au_Group","","","","","","","","","","","",""
"20-Jul","10:30 AM","Group","TUSTIN HS 2","126","au_W1-LAMORINDA GOLD","3","au_W3-STANFORD","17","","","10G-126","","au_Group","","","","","","","","","","","",""
"20-Jul","12:10 PM","Group","TUSTIN HS 2","130","au_V2-YOLO FLAMINGOS","7","au_V3-LA JOLLA UNITED","16","","","10G-130","","au_Group","","","","","","","","","","","",""
"20-Jul","1:00 PM","Group","TUSTIN HS 2","134","au_W2-NEWPORT WHITE","2","au_W3-STANFORD","17","","","10G-134","","au_Group","","","","","","","","","","","",""
"20-Jul","2:40 PM","Group","TUSTIN HS 2","138","au_V1-DEL MAR B","8","au_V2-YOLO FLAMINGOS","10","","","10G-138","","au_Group","","","","","","","","","","","",""
"20-Jul","3:30 PM","Group","TUSTIN HS 2","142","au_W1-LAMORINDA GOLD","14","au_W2-NEWPORT WHITE","13","","","10G-142","","au_Group","","","","","","","","","","","",""
"21-Jul","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","TUSTIN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","8:00 AM","5th","TUSTIN HS 2","192","3rd au_V-DEL MAR B","11","3rd au_W-NEWPORT WHITE","9","5th","6th","10G-192","","au_5th","","","","","","","","","","","",""
"21-Jul","9:00 AM","3rd","TUSTIN HS 2","191","2nd au_V-YOLO FLAMINGOS","17","2nd au_W-LAMORINDA GOLD","7","3rd","4th","10G-191","","au_3rd","","","","","","","","","","","",""
"21-Jul","10:00 AM","1st","TUSTIN HS 2","182","1st au_V-LA JOLLA UNITED","3.0","1st au_W-STANFORD","3.2","1st","2nd","10G-182","","au_1st","","","","","","","","","","","",""
"21-Jul","11:00 AM","11th","TUSTIN HS 2","181","L153-COMMERCE","15","L157-GREENWICH","8","11th","12th","10G-181","","pt_11th","","","","","","","","","","","",""
"","","","BECKMAN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"21-Jul","9:00 AM","7th","BECKMAN HS 2","178","L145-DAVIS","4","L149-LAMORINDA BLUE","5","7th","8th","10G-178","","pt_7th","","","","","","","","","","","",""
